"cpg","beta","se","p","i2","p_het","details"
"cg08806263",-0.4364309,0.088,7.0783e-07,"","",""
"cg08843134",0.7304948,0.1715,2.05758e-05,"","",""
"cg09378497",-0.8741179,0.143,9.73592e-10,"","",""
"cg09876101",-0.4483389,0.0847,1.19219e-07,"","",""
"cg16726667",-1.4555379,0.2218,5.32383e-11,"","",""
"cg19390357",0.3310645,0.1486,0.02593153,"","",""
"cg00032419",-2.0022302,0.2497,1.06044e-15,"","",""
"cg00265578",-1.4277477,0.1963,3.46091e-13,"","",""
"cg02456708",-0.8989247,0.1372,5.69153e-11,"","",""
"cg02516388",-0.4878394,0.0869,1.95947e-08,"","",""
"cg04029055",-0.8446499,0.1982,2.02632e-05,"","",""
"cg04880618",-1.4103677,0.2558,3.51878e-08,"","",""
"cg05933803",-0.2949198,0.0454,7.87233e-11,"","",""
"cg11122493",-1.9884011,0.261,2.54686e-14,"","",""
"cg11516830",0.7508916,0.1342,2.19346e-08,"","",""
"cg12025027",-0.9167797,0.2269,5.35237e-05,"","",""
"cg13204512",-1.9256804,0.2632,2.56291e-13,"","",""
"cg16579555",-2.4541397,0.2997,2.66252e-16,"","",""
"cg18699112",-1.1796811,0.1733,9.83329e-12,"","",""
"cg21919790",-0.4065171,0.1616,0.01187686,"","",""
"cg26185554",-0.891775,0.1498,2.63023e-09,"","",""
"cg03705926",-1.056621,0.2019,1.67459e-07,"","",""
"cg05288071",1.2005325,0.2284,1.47654e-07,"","",""
"cg08118159",-0.6001919,0.1157,2.15343e-07,"","",""
"cg13341720",-0.8948788,0.1638,4.68475e-08,"","",""
"cg13426839",1.2931081,0.2657,1.13508e-06,"","",""
"cg15469014",1.08375,0.1913,1.46195e-08,"","",""
"cg16200496",-1.2037897,0.1949,6.56538e-10,"","",""
"cg18496502",1.7894614,0.2924,9.39539e-10,"","",""
"cg18873530",-0.8089827,0.1727,2.80031e-06,"","",""
"cg20737072",0.8998624,0.1812,6.81825e-07,"","",""
"cg24198953",-1.3053627,0.2676,1.07466e-06,"","",""
"cg24843246",1.6675987,0.2649,3.06135e-10,"","",""
"cg07556403",-0.9389645,0.1626,7.64787e-09,"","",""
"cg09923107",-0.9211749,0.1899,1.22994e-06,"","",""
"cg16364152",0.4529001,0.0833,5.3358e-08,"","",""
"cg22005634",-0.8746524,0.1449,1.56317e-09,"","",""
"cg03779431",-0.3998807,0.0834,1.6516e-06,"","",""
"cg23423230",0.8944704,0.1781,5.09007e-07,"","",""
"cg06839820",-0.685074,0.1564,1.19095e-05,"","",""
"cg22515201",-0.790526,0.2306,0.000606984,"","",""
"cg24823993",-0.3550108,0.1164,0.002289658,"","",""
