"cpg","beta","se","p","i2","p_het","details"
"cg08806263",-0.14017312,0.0419,0.000819022,"","",""
"cg08843134",0.30486934,0.0764,6.6028e-05,"","",""
"cg09378497",-0.49592904,0.1343,0.000222515,"","",""
"cg09876101",-0.24712457,0.0618,6.31001e-05,"","",""
"cg16726667",-0.33206355,0.1221,0.006551783,"","",""
"cg19390357",0.71496551,0.1592,7.12836e-06,"","",""
"cg00032419",-0.8185973,0.156,1.53345e-07,"","",""
"cg00265578",-0.65294652,0.1401,3.14014e-06,"","",""
"cg02456708",-0.3925809,0.1117,0.000442408,"","",""
"cg02516388",-0.12969182,0.0446,0.00365084,"","",""
"cg04029055",-0.41800533,0.0821,3.56479e-07,"","",""
"cg04880618",-0.67476079,0.2083,0.001198666,"","",""
"cg05933803",-0.10753275,0.0303,0.000388605,"","",""
"cg11122493",-0.65734568,0.1893,0.000516898,"","",""
"cg11516830",0.08707028,0.0373,0.01963874,"","",""
"cg12025027",-0.47260217,0.1108,1.98923e-05,"","",""
"cg13204512",-0.55731932,0.1324,2.57581e-05,"","",""
"cg16579555",-0.82032558,0.1535,9.15841e-08,"","",""
"cg18699112",-0.32630088,0.0838,9.90256e-05,"","",""
"cg21919790",-0.58603085,0.1166,5.06228e-07,"","",""
"cg26185554",-0.45395656,0.1459,0.001855876,"","",""
"cg03705926",-0.512185,0.1243,3.78962e-05,"","",""
"cg05288071",0.69762267,0.157,8.90481e-06,"","",""
"cg08118159",-0.23542515,0.0784,0.002677261,"","",""
"cg13341720",-0.33793858,0.0949,0.000367823,"","",""
"cg13426839",0.41143101,0.0917,7.23467e-06,"","",""
"cg15469014",0.20313409,0.063,0.001266523,"","",""
"cg16200496",-0.44330434,0.1142,0.000104067,"","",""
"cg18496502",0.37508201,0.0761,8.3562e-07,"","",""
"cg18873530",-0.27380044,0.0833,0.00101994,"","",""
"cg20737072",0.43694872,0.0973,7.09784e-06,"","",""
"cg24198953",-0.61239748,0.1267,1.33169e-06,"","",""
"cg24843246",0.84399431,0.1505,2.04399e-08,"","",""
"cg07556403",-0.31858896,0.0948,0.000774955,"","",""
"cg09923107",-0.57476617,0.1762,0.001104082,"","",""
"cg16364152",0.06911551,0.0233,0.003036825,"","",""
"cg22005634",-0.28983368,0.0835,0.00051513,"","",""
"cg03779431",-0.35109102,0.0813,1.57634e-05,"","",""
"cg23423230",0.25079012,0.0627,6.37038e-05,"","",""
"cg06839820",-0.4944276,0.1107,8.03049e-06,"","",""
"cg22515201",-0.87192453,0.1843,2.23167e-06,"","",""
"cg24823993",-0.34889161,0.0771,6.02626e-06,"","",""
