cpg,beta,se,p,i2,p_het,details
cg09239064,-0.09,0.0691,0.193,,,
cg13024668,0.01,0.0641,0.876,,,
cg15136797,0.06,0.0735,0.414,,,
cg15179472,0.09,0.065,0.166,,,
cg27183188,0.06,0.0646,0.353,,,
cg06167730,-0.08,0.079,0.311,,,
cg20995172,-0.04,0.0443,0.367,,,
cg08582720,0.1,0.0513,0.0511,,,
cg20548564,-0.04,0.0882,0.65,,,
cg25463742,0.01,0.0543,0.854,,,
cg22938488,-0.01,0.0347,0.773,,,
cg24120847,0.07,0.0607,0.249,,,
cg27150870,-0.09,0.1008,0.372,,,
cg14894369,0.01,0.1772,0.955,,,
cg14933246,,,0.989,,,
cg21218636,0.07,0.0735,0.341,,,
cg10439725,0.09,0.0436,0.0391,,,
cg04086977,0.02,0.0636,0.753,,,
cg13713537,-0.07,0.0647,0.279,,,
cg07283896,-0.06,0.0951,0.528,,,
cg21959334,-0.06,0.0522,0.25,,,
cg10847390,-0.01,0.0875,0.909,,,
cg05701403,0.11,0.1095,0.315,,,
cg08943361,0.02,0.0672,0.766,,,
cg13078140,-0.07,0.0702,0.319,,,
cg13467672,0.09,0.0588,0.126,,,
cg25692835,0.1,0.0556,0.0721,,,
cg27023871,-0.02,0.0845,0.813,,,
cg04446345,0.05,0.0537,0.352,,,
cg17619347,-0.01,0.0385,0.795,,,
cg04903360,-0.04,0.0617,0.517,,,
cg18514573,0.1,0.1079,0.354,,,
cg21412973,0.04,0.0769,0.603,,,
cg11852843,,,0.963,,,
cg14582248,,,0.971,,,
cg21801445,-0.09,0.0545,0.0984,,,
cg05658707,0.03,0.1166,0.797,,,
cg09230014,-0.01,0.0772,0.897,,,
cg22510637,-0.02,0.0523,0.702,,,
cg02503850,0.13,0.077,0.0915,,,
cg15192041,-0.02,0.0573,0.727,,,
cg01538575,,,0.916,,,
cg00961792,0.01,0.033,0.762,,,
cg02808220,-0.03,0.0563,0.594,,,
cg07247103,0.04,0.0481,0.406,,,
cg10473311,-0.34,0.1352,0.0119,,,
cg16256065,,,0.999,,,
cg01563959,-0.03,0.0558,0.591,,,
cg01791874,-0.02,0.0498,0.688,,,
cg25941154,,,0.995,,,
cg01646289,0.06,0.0622,0.335,,,
cg14757492,-0.05,0.0502,0.319,,,
cg20897072,0.1,0.076,0.188,,,
cg14256983,,,0.959,,,
cg24309215,0.04,0.0979,0.683,,,
cg16750440,0.06,0.1051,0.568,,,
cg26876637,-0.14,0.0608,0.0213,,,
cg02607130,0.05,0.0745,0.502,,,
cg04756597,0.04,0.0443,0.367,,,
cg23911291,0.05,0.0576,0.385,,,
cg05567435,-0.02,0.07,0.775,,,
cg18594551,0.06,0.048,0.211,,,
cg12384572,0.03,0.0516,0.561,,,
cg13116816,0.13,0.1875,0.488,,,
cg02305765,-0.05,0.0856,0.559,,,
cg25994616,-0.03,0.0602,0.618,,,
cg18523886,-0.09,0.0872,0.302,,,
cg02399294,0.01,0.078,0.898,,,
cg04432454,-0.05,0.0741,0.5,,,
cg26721877,0.06,0.0909,0.509,,,
cg04299274,0.01,0.0297,0.736,,,
cg08854799,0.02,0.0638,0.754,,,
cg06505394,-0.04,0.1053,0.704,,,
cg09244071,0.05,0.0478,0.296,,,
cg23077029,0.09,0.051,0.0775,,,
cg12640770,0.13,0.0894,0.146,,,
cg06988897,-0.06,0.1801,0.739,,,
cg07281948,-0.08,0.0644,0.214,,,
cg10905310,0.03,0.0596,0.615,,,
cg00513411,0.01,0.0442,0.821,,,
cg08495545,-0.01,0.0341,0.769,,,
cg16034168,0.06,0.0686,0.382,,,
cg13437525,0.21,0.0694,0.00247,,,
cg04635504,0.05,0.0621,0.421,,,
cg05533124,0.03,0.0752,0.69,,,
cg24194674,-0.04,0.0918,0.663,,,
cg08839808,-0.08,0.1651,0.628,,,
cg14948795,-0.12,0.0489,0.0141,,,
cg05655247,0.01,0.0621,0.872,,,
cg14641600,-0.04,0.0448,0.372,,,
cg26773771,-0.01,0.0948,0.916,,,
cg07138793,-0.12,0.1155,0.299,,,
cg11841231,-0.2,0.0957,0.0367,,,
cg26577201,-0.01,0.1048,0.924,,,
cg10729426,-0.14,0.0793,0.0775,,,
cg18527919,0.05,0.0864,0.563,,,
cg15334916,0.06,0.0769,0.435,,,
cg27583604,0.07,0.0496,0.158,,,
cg15191798,-0.01,0.071,0.888,,,
cg07894883,0.1,0.066,0.13,,,
cg22551163,-0.01,0.0905,0.912,,,
cg05071046,0.08,0.0471,0.0895,,,
cg21849812,-0.05,0.0652,0.443,,,
cg05890620,0.04,0.049,0.414,,,
cg10255761,-0.03,0.0488,0.539,,,
cg06962768,0.12,0.0736,0.103,,,
cg17702455,-0.04,0.0948,0.673,,,
cg11160944,0.14,0.0604,0.0205,,,
cg12424468,-0.05,0.0686,0.466,,,
cg10419849,0.04,0.0568,0.481,,,
cg21578322,0.03,0.0508,0.555,,,
cg21211873,0.03,0.0432,0.487,,,
cg25373579,-0.01,0.0416,0.81,,,
cg07015927,0.01,0.0555,0.857,,,
cg19490868,0.05,0.0718,0.486,,,
cg05422836,0.06,0.0999,0.548,,,
cg09544549,0.07,0.0584,0.231,,,
cg10927727,0.03,0.0582,0.606,,,
cg07329149,0.04,0.0508,0.431,,,
cg22488462,-0.11,0.083,0.185,,,
cg14106345,0.07,0.071,0.324,,,
cg04496485,-0.05,0.0867,0.564,,,
cg16184346,-0.08,0.0941,0.395,,,
cg08458852,0.11,0.0798,0.168,,,
cg06700226,-0.02,0.0641,0.755,,,
cg14295458,0.08,0.0835,0.338,,,
cg26748794,-0.4,0.4723,0.397,,,
cg05055490,-0.02,0.0615,0.745,,,
cg06219206,0.05,0.0593,0.399,,,
cg19149031,-0.15,0.179,0.402,,,
cg20908131,0.08,0.0739,0.279,,,
cg24994360,0.01,0.0407,0.806,,,
cg21391023,0.11,0.0798,0.168,,,
cg08800878,0.01,0.0641,0.876,,,
cg24724630,0.01,0.0474,0.833,,,
cg09173861,0.01,0.0588,0.865,,,
cg18333694,-0.02,0.0326,0.539,,,
cg06187356,,,0.959,,,
cg08845333,0.09,0.056,0.108,,,
cg11058229,-0.01,0.058,0.863,,,
cg21514227,0.04,0.075,0.594,,,
cg24206697,0.01,0.0765,0.896,,,
cg05041061,-0.02,0.1222,0.87,,,
cg16120811,0.05,0.0798,0.531,,,
cg04594483,0.05,0.0665,0.452,,,
cg21885134,-0.06,0.0491,0.222,,,
cg14431547,0.11,0.1037,0.289,,,
cg07759052,-0.02,0.0972,0.837,,,
cg13923018,0.09,0.0585,0.124,,,
cg22454769,-0.18,0.0961,0.061,,,
cg22647900,-0.06,0.0542,0.268,,,
cg14122138,,,0.98,,,
cg03097134,-0.08,0.0552,0.147,,,
cg01602153,0.11,0.0774,0.155,,,
cg12837905,-0.03,0.0548,0.584,,,
cg21204804,0.15,0.0641,0.0192,,,
cg17377797,0.09,0.0947,0.342,,,
cg06954677,-0.03,0.0713,0.674,,,
cg06467181,0.03,0.0779,0.7,,,
cg11860412,0.02,0.048,0.677,,,
cg24592500,0.02,0.0744,0.788,,,
cg25142228,-0.04,0.046,0.385,,,
cg24349819,-0.05,0.0697,0.473,,,
cg20989855,-0.09,0.1038,0.386,,,
cg11776115,0.04,0.0416,0.336,,,
cg05479662,0.05,0.0646,0.439,,,
cg05502283,-0.06,0.0444,0.177,,,
cg16325482,,,0.939,,,
cg07152869,-0.25,0.2609,0.338,,,
cg05590569,0.03,0.0897,0.738,,,
cg10140240,0.01,0.0389,0.797,,,
cg01841415,0.03,0.0596,0.615,,,
cg18372548,,,0.936,,,
cg00766914,0.02,0.061,0.743,,,
cg20491488,0.04,0.0876,0.648,,,
cg22343181,-0.06,0.0516,0.245,,,
cg07058086,0.03,0.0713,0.674,,,
cg14646974,0.06,0.301,0.842,,,
cg11556164,-0.11,0.0702,0.117,,,
cg04025701,0.04,0.0638,0.531,,,
cg16725642,-0.02,0.0596,0.737,,,
cg15959529,0.04,0.0678,0.555,,,
cg00888154,0.07,0.0468,0.135,,,
cg14422315,0.02,0.043,0.642,,,
cg16237262,0.07,0.0636,0.271,,,
cg03971344,-0.11,0.0517,0.0332,,,
cg20335293,,,0.976,,,
cg25599950,-0.02,0.101,0.843,,,
cg00137629,0.02,0.0462,0.665,,,
cg01619490,0.03,0.0787,0.703,,,
cg17170190,0.01,0.0551,0.856,,,
cg26011692,0.12,0.0763,0.116,,,
cg25527494,0.02,0.0836,0.811,,,
cg15504662,0.15,0.0721,0.0376,,,
cg18454685,0.13,0.0571,0.0228,,,
cg07147863,0.07,0.0778,0.368,,,
cg02823625,-0.03,0.2596,0.908,,,
cg14002714,0.03,0.0715,0.675,,,
cg02369024,0.06,0.042,0.153,,,
cg24892571,0.01,0.0261,0.702,,,
cg06980341,0.04,0.0582,0.492,,,
cg21442876,0.02,0.063,0.751,,,
cg05394800,-0.01,0.1772,0.955,,,
cg13897122,0.02,0.0841,0.812,,,
cg07643314,0.06,0.0579,0.3,,,
cg02849103,0.05,0.0612,0.414,,,
cg11860777,-0.06,0.053,0.258,,,
cg16426715,0.06,0.0425,0.158,,,
cg17240454,-0.06,0.0716,0.402,,,
cg13053653,0.03,0.0588,0.61,,,
ch.4.104561249F,-0.02,0.0693,0.773,,,
cg23119977,,,0.972,,,
cg06049367,-0.07,0.0823,0.395,,,
cg07059167,0.02,0.0666,0.764,,,
cg11696388,,,0.941,,,
cg02493644,0.06,0.0618,0.332,,,
cg25971741,-0.03,0.0582,0.606,,,
cg16121206,-0.12,0.1707,0.482,,,
cg04946387,-0.14,0.1973,0.478,,,
cg07862554,,,0.939,,,
cg27301231,0.02,0.077,0.795,,,
cg26222498,0.06,0.0572,0.294,,,
cg04986304,-0.04,0.0492,0.416,,,
cg06810011,0.01,0.1048,0.924,,,
cg06884262,0.05,0.0721,0.488,,,
cg12612213,0.1,0.0647,0.122,,,
cg02048317,-0.04,0.0918,0.663,,,
cg25463779,-0.01,0.078,0.898,,,
cg00378730,0.04,0.0573,0.485,,,
cg13357821,-0.11,0.048,0.022,,,
cg04641165,0.02,0.0655,0.76,,,
cg03490881,0.11,0.0543,0.0428,,,
cg06214983,0.08,0.0588,0.174,,,
cg13556548,0.09,0.0608,0.139,,,
cg19752565,,,0.938,,,
cg25760416,0.01,0.0926,0.914,,,
cg25226092,0.01,0.0971,0.918,,,
cg16196384,0.07,0.0593,0.238,,,
cg09929564,0.19,0.0867,0.0285,,,
cg21509457,-0.01,0.1329,0.94,,,
cg27431596,0.05,0.0616,0.417,,,
cg02697721,-0.12,0.0945,0.204,,,
cg22795239,0.01,0.1062,0.925,,,
cg16403344,0.07,0.0657,0.287,,,
cg14510947,0.09,0.0641,0.16,,,
cg05624577,-0.23,0.2098,0.273,,,
cg07058988,0.02,0.0566,0.724,,,
cg23637124,0.16,0.0607,0.00842,,,
cg10105110,0.02,0.0766,0.794,,,
cg15674514,-0.18,0.084,0.0321,,,
cg19750824,-0.8,0.6022,0.184,,,
cg25189764,0.01,0.0668,0.881,,,
cg11233468,-0.05,0.0524,0.34,,,
cg13716760,0.01,0.0865,0.908,,,
cg26655764,-0.02,0.0623,0.748,,,
cg09681360,0.09,0.0734,0.22,,,
cg15297799,0.02,0.0827,0.809,,,
cg10210510,,,0.962,,,
cg15474407,0.07,0.076,0.357,,,
cg16047663,-0.08,0.0648,0.217,,,
cg05137466,0.15,0.0834,0.0721,,,
cg02478369,0.06,0.0649,0.355,,,
cg07523741,-0.09,0.1047,0.39,,,
cg23261846,0.02,0.0636,0.753,,,
cg09676630,0.02,0.0456,0.661,,,
cg22285621,0.02,0.0823,0.808,,,
cg26330076,-0.11,0.0802,0.17,,,
cg10991454,-0.03,0.0383,0.434,,,
cg05155965,0.07,0.0556,0.208,,,
cg24863642,0.1,0.0824,0.225,,,
cg24870483,-0.01,0.0518,0.847,,,
cg26965718,0.12,0.0755,0.112,,,
cg03655389,-0.02,0.0579,0.73,,,
cg21169267,-0.01,0.1062,0.925,,,
cg05940691,0.07,0.0627,0.264,,,
cg24354818,0.57,0.2368,0.0161,,,
cg21610090,,,0.992,,,
cg01501009,0.01,0.0508,0.844,,,
cg00451102,-0.08,0.0669,0.232,,,
cg24158553,-0.03,0.0653,0.646,,,
cg10929866,-0.02,0.1831,0.913,,,
cg12354377,-0.07,0.0801,0.382,,,
cg22175345,-0.05,0.1026,0.626,,,
cg07830254,-0.14,0.0616,0.0231,,,
cg16379910,0.08,0.0679,0.239,,,
cg02342415,0.07,0.1091,0.521,,,
cg00976381,0.11,0.0911,0.227,,,
cg02348830,0.06,0.0581,0.302,,,
cg07592519,0.08,0.0644,0.214,,,
cg16453617,-0.02,0.0438,0.648,,,
cg19547200,-0.02,0.0774,0.796,,,
cg19307180,-0.09,0.0774,0.245,,,
cg07296387,-0.14,0.0968,0.148,,,
cg26530061,0.12,0.0675,0.0756,,,
cg08744727,-0.01,0.0895,0.911,,,
cg12083893,,,0.976,,,
cg00965154,-0.01,0.0856,0.907,,,
cg12072690,-0.06,0.0728,0.41,,,
cg08490349,0.03,0.0464,0.518,,,
cg16912910,0.01,0.075,0.894,,,
cg02082252,0.06,0.0616,0.33,,,
cg23806084,0.04,0.0451,0.375,,,
cg12084011,0.03,0.0588,0.61,,,
cg20802509,-0.02,0.0487,0.681,,,
cg15513163,0.18,0.0733,0.014,,,
cg06624525,-0.06,0.0546,0.272,,,
cg08615818,-0.01,0.1734,0.954,,,
cg08166750,-0.05,0.0683,0.464,,,
cg09962824,0.02,0.0338,0.554,,,
cg05908587,0.02,0.062,0.747,,,
cg10706989,0.12,0.0668,0.0726,,,
cg12613382,0.01,0.046,0.828,,,
cg23947450,-0.03,0.0697,0.667,,,
cg05055326,,,0.953,,,
cg26990023,0.02,0.0802,0.803,,,
cg14526039,0.01,0.0772,0.897,,,
cg21495568,-0.03,0.0691,0.664,,,
cg01707127,,,0.956,,,
cg12934466,-0.02,0.0615,0.745,,,
cg23155333,-0.09,0.0504,0.0741,,,
cg03914237,0.07,0.0717,0.329,,,
cg08180572,0.04,0.1017,0.694,,,
cg12384932,-0.01,0.1138,0.93,,,
cg07008591,0.01,0.0636,0.875,,,
cg07818422,-0.02,0.0612,0.744,,,
cg26272907,0.17,0.1181,0.15,,,
cg16041798,0.12,0.0782,0.125,,,
cg05946856,0.1,0.1144,0.382,,,
cg07042546,-0.05,0.0527,0.343,,,
cg03955354,0.08,0.0621,0.198,,,
cg03904876,0.08,0.0548,0.144,,,
ch.7.109930408F,-0.04,0.1215,0.742,,,
cg05341199,0.05,0.071,0.481,,,
cg02286715,0.04,0.056,0.475,,,
cg00791851,,,0.995,,,
cg08198265,0.01,0.0636,0.875,,,
cg19850333,0.04,0.0505,0.428,,,
cg00049047,0.06,0.0621,0.334,,,
cg25588480,-0.05,0.0711,0.482,,,
cg18132007,0.11,0.0503,0.0286,,,
cg16364152,-0.01,0.0458,0.827,,,
cg14794023,0.1,0.064,0.118,,,
cg21678813,0.13,0.0586,0.0264,,,
cg23319696,0.09,0.0955,0.346,,,
cg06935052,-0.04,0.0559,0.474,,,
cg19254118,-0.01,0.1077,0.926,,,
cg19724043,0.02,0.06,0.739,,,
cg27640763,0.17,0.0968,0.0792,,,
cg00217795,-0.03,0.0655,0.647,,,
cg09568216,-0.04,0.0527,0.448,,,
cg12523924,0.13,0.0613,0.0339,,,
cg12241963,0.02,0.0874,0.819,,,
cg16275882,0.13,0.0544,0.0169,,,
cg16703934,-0.07,0.0636,0.271,,,
cg08622675,0.02,0.0593,0.736,,,
cg07990873,-0.03,0.059,0.611,,,
cg02816732,-0.12,0.0757,0.113,,,
cg02333281,-0.06,0.1123,0.593,,,
cg26581228,-0.03,0.0465,0.519,,,
cg05310249,-0.02,0.0589,0.734,,,
cg02487202,-0.04,0.0477,0.402,,,
cg06896857,0.04,0.0559,0.474,,,
cg00079219,0.08,0.0628,0.203,,,
cg08391419,0.01,0.0926,0.914,,,
cg05819837,0.07,0.0404,0.0829,,,
cg09187936,-0.02,0.0638,0.754,,,
cg04406115,-0.02,0.0921,0.828,,,
cg11175091,-0.02,0.1037,0.847,,,
cg15266969,0.07,0.0574,0.223,,,
cg00704664,1.21,0.605,0.0455,,,
cg00269725,-0.03,0.0873,0.731,,,
cg20918219,0.06,0.0422,0.155,,,
cg08557393,-0.06,0.0617,0.331,,,
cg25338036,-0.02,0.0507,0.693,,,
cg03131730,0.06,0.0469,0.201,,,
cg05129295,0.02,0.074,0.787,,,
cg01592801,-0.14,0.123,0.255,,,
cg10130718,0.08,0.2076,0.7,,,
cg03897139,0.03,0.0502,0.55,,,
cg05965745,-0.05,0.1385,0.718,,,
cg13205528,-0.03,0.1026,0.77,,,
cg10221365,0.06,0.0894,0.502,,,
cg02493798,0.19,0.2824,0.501,,,
cg12401679,0.01,0.0865,0.908,,,
cg17943647,0.05,0.0748,0.504,,,
