"cpg","beta","se","p","i2","p_het","details"
"cg25069807",4.41937,0.08586,6.17e-67,NA,NA,NA
"cg06410591",-4.4314,0.08613,6.37e-67,NA,NA,NA
"cg04847043",-2.95684,0.0575,6.67e-67,NA,NA,NA
"cg18556834",-4.31158,0.08393,7.29e-67,NA,NA,NA
"cg02134790",-2.92672,0.05714,9.28e-67,NA,NA,NA
"cg20359042",3.80214,0.07446,1.21e-66,NA,NA,NA
"cg23709902",-3.23202,0.06332,1.25e-66,NA,NA,NA
"cg08786207",2.63859,0.05175,1.36e-66,NA,NA,NA
"cg08076924",3.11954,0.06118,1.36e-66,NA,NA,NA
"cg14371731",-4.35187,0.0854,1.44e-66,NA,NA,NA
"cg17301223",-3.55042,0.06978,1.64e-66,NA,NA,NA
"cg21159778",-3.96502,0.07797,1.71e-66,NA,NA,NA
"cg20090283",-4.40244,0.08658,1.72e-66,NA,NA,NA
"cg14652203",-3.12781,0.06153,1.76e-66,NA,NA,NA
"cg00957598",-2.60762,0.05129,1.75e-66,NA,NA,NA
"cg19805160",-3.18388,0.06268,1.87e-66,NA,NA,NA
"cg05249026",4.2804,0.08449,2.34e-66,NA,NA,NA
"cg04026747",-3.26175,0.06441,2.43e-66,NA,NA,NA
"cg13413384",3.23997,0.064,2.49e-66,NA,NA,NA
"cg25456144",-3.37128,0.06665,2.69e-66,NA,NA,NA
"cg13265572",-3.07503,0.06081,2.75e-66,NA,NA,NA
"cg08923054",-3.34419,0.06618,2.92e-66,NA,NA,NA
"cg25544164",3.52505,0.06977,2.94e-66,NA,NA,NA
"cg02837456",-2.91422,0.05772,3.14e-66,NA,NA,NA
"cg22286978",-4.34257,0.08615,3.58e-66,NA,NA,NA
"cg14052962",-3.22475,0.06405,3.96e-66,NA,NA,NA
"cg26537639",-4.27959,0.08503,4.08e-66,NA,NA,NA
"cg25185536",-3.21721,0.06402,4.66e-66,NA,NA,NA
"cg16908770",-3.24379,0.06457,4.78e-66,NA,NA,NA
"cg09332784",-2.77552,0.05527,4.9e-66,NA,NA,NA
"cg13674411",-3.21936,0.06415,5.22e-66,NA,NA,NA
"cg02036387",3.08071,0.06142,5.4e-66,NA,NA,NA
"cg07205791",-3.00612,0.05997,5.7e-66,NA,NA,NA
"cg05325785",-3.05079,0.06086,5.72e-66,NA,NA,NA
"cg18235734",-4.07216,0.08127,5.94e-66,NA,NA,NA
"cg05753046",3.34879,0.06683,5.91e-66,NA,NA,NA
"cg10433549",-2.94737,0.05892,6.81e-66,NA,NA,NA
"cg05294455",-3.51205,0.07032,7.83e-66,NA,NA,NA
"cg15626350",-4.1804,0.08379,8.55e-66,NA,NA,NA
"cg18380808",-3.43592,0.06893,9.19e-66,NA,NA,NA
"cg09981884",3.10659,0.06236,9.7e-66,NA,NA,NA
"cg10597661",-2.41618,0.04852,1e-65,NA,NA,NA
"cg24368383",-4.37589,0.08794,1.06e-65,NA,NA,NA
"cg23484599",-3.16077,0.06358,1.14e-65,NA,NA,NA
"cg22609785",-3.52256,0.07095,1.28e-65,NA,NA,NA
"cg00994323",-3.02538,0.06098,1.37e-65,NA,NA,NA
"cg19196414",-2.89392,0.05834,1.39e-65,NA,NA,NA
"cg12247222",-4.16091,0.08391,1.42e-65,NA,NA,NA
"cg00533827",2.83571,0.05721,1.48e-65,NA,NA,NA
"cg22843803",5.29295,0.10711,1.9e-65,NA,NA,NA
"cg09976893",-2.95015,0.0597,1.92e-65,NA,NA,NA
"cg15468521",-3.65547,0.07423,2.54e-65,NA,NA,NA
"cg24576940",-4.08145,0.08292,2.65e-65,NA,NA,NA
"cg12679261",-2.80517,0.05704,2.87e-65,NA,NA,NA
"cg01894038",3.95802,0.08054,3.03e-65,NA,NA,NA
"cg18536123",4.49742,0.09153,3.08e-65,NA,NA,NA
"cg18019132",4.07127,0.08294,3.32e-65,NA,NA,NA
"cg19241468",2.86725,0.05845,3.52e-65,NA,NA,NA
"cg22877452",-3.83511,0.07823,3.71e-65,NA,NA,NA
"cg23307203",-4.03793,0.08237,3.73e-65,NA,NA,NA
"cg01323777",-6.26062,0.12774,3.81e-65,NA,NA,NA
"cg03661164",-3.19826,0.06529,3.95e-65,NA,NA,NA
"cg10196412",-3.04079,0.0621,4.1e-65,NA,NA,NA
"cg02315626",-2.86654,0.05858,4.35e-65,NA,NA,NA
"cg07648215",-3.19119,0.06523,4.45e-65,NA,NA,NA
"cg07050712",-3.01166,0.06157,4.52e-65,NA,NA,NA
"cg22402261",2.96855,0.0608,5.23e-65,NA,NA,NA
"cg19770906",-3.1233,0.06399,5.37e-65,NA,NA,NA
"cg01445163",3.16745,0.06491,5.52e-65,NA,NA,NA
"cg02765363",3.32079,0.06809,5.76e-65,NA,NA,NA
"cg26058474",-4.12409,0.08477,7.06e-65,NA,NA,NA
"cg25587091",3.22967,0.0664,7.23e-65,NA,NA,NA
"cg07576409",-4.28042,0.08808,7.75e-65,NA,NA,NA
"cg15597480",-2.8819,0.05931,7.84e-65,NA,NA,NA
"cg09846625",-3.35963,0.06918,8.24e-65,NA,NA,NA
"cg10107330",-3.07039,0.06323,8.24e-65,NA,NA,NA
"cg13483984",-3.11947,0.06427,8.59e-65,NA,NA,NA
"cg26865494",-2.92097,0.06031,1.03e-64,NA,NA,NA
"cg05152432",4.04034,0.08351,1.13e-64,NA,NA,NA
"cg19853333",-3.75789,0.07768,1.14e-64,NA,NA,NA
"cg25556035",-4.07022,0.08451,1.65e-64,NA,NA,NA
"cg01464484",-2.81311,0.05847,1.79e-64,NA,NA,NA
"cg05212460",-2.20391,0.04584,1.91e-64,NA,NA,NA
"cg21441211",-3.05745,0.06362,1.98e-64,NA,NA,NA
"cg04160501",3.17096,0.06604,2.13e-64,NA,NA,NA
"cg19071507",-2.62867,0.05477,2.22e-64,NA,NA,NA
"cg04643690",-4.53176,0.09451,2.39e-64,NA,NA,NA
"cg02228675",-3.899,0.0814,2.61e-64,NA,NA,NA
"cg25891078",-3.12882,0.06541,2.94e-64,NA,NA,NA
"cg25135457",3.97158,0.08304,2.96e-64,NA,NA,NA
"cg08530859",2.49241,0.05219,3.35e-64,NA,NA,NA
"cg09113483",-4.25679,0.08916,3.41e-64,NA,NA,NA
"cg24143196",-3.06824,0.06433,3.71e-64,NA,NA,NA
"cg03901660",-3.57969,0.07507,3.81e-64,NA,NA,NA
"cg26337010",2.88687,0.06055,3.85e-64,NA,NA,NA
"cg11197101",-3.65602,0.07672,4e-64,NA,NA,NA
"cg05123974",-2.98143,0.0626,4.19e-64,NA,NA,NA
"cg17611235",-3.94332,0.0828,4.23e-64,NA,NA,NA
"cg03526652",-2.55942,0.05376,4.35e-64,NA,NA,NA
"cg00168118",3.25152,0.06831,4.43e-64,NA,NA,NA
"cg08041350",-3.59829,0.07565,4.66e-64,NA,NA,NA
"cg16336752",-4.07621,0.0857,4.69e-64,NA,NA,NA
"cg07604565",-3.15083,0.06629,4.98e-64,NA,NA,NA
"cg03602233",2.86933,0.06046,5.62e-64,NA,NA,NA
"cg16499416",-2.23907,0.04722,6.11e-64,NA,NA,NA
"cg08446824",3.37808,0.07129,6.43e-64,NA,NA,NA
"cg10238917",-2.92092,0.06166,6.57e-64,NA,NA,NA
"cg18554116",-2.81681,0.05957,7.72e-64,NA,NA,NA
"cg14430629",-2.44467,0.05172,7.91e-64,NA,NA,NA
"cg24577594",3.11578,0.06596,8.39e-64,NA,NA,NA
"cg07974891",-2.72334,0.05769,8.82e-64,NA,NA,NA
"cg08150742",-2.4231,0.05135,9.07e-64,NA,NA,NA
"cg16658191",-3.04844,0.06466,9.87e-64,NA,NA,NA
"cg18888655",-4.66244,0.09892,1.01e-63,NA,NA,NA
"cg06576150",3.39085,0.0721,1.21e-63,NA,NA,NA
"cg17152436",4.23686,0.09029,1.46e-63,NA,NA,NA
"cg15866047",-3.14513,0.06704,1.49e-63,NA,NA,NA
"cg17107017",-3.12662,0.06666,1.51e-63,NA,NA,NA
"cg11987455",-2.98095,0.06356,1.52e-63,NA,NA,NA
"cg20223206",-3.06501,0.0654,1.63e-63,NA,NA,NA
"cg22300619",3.06734,0.06548,1.68e-63,NA,NA,NA
"cg09753632",-2.79863,0.0598,1.82e-63,NA,NA,NA
"cg21972063",-2.58034,0.05519,1.98e-63,NA,NA,NA
"cg08214518",-3.54728,0.07593,2.12e-63,NA,NA,NA
"cg14375747",-4.08299,0.08747,2.26e-63,NA,NA,NA
"cg09275783",-2.94698,0.0632,2.49e-63,NA,NA,NA
"cg11365617",-3.87407,0.08311,2.56e-63,NA,NA,NA
"cg00232535",-2.56473,0.05502,2.56e-63,NA,NA,NA
"cg17214023",3.07932,0.06606,2.56e-63,NA,NA,NA
"cg14122138",-3.89787,0.08365,2.62e-63,NA,NA,NA
"cg02295856",-2.40349,0.05159,2.67e-63,NA,NA,NA
"cg26735071",-3.09325,0.06642,2.75e-63,NA,NA,NA
"cg10802414",-2.66888,0.05733,2.83e-63,NA,NA,NA
"cg05686445",-2.79645,0.06007,2.86e-63,NA,NA,NA
"cg08621843",-3.35177,0.07213,3.3e-63,NA,NA,NA
"cg06733215",-2.67149,0.05751,3.4e-63,NA,NA,NA
"cg00503383",-3.88914,0.08379,3.64e-63,NA,NA,NA
"cg00068153",-2.54133,0.05478,3.78e-63,NA,NA,NA
"cg19223129",3.65049,0.0787,3.86e-63,NA,NA,NA
"cg02073525",-2.38294,0.05142,4.17e-63,NA,NA,NA
"cg09377531",-2.75368,0.05948,4.53e-63,NA,NA,NA
"cg25196715",-2.93327,0.0634,4.75e-63,NA,NA,NA
"cg11896104",-3.20892,0.06936,4.78e-63,NA,NA,NA
"cg10345404",-2.59631,0.05616,5.08e-63,NA,NA,NA
"cg21414595",-2.5768,0.05575,5.21e-63,NA,NA,NA
"cg26256223",-4.20034,0.09108,6.26e-63,NA,NA,NA
"cg20962974",-2.54585,0.05521,6.31e-63,NA,NA,NA
"cg08832220",-4.02346,0.08728,6.46e-63,NA,NA,NA
"cg02831727",-3.31243,0.07188,6.63e-63,NA,NA,NA
"cg04083553",-2.41626,0.05247,7.06e-63,NA,NA,NA
"cg05373256",-2.92303,0.06351,7.39e-63,NA,NA,NA
"cg03361085",2.83755,0.06165,7.37e-63,NA,NA,NA
"cg26233832",-3.26353,0.07094,7.62e-63,NA,NA,NA
"cg08945443",-2.91296,0.06344,8.93e-63,NA,NA,NA
"cg00672333",-4.84689,0.10562,9.4e-63,NA,NA,NA
"cg25973354",3.60767,0.07903,1.46e-62,NA,NA,NA
"cg08435683",4.20064,0.09205,1.51e-62,NA,NA,NA
"cg08223760",-3.20794,0.07033,1.57e-62,NA,NA,NA
"cg12614529",-3.01459,0.0661,1.59e-62,NA,NA,NA
"cg17295878",-3.68276,0.08084,1.73e-62,NA,NA,NA
"cg05315276",-3.38817,0.07437,1.73e-62,NA,NA,NA
"cg20724184",-2.55089,0.05601,1.78e-62,NA,NA,NA
"cg19586199",-3.80995,0.08368,1.82e-62,NA,NA,NA
"cg10040131",-2.71662,0.0597,1.9e-62,NA,NA,NA
"cg21545720",3.5669,0.07842,1.98e-62,NA,NA,NA
"cg04963153",-3.12626,0.06877,2.08e-62,NA,NA,NA
"cg02579136",-3.77247,0.083,2.1e-62,NA,NA,NA
"cg26159832",-3.2856,0.07233,2.2e-62,NA,NA,NA
"cg25854298",-3.21196,0.07071,2.21e-62,NA,NA,NA
"cg06818435",-2.18741,0.04817,2.28e-62,NA,NA,NA
"cg11020638",-2.5241,0.05567,2.57e-62,NA,NA,NA
"cg03445653",-2.80979,0.06197,2.58e-62,NA,NA,NA
"cg06076794",3.18565,0.07028,2.63e-62,NA,NA,NA
"cg27059598",-2.89354,0.06384,2.66e-62,NA,NA,NA
"cg02036826",-2.18469,0.0482,2.66e-62,NA,NA,NA
"cg26703511",3.70494,0.08179,2.78e-62,NA,NA,NA
"cg25786273",3.0078,0.06641,2.84e-62,NA,NA,NA
"cg04747007",3.17818,0.07023,3.04e-62,NA,NA,NA
"cg07338658",-2.91717,0.06447,3.07e-62,NA,NA,NA
"cg18147098",-3.41683,0.07555,3.18e-62,NA,NA,NA
"cg13928485",-3.93439,0.08701,3.24e-62,NA,NA,NA
"cg01156249",3.48644,0.07712,3.28e-62,NA,NA,NA
"cg26023051",-2.83034,0.06261,3.32e-62,NA,NA,NA
"cg12629515",-3.86934,0.08567,3.57e-62,NA,NA,NA
"cg06262069",-2.86703,0.0635,3.67e-62,NA,NA,NA
"cg19388016",-4.1187,0.09124,3.72e-62,NA,NA,NA
"cg03128860",-2.82009,0.06253,4.04e-62,NA,NA,NA
"cg13696605",-2.37891,0.05275,4.06e-62,NA,NA,NA
"cg10818566",3.68329,0.08172,4.24e-62,NA,NA,NA
"cg07359183",-2.30248,0.05109,4.25e-62,NA,NA,NA
"cg19899008",-2.64095,0.0586,4.28e-62,NA,NA,NA
"cg00819310",-3.1441,0.06979,4.38e-62,NA,NA,NA
"cg00061031",-3.13662,0.06964,4.47e-62,NA,NA,NA
"cg20375836",2.78673,0.06187,4.51e-62,NA,NA,NA
"cg05698020",-3.0809,0.06848,4.93e-62,NA,NA,NA
"cg15087455",-2.86456,0.06368,4.97e-62,NA,NA,NA
"cg06906087",2.92263,0.06505,5.54e-62,NA,NA,NA
"cg06112654",3.24722,0.07235,6.02e-62,NA,NA,NA
"cg25599242",3.12854,0.06974,6.28e-62,NA,NA,NA
"cg13792581",-2.9333,0.0654,6.34e-62,NA,NA,NA
"cg02566978",2.71109,0.06044,6.37e-62,NA,NA,NA
"cg14040931",3.72034,0.08295,6.41e-62,NA,NA,NA
"cg00953201",-3.73956,0.08339,6.46e-62,NA,NA,NA
"cg03611307",-2.24378,0.05007,6.9e-62,NA,NA,NA
"cg16768376",-2.79115,0.0623,6.98e-62,NA,NA,NA
"cg12577010",3.52104,0.07865,7.46e-62,NA,NA,NA
"cg13808848",-2.57409,0.05751,7.57e-62,NA,NA,NA
"cg22363327",-3.31957,0.07421,7.95e-62,NA,NA,NA
"cg26495393",3.41529,0.07635,7.99e-62,NA,NA,NA
"cg04988729",3.02031,0.06753,8.04e-62,NA,NA,NA
"cg08173959",2.97006,0.06643,8.26e-62,NA,NA,NA
"cg18749563",-3.84977,0.08612,8.39e-62,NA,NA,NA
"cg06489037",4.00227,0.08954,8.47e-62,NA,NA,NA
"cg09978533",4.10321,0.09183,8.73e-62,NA,NA,NA
"cg03241897",-2.28781,0.05126,9.59e-62,NA,NA,NA
"cg05670717",3.04791,0.06829,9.61e-62,NA,NA,NA
"cg20061971",-2.8714,0.06437,1e-61,NA,NA,NA
"cg10037494",-4.25597,0.09545,1.04e-61,NA,NA,NA
"cg24677093",-3.27099,0.0734,1.09e-61,NA,NA,NA
"cg23873406",-2.69265,0.06045,1.14e-61,NA,NA,NA
"cg15645660",-4.30838,0.0968,1.21e-61,NA,NA,NA
"cg08266839",-2.8284,0.06355,1.21e-61,NA,NA,NA
"cg09805692",-2.358,0.053,1.24e-61,NA,NA,NA
"cg05603908",-2.59608,0.05838,1.3e-61,NA,NA,NA
"cg00689225",5.12333,0.11523,1.32e-61,NA,NA,NA
"cg17509956",-2.83498,0.06378,1.35e-61,NA,NA,NA
"cg11824945",-2.38825,0.05375,1.4e-61,NA,NA,NA
"cg20876852",-2.63285,0.05927,1.43e-61,NA,NA,NA
"cg19567193",-2.97871,0.06713,1.56e-61,NA,NA,NA
"cg11949335",-3.40818,0.07683,1.6e-61,NA,NA,NA
"cg01205935",-3.50144,0.07899,1.69e-61,NA,NA,NA
"cg02715629",-3.04981,0.06882,1.73e-61,NA,NA,NA
"cg06633463",-2.73539,0.06175,1.79e-61,NA,NA,NA
"cg20715953",-3.87727,0.08755,1.84e-61,NA,NA,NA
"cg07670266",2.4964,0.0564,1.92e-61,NA,NA,NA
"cg19618279",3.46005,0.07821,2e-61,NA,NA,NA
"cg11433608",-2.36651,0.05351,2.06e-61,NA,NA,NA
"cg14041462",3.35364,0.07583,2.06e-61,NA,NA,NA
"cg23473081",2.76631,0.06261,2.22e-61,NA,NA,NA
"cg09762120",-2.69886,0.06109,2.24e-61,NA,NA,NA
"cg18328933",3.7647,0.08525,2.34e-61,NA,NA,NA
"cg26344747",2.88922,0.0655,2.55e-61,NA,NA,NA
"cg26639479",3.99626,0.0906,2.56e-61,NA,NA,NA
"cg21581415",3.05441,0.06926,2.61e-61,NA,NA,NA
"cg25368824",-2.82701,0.06413,2.69e-61,NA,NA,NA
"cg03485667",3.13825,0.0712,2.72e-61,NA,NA,NA
"cg12077754",-3.1838,0.07225,2.79e-61,NA,NA,NA
"cg26103104",-3.03357,0.06891,3.03e-61,NA,NA,NA
"cg07232003",-3.11447,0.07083,3.33e-61,NA,NA,NA
"cg23135908",-2.27787,0.05182,3.44e-61,NA,NA,NA
"cg00589550",-2.39654,0.05457,3.68e-61,NA,NA,NA
"cg11665583",-2.19794,0.0501,4e-61,NA,NA,NA
"cg27104413",-2.78992,0.0636,4.06e-61,NA,NA,NA
"cg15930380",4.44569,0.10135,4.08e-61,NA,NA,NA
"cg01824466",3.8655,0.08814,4.12e-61,NA,NA,NA
"cg07600374",-2.26306,0.05162,4.24e-61,NA,NA,NA
"cg25806370",3.22866,0.07364,4.26e-61,NA,NA,NA
"cg11344997",-3.91805,0.08946,4.63e-61,NA,NA,NA
"cg00982136",4.4306,0.10122,4.88e-61,NA,NA,NA
"cg12513901",-2.7669,0.06331,5.51e-61,NA,NA,NA
"cg24688636",-2.96383,0.06783,5.62e-61,NA,NA,NA
"cg11142013",-2.10665,0.04824,5.91e-61,NA,NA,NA
"cg01940297",-2.9071,0.06658,5.98e-61,NA,NA,NA
"cg15557459",-2.85679,0.06543,6e-61,NA,NA,NA
"cg15527674",-2.88294,0.06616,7.03e-61,NA,NA,NA
"cg04145264",2.84413,0.06529,7.24e-61,NA,NA,NA
"cg00460983",4.39967,0.10108,7.75e-61,NA,NA,NA
"cg15672437",-3.66278,0.08424,8.43e-61,NA,NA,NA
"cg10929873",-3.05541,0.07027,8.51e-61,NA,NA,NA
"cg07963705",-2.97051,0.06833,8.55e-61,NA,NA,NA
"cg18805734",-2.46126,0.05662,8.59e-61,NA,NA,NA
"cg13407335",-5.29799,0.12192,8.89e-61,NA,NA,NA
"cg24787238",-2.80695,0.0646,8.95e-61,NA,NA,NA
"cg19700658",-2.11541,0.04873,9.71e-61,NA,NA,NA
"cg23188579",2.65355,0.06118,1.04e-60,NA,NA,NA
"cg09233791",-2.84918,0.0657,1.06e-60,NA,NA,NA
"cg07915117",-3.02553,0.06982,1.13e-60,NA,NA,NA
"cg08809408",-3.30297,0.07626,1.17e-60,NA,NA,NA
"cg16425038",-4.40263,0.10167,1.19e-60,NA,NA,NA
"cg15915658",3.66216,0.08457,1.19e-60,NA,NA,NA
"cg15393490",3.87486,0.08949,1.2e-60,NA,NA,NA
"cg23075506",-3.58211,0.08281,1.3e-60,NA,NA,NA
"cg02285263",-4.25537,0.09848,1.43e-60,NA,NA,NA
"cg01589629",2.60148,0.06024,1.49e-60,NA,NA,NA
"cg21904074",-2.98485,0.06914,1.54e-60,NA,NA,NA
"cg20361429",3.91377,0.09071,1.61e-60,NA,NA,NA
"cg21201294",2.86726,0.06648,1.65e-60,NA,NA,NA
"cg01441865",-3.02095,0.07013,1.85e-60,NA,NA,NA
"cg15952725",-3.00573,0.06978,1.85e-60,NA,NA,NA
"cg13075537",3.512,0.08154,1.87e-60,NA,NA,NA
"cg10665321",-3.58896,0.08333,1.88e-60,NA,NA,NA
"cg26136776",-2.86255,0.0665,1.95e-60,NA,NA,NA
"cg04833853",-3.30357,0.07675,1.96e-60,NA,NA,NA
"cg15617609",3.67671,0.08549,2.1e-60,NA,NA,NA
"cg20226253",-2.86867,0.06671,2.12e-60,NA,NA,NA
"cg26751588",3.76498,0.08757,2.17e-60,NA,NA,NA
"cg06860460",3.3472,0.07787,2.19e-60,NA,NA,NA
"cg15005441",-3.1816,0.07402,2.21e-60,NA,NA,NA
"cg02806802",-3.09259,0.07198,2.29e-60,NA,NA,NA
"cg15138339",4.03522,0.09392,2.29e-60,NA,NA,NA
"cg21009747",4.56581,0.10628,2.3e-60,NA,NA,NA
