"cpg","beta","se","p","i2","p_het","details"
"cg06782035",-0.041603733,0.0825,0.614,"","",""
"cg06875162",0.102336998,0.0397,0.00988,"","",""
"cg06906555",0.106166658,0.0479,0.0267,"","",""
"cg06916446",0.020617742,0.081,0.799,"","",""
"cg06959103",0.010753356,0.0597,0.857,"","",""
"cg06991495",0.066115626,0.0534,0.216,"","",""
"cg06993413",0.022178466,0.0576,0.7,"","",""
"cg07029777",-0.192017036,0.071,0.00681,"","",""
"cg07037509",-0.168145999,0.0597,0.00488,"","",""
"cg07056299",0.019747343,0.0409,0.629,"","",""
"cg07066898",0.085056402,0.0615,0.167,"","",""
"cg07131451",0.01623838,0.0525,0.757,"","",""
"cg07150145",0.031695908,0.0335,0.344,"","",""
"cg07247419",0.064978407,0.0388,0.0936,"","",""
"cg07303143",-0.080758349,0.0771,0.295,"","",""
"cg07388347",0.027127046,0.1019,0.79,"","",""
"cg07409643",-0.026118101,0.0565,0.644,"","",""
"cg07413480",-0.131738935,0.0752,0.0799,"","",""
"cg07477282",-0.038333183,0.0646,0.553,"","",""
"cg07502389",0.092673167,0.0547,0.09,"","",""
"cg07544187",-0.030296704,0.1339,0.821,"","",""
"cg07547549",0.030987879,0.0425,0.466,"","",""
"cg07551364",0.111663403,0.0429,0.00932,"","",""
"cg07553761",0.006131738,0.0452,0.892,"","",""
"cg07570470",-0.011893747,0.071,0.867,"","",""
"cg07572214",-0.408663604,0.0901,5.81e-06,"","",""
"cg07589899",-0.006658369,0.0434,0.878,"","",""
"cg07640648",-0.062427578,0.0808,0.44,"","",""
"cg07687610",-0.012247414,0.0603,0.839,"","",""
"cg07726139",-0.144842592,0.0858,0.0915,"","",""
"cg07760161",-0.016230526,0.0314,0.605,"","",""
"cg07762458",-0.181610464,0.0941,0.0535,"","",""
"cg07806886",-0.044159828,0.0964,0.647,"","",""
"cg07850154",0.018750182,0.0414,0.651,"","",""
"cg07850604",0.145415582,0.0678,0.032,"","",""
"cg07873590",0.001706087,0.0756,0.982,"","",""
"cg07925311",-0.020707838,0.0329,0.529,"","",""
"cg07995893",-0.036357566,0.0406,0.37,"","",""
"cg08014182",-0.2434899,0.0676,0.000315,"","",""
"cg08056069",0.020138796,0.0402,0.616,"","",""
"cg08061755",-0.004930308,0.0297,0.868,"","",""
"cg08080174",-0.092443662,0.0508,0.0687,"","",""
"cg08081390",-0.0187353,0.038,0.622,"","",""
"cg08097417",0.129346351,0.0463,0.00525,"","",""
"cg08097614",-0.005068048,0.0538,0.925,"","",""
"cg08160331",0.001098159,0.0365,0.976,"","",""
"cg08209133",0.061413834,0.0494,0.214,"","",""
"cg08224212",-0.112974466,0.0647,0.0808,"","",""
"cg08229360",0.053279697,0.0396,0.179,"","",""
"cg08255481",-0.13070101,0.0612,0.0328,"","",""
"cg08278892",-0.031636154,0.0636,0.619,"","",""
"cg08301211",0.029379271,0.0926,0.751,"","",""
"cg08318076",0.024710994,0.0593,0.677,"","",""
"cg08357125",0.129089035,0.0469,0.00592,"","",""
"cg08482682",-0.049947915,0.0275,0.0693,"","",""
"cg08495027",-0.026515373,0.0369,0.473,"","",""
"cg08526825",-0.079405687,0.0558,0.155,"","",""
"cg08541518",0.014846904,0.0566,0.793,"","",""
"cg08565632",0.004436116,0.0643,0.945,"","",""
"cg08606497",0.088992451,0.0459,0.0527,"","",""
"cg08614301",-0.119345957,0.0634,0.0596,"","",""
"cg08622677",-0.00637907,0.0493,0.897,"","",""
"cg08623942",-0.020288575,0.0354,0.567,"","",""
"cg08680415",-0.034521986,0.0597,0.563,"","",""
"cg08682036",-0.087156509,0.0473,0.0655,"","",""
"cg08694014",-0.014670569,0.0374,0.695,"","",""
"cg08715791",-0.12321248,0.0621,0.0473,"","",""
"cg08776660",-0.138110098,0.05,0.00572,"","",""
"cg08781738",-0.074346491,0.0687,0.279,"","",""
"cg08785215",-0.034153492,0.0528,0.518,"","",""
"cg08862742",-0.08904359,0.0421,0.0345,"","",""
"cg08872742",0.009207288,0.0405,0.82,"","",""
"cg08900043",-0.049569198,0.0635,0.435,"","",""
"cg08903181",-0.204968745,0.0679,0.00255,"","",""
"cg08994384",0.104159373,0.0756,0.168,"","",""
"cg09012544",-0.12738364,0.0535,0.0173,"","",""
"cg09060789",0.127668417,0.0739,0.0839,"","",""
"cg09084885",-0.147372766,0.0497,0.00304,"","",""
"cg09110241",-0.117445921,0.0627,0.0611,"","",""
"cg09151801",-0.144325795,0.0496,0.00365,"","",""
"cg09190280",-6.34147e-05,0.0506,0.999,"","",""
"cg09226692",0.032298008,0.0403,0.423,"","",""
"cg09286183",-0.03384822,0.0262,0.197,"","",""
"cg09378441",-0.075188673,0.0535,0.16,"","",""
"cg09427311",-0.027435849,0.0369,0.457,"","",""
"cg09503974",0.016011848,0.0481,0.739,"","",""
"cg09524078",0.130659965,0.0476,0.00607,"","",""
"cg09545443",0.034292606,0.0784,0.662,"","",""
"cg09559780",0.115110812,0.046,0.0124,"","",""
"cg09593028",-0.021242089,0.0643,0.741,"","",""
"cg09644157",-0.019023849,0.0248,0.443,"","",""
"cg09661809",0.075549917,0.0386,0.0501,"","",""
"cg09723511",-0.026851707,0.068,0.693,"","",""
"cg09903452",0.063487067,0.0266,0.0168,"","",""
"cg09941452",-0.048361138,0.0591,0.413,"","",""
"cg09977376",0.058057682,0.047,0.217,"","",""
"cg10030512",-0.181629646,0.0604,0.00265,"","",""
"cg10039523",0.087220331,0.0473,0.0653,"","",""
"cg10045354",-0.012636898,0.0263,0.631,"","",""
"cg10046620",-0.042738455,0.0822,0.603,"","",""
"cg10102418",-0.004916246,0.0612,0.936,"","",""
"cg10140240",0.096676889,0.0785,0.218,"","",""
"cg10142237",0.096154688,0.0516,0.0626,"","",""
"cg10226744",-0.03500068,0.0529,0.508,"","",""
"cg10271260",-0.11160403,0.0459,0.0151,"","",""
"cg10324158",0.119991127,0.0524,0.0221,"","",""
"cg10359807",-0.120657899,0.0679,0.0754,"","",""
"cg10377921",0.075814658,0.0494,0.125,"","",""
"cg10414829",0.083911967,0.0352,0.0171,"","",""
"cg10451621",-0.159357504,0.0726,0.0281,"","",""
"cg10469100",-0.05528668,0.0614,0.368,"","",""
"cg10480239",0.213060344,0.0603,0.000408,"","",""
"cg10500283",-0.129825672,0.0848,0.126,"","",""
"cg10501210",0.041176642,0.0731,0.573,"","",""
"cg10506151",-0.020584107,0.0646,0.75,"","",""
"cg10516146",0.056157589,0.0249,0.0241,"","",""
"cg10523671",0.088910675,0.0356,0.0124,"","",""
"cg10548038",-0.104985443,0.0486,0.0307,"","",""
"cg10548492",-0.014653945,0.0626,0.815,"","",""
"cg10577534",0.02485694,0.0302,0.41,"","",""
"cg10598582",0.023591366,0.0325,0.468,"","",""
"cg10625705",0.04713528,0.0459,0.304,"","",""
"cg10627428",0.078238589,0.0384,0.0417,"","",""
"cg10628205",0.117003052,0.0722,0.105,"","",""
"cg10649156",0.016612514,0.0236,0.481,"","",""
"cg10661163",0.153021692,0.045,0.00067,"","",""
"cg10713515",0.062438753,0.0573,0.276,"","",""
"cg10729426",-0.076147067,0.079,0.335,"","",""
"cg10732215",0.004676416,0.0484,0.923,"","",""
"cg10806820",0.049225468,0.0546,0.367,"","",""
"cg10943458",0.052358718,0.0631,0.407,"","",""
"cg10947146",0.078156436,0.0726,0.282,"","",""
"cg10997540",-0.278574132,0.0824,0.000723,"","",""
"cg11035122",-0.00343093,0.0595,0.954,"","",""
"cg11071401",0.03178313,0.0422,0.451,"","",""
"cg11075316",-0.08261847,0.0592,0.163,"","",""
"cg11082362",-0.028224126,0.0383,0.461,"","",""
"cg11084334",0.059573595,0.0436,0.172,"","",""
"cg11123644",0.052405773,0.0425,0.218,"","",""
"cg11147278",0.144996581,0.0655,0.0269,"","",""
"cg11192895",-0.088082941,0.0628,0.161,"","",""
"cg11229185",0.014518818,0.0551,0.792,"","",""
"cg11299854",-0.10013428,0.0697,0.151,"","",""
"cg11549953",-0.07880636,0.1057,0.456,"","",""
"cg11614451",0.052199415,0.0622,0.401,"","",""
"cg11625933",0.059496772,0.0411,0.148,"","",""
"cg11658419",0.273985309,0.0822,0.000857,"","",""
"cg11667101",-0.148087375,0.1019,0.146,"","",""
"cg11705975",0.03232501,0.0525,0.538,"","",""
"cg11804928",0.144821806,0.0699,0.0384,"","",""
"cg11805311",0.154285682,0.0818,0.0593,"","",""
"cg11844042",-0.178665433,0.0782,0.0224,"","",""
"cg11847636",0.06497584,0.0523,0.214,"","",""
"cg11912239",0.053238429,0.0446,0.233,"","",""
"cg12027135",-0.105073797,0.0825,0.203,"","",""
"cg12029281",0.019655361,0.021,0.349,"","",""
"cg12055316",0.008167283,0.0283,0.773,"","",""
"cg12079303",0.09141714,0.0709,0.197,"","",""
"cg12094736",-0.154349216,0.0506,0.0023,"","",""
"cg12100751",-0.043311313,0.0884,0.624,"","",""
"cg12141030",-0.040838199,0.076,0.591,"","",""
"cg12141659",0.00898199,0.0462,0.846,"","",""
"cg12177793",0.064791747,0.1285,0.614,"","",""
"cg12204897",-0.0015958,0.1157,0.989,"","",""
"cg12261786",0.046099185,0.0369,0.211,"","",""
"cg12342451",-0.042825917,0.0803,0.594,"","",""
"cg12352399",-0.082747254,0.0634,0.192,"","",""
"cg12373771",0.094128314,0.0522,0.0714,"","",""
"cg12378187",0.103670831,0.0832,0.213,"","",""
"cg12459502",0.023258628,0.0371,0.531,"","",""
"cg12559031",0.020854571,0.0341,0.541,"","",""
"cg12589298",-0.069644159,0.0643,0.279,"","",""
"cg12663656",-0.164721861,0.0777,0.0341,"","",""
"cg12678562",0.009135583,0.0667,0.891,"","",""
"cg12778476",-0.102604337,0.0479,0.0323,"","",""
"cg12785694",-0.060428383,0.0818,0.46,"","",""
"cg12800803",-0.115368403,0.0444,0.0093,"","",""
"cg12840245",-0.084481718,0.0617,0.171,"","",""
"cg12874792",-0.176050145,0.0607,0.0037,"","",""
"cg12934382",0.00444548,0.1267,0.972,"","",""
"cg12946225",0.021694338,0.0592,0.714,"","",""
"cg12976145",0.046072382,0.0441,0.296,"","",""
"cg12980128",-0.04510305,0.0722,0.532,"","",""
"cg13029847",-0.026829486,0.0459,0.559,"","",""
"cg13049334",-0.037571919,0.0726,0.605,"","",""
"cg13134650",0.039300793,0.0415,0.344,"","",""
"cg13208333",-0.144118673,0.0868,0.0967,"","",""
"cg13220457",-0.078241912,0.0441,0.0759,"","",""
"cg13289553",-0.008058119,0.0521,0.877,"","",""
"cg13390284",0.101430301,0.0576,0.0784,"","",""
"cg13433363",0.126086822,0.0503,0.0122,"","",""
"cg13442820",-0.01697373,0.0283,0.548,"","",""
"cg13612317",-0.030826471,0.0786,0.695,"","",""
"cg13612447",-0.017694822,0.0622,0.776,"","",""
"cg13665714",-0.216924283,0.0701,0.00197,"","",""
"cg13678641",-0.053558328,0.0342,0.117,"","",""
"cg13682722",0.021221456,0.0674,0.753,"","",""
"cg13699808",-0.047641153,0.0369,0.197,"","",""
"cg13724182",-0.130892733,0.0519,0.0117,"","",""
"cg13744663",-0.022833884,0.0571,0.689,"","",""
"cg13754877",-0.124766212,0.0396,0.00161,"","",""
"cg13830081",0.03241114,0.062,0.601,"","",""
"cg13914004",0.130752079,0.06,0.0292,"","",""
"cg13932501",0.110305762,0.0542,0.0419,"","",""
"cg13935689",-0.015909108,0.0449,0.723,"","",""
"cg13948585",-0.014614746,0.0829,0.86,"","",""
"cg14023573",-0.054290723,0.0329,0.0987,"","",""
"cg14036830",-0.164067116,0.0973,0.0917,"","",""
"cg14063191",-0.125714225,0.0882,0.154,"","",""
"cg14064262",0.099302032,0.0614,0.106,"","",""
"cg14138050",-0.073258862,0.0443,0.0985,"","",""
"cg14209784",0.054827583,0.034,0.107,"","",""
"cg14214321",-0.091917617,0.0457,0.0445,"","",""
"cg14236665",0.0163911,0.066,0.804,"","",""
"cg14313576",-0.072197122,0.0425,0.0895,"","",""
"cg14327393",0.077632451,0.0386,0.0444,"","",""
"cg14343652",0.03198442,0.0827,0.699,"","",""
"cg14424579",-0.046548228,0.0596,0.435,"","",""
"cg14515699",0.089134939,0.0383,0.0198,"","",""
"cg14521614",-0.134381027,0.0452,0.00295,"","",""
"cg14633456",-0.016496276,0.04,0.68,"","",""
"cg14665690",0.073982823,0.0562,0.188,"","",""
"cg14674720",0.163409582,0.0503,0.00116,"","",""
"cg14676592",0.047690205,0.0451,0.29,"","",""
"cg14685006",-0.08068092,0.0556,0.147,"","",""
"cg14692377",0.055944024,0.0833,0.502,"","",""
"cg14704921",0.022981283,0.057,0.687,"","",""
"cg14742445",0.182365568,0.0753,0.0155,"","",""
"cg14831838",-0.050709522,0.0574,0.377,"","",""
"cg14848772",-0.128802918,0.0704,0.0674,"","",""
"cg14896463",0.168106432,0.0515,0.00109,"","",""
"cg14901671",0.016263463,0.0272,0.55,"","",""
"cg14911690",-0.017610435,0.0589,0.765,"","",""
"cg14919554",-0.053114783,0.096,0.58,"","",""
"cg15015996",-0.053631204,0.0284,0.0587,"","",""
"cg15022387",-0.144879105,0.0896,0.106,"","",""
"cg15091323",0.02383765,0.0625,0.703,"","",""
"cg15103195",0.010542751,0.0585,0.857,"","",""
"cg15150064",-0.05393432,0.0379,0.155,"","",""
"cg15163862",0.227994911,0.0673,0.000706,"","",""
"cg15190149",-0.150835761,0.0702,0.0316,"","",""
"cg15201635",0.108193438,0.0594,0.0687,"","",""
"cg15205547",-0.011616073,0.0744,0.876,"","",""
"cg15206473",0.021017521,0.0199,0.291,"","",""
"cg15264020",-0.092919852,0.0516,0.0716,"","",""
"cg15313320",0.067270176,0.072,0.35,"","",""
"cg15355387",0.094245857,0.0453,0.0373,"","",""
"cg15393490",-0.009565952,0.0527,0.856,"","",""
"cg15394142",0.190593104,0.0831,0.0218,"","",""
"cg15442434",-0.069181692,0.0547,0.206,"","",""
"cg15571405",0.108626448,0.0784,0.166,"","",""
"cg15584989",-0.050903141,0.0727,0.484,"","",""
"cg15629868",-0.022504009,0.0364,0.536,"","",""
"cg15686167",-0.260294026,0.0871,0.00281,"","",""
"cg15751090",-0.061505243,0.0649,0.343,"","",""
"cg15784615",0.073075376,0.0501,0.145,"","",""
"cg15789607",0.196493175,0.0656,0.00274,"","",""
"cg15822346",-0.043020803,0.0499,0.389,"","",""
"cg15936446",-0.027329605,0.0952,0.774,"","",""
"cg16015712",-0.049892671,0.0469,0.287,"","",""
"cg16038636",0.101026051,0.0448,0.024,"","",""
"cg16113692",-0.104671921,0.0679,0.123,"","",""
"cg16187883",0.106855455,0.0541,0.0481,"","",""
"cg16228090",-0.137724968,0.0837,0.1,"","",""
"cg16239218",-0.146605646,0.0786,0.0623,"","",""
"cg16283183",0.121236591,0.0657,0.0648,"","",""
"cg16295725",-0.129230261,0.1386,0.351,"","",""
"cg16343616",-0.019289088,0.0761,0.8,"","",""
"cg16366686",0.145862336,0.0485,0.00264,"","",""
"cg16367511",-0.020080953,0.0733,0.784,"","",""
"cg16368750",-0.062348298,0.0675,0.356,"","",""
"cg16370875",-0.066401782,0.0634,0.295,"","",""
"cg16396933",0.069698188,0.0327,0.0328,"","",""
"cg16402893",-0.058140084,0.0333,0.0808,"","",""
"cg16405432",0.147493602,0.0537,0.006,"","",""
"cg16471830",0.09241569,0.0467,0.0477,"","",""
"cg16480692",-0.29722907,0.0932,0.00142,"","",""
"cg16509239",0.033210399,0.0378,0.379,"","",""
