"cpg","beta","se","p","i2","p_het","details"
"cg04210714",-0.082950217,0.020649,5.8922e-05,"","","MEP"
"cg09699111",-0.0982463,0.024458,5.89683e-05,"","","MEP"
"cg13431883",-0.114291551,0.02846,5.92358e-05,"","","MEP"
"cg04321753",-0.242869669,0.060501,5.96137e-05,"","","MBP"
"ch.11.691621F",0.20920927,0.052155,6.03875e-05,"","","MEHP"
"cg16408982",-0.165274043,0.041218,6.07798e-05,"","","MEP"
"cg01341355",-0.155880462,0.038881,6.09216e-05,"","","Sum LMW"
"cg19100061",0.162586494,0.04056,6.10871e-05,"","","MECPP"
"cg24334591",0.199353765,0.049752,6.15126e-05,"","","MEHHP"
"cg02715879",0.463205682,0.115684,6.22644e-05,"","","MCNP"
"cg06465371",-0.103635896,0.025885,6.23626e-05,"","","Sum LMW"
"cg11171778",0.188223771,0.047031,6.27729e-05,"","","Sum HMW"
"cg10818781",-0.2558374,0.063928,6.28199e-05,"","","MCNP"
"cg05637092",-0.199741567,0.049921,6.30311e-05,"","","MCNP"
"cg15542657",0.144952643,0.036231,6.3145e-05,"","","MCNP"
"cg07006526",0.509461743,0.127441,6.39799e-05,"","","MEHHP"
"cg14331404",0.338299312,0.084688,6.47933e-05,"","","Sum LMW"
"cg01708493",0.601939814,0.150693,6.48352e-05,"","","Sum DEHP"
"cg07006526",0.572289797,0.143274,6.48656e-05,"","","Sum DEHP"
"cg16686839",-0.13417666,0.033597,6.50632e-05,"","","MEP"
"cg02703908",-0.111653171,0.02796,6.51671e-05,"","","MEP"
"cg06642965",0.516423992,0.129377,6.56218e-05,"","","MCPP"
"cg26554406",-0.436537212,0.109392,6.59169e-05,"","","MBzP"
"cg12646386",-0.21884259,0.054854,6.62095e-05,"","","MCNP"
"cg06915545",-0.255308556,0.064019,6.66376e-05,"","","MCPP"
"cg18355464",-0.190527886,0.047776,6.66464e-05,"","","MBP"
"cg11171778",0.182320249,0.045799,6.86728e-05,"","","MECPP"
"cg08606748",-0.075182887,0.018888,6.87949e-05,"","","MEP"
"cg09150450",0.154014447,0.038701,6.90405e-05,"","","MEHHP"
"cg07779653",-0.223649108,0.05621,6.92695e-05,"","","MBP"
"cg18695435",-0.174711754,0.043957,7.05085e-05,"","","MCPP"
"cg07062711",0.207089677,0.052109,7.06228e-05,"","","MEHHP"
"cg07992196",-0.201382886,0.050691,7.10482e-05,"","","MCNP"
"cg22381590",-0.140828864,0.035461,7.14747e-05,"","","Sum LMW"
"cg05686503",0.127626147,0.032138,7.15198e-05,"","","Sum LMW"
"cg13328400",-0.099233348,0.024995,7.1845e-05,"","","MEP"
"cg20024953",-0.329229536,0.082953,7.2212e-05,"","","MEOHP"
"cg22205501",-0.351334528,0.088544,7.25097e-05,"","","MBP"
"cg05670240",-0.162464561,0.040945,7.25268e-05,"","","Sum LMW"
"cg07380496",0.428974949,0.108226,7.37941e-05,"","","MEP"
"cg14638147",-0.203221962,0.051274,7.38718e-05,"","","MBzP"
"cg02529919",-0.111509472,0.028135,7.39021e-05,"","","Sum LMW"
"cg11285998",-0.177732928,0.044848,7.40218e-05,"","","MBP"
"cg09798879",0.355584333,0.089735,7.41378e-05,"","","Sum HMW"
"cg19698168",-0.189095724,0.047724,7.42381e-05,"","","Sum LMW"
"cg08189280",-0.164630569,0.041552,7.43042e-05,"","","MCPP"
"cg18066206",-0.18845906,0.047572,7.44543e-05,"","","MBzP"
"cg09699111",-0.112112849,0.028311,7.49148e-05,"","","Sum LMW"
"cg22048590",-0.131991078,0.033341,7.53123e-05,"","","MEP"
"cg19496479",-0.111795767,0.028241,7.53715e-05,"","","MEP"
"cg08732579",-0.170770209,0.04314,7.5429e-05,"","","Sum LMW"
"cg04340095",0.235368786,0.05946,7.54491e-05,"","","MECPP"
"cg24334591",0.156976575,0.039665,7.57111e-05,"","","MEHP"
"cg19538614",-0.216720251,0.054773,7.60008e-05,"","","MBzP"
"cg18099632",-0.238575498,0.06037,7.7538e-05,"","","Sum LMW"
"cg20136457",-0.217036628,0.054921,7.75575e-05,"","","MBP"
"cg03762802",-0.15472871,0.039166,7.79564e-05,"","","Sum LMW"
"cg25974448",-0.122063041,0.030898,7.79655e-05,"","","Sum LMW"
"cg20980039",-0.084910972,0.0215,7.83873e-05,"","","MEP"
"cg24334591",0.238308776,0.060343,7.83921e-05,"","","Sum HMW"
"cg01930478",-0.087796062,0.02224,7.89036e-05,"","","MEP"
"cg04340095",0.223911064,0.056721,7.89363e-05,"","","Sum DEHP"
"cg08838806",0.16665388,0.04225,7.99888e-05,"","","Sum DEHP"
"cg15891757",-0.136921761,0.03472,8.02754e-05,"","","MBzP"
"cg23400169",-0.154058068,0.039089,8.1066e-05,"","","Sum LMW"
"cg08279816",-0.187469038,0.04759,8.17287e-05,"","","Sum LMW"
"cg15680557",0.152980528,0.03884,8.19213e-05,"","","MEP"
"cg05295236",0.179774587,0.04565,8.21358e-05,"","","MEP"
"cg10954330",-1.260428971,0.320105,8.23192e-05,"","","MCNP"
"cg17313483",0.32205554,0.081801,8.24907e-05,"","","Sum HMW"
"cg09112682",-0.142621024,0.036229,8.26384e-05,"","","Sum LMW"
"cg16224230",-0.110636897,0.028107,8.27481e-05,"","","MEP"
"cg22684507",-0.28916112,0.073483,8.31634e-05,"","","Sum DEHP"
"cg04068341",-0.144268471,0.03668,8.38216e-05,"","","Sum LMW"
"cg01708493",0.524207303,0.133279,8.38356e-05,"","","MEHHP"
"cg24127050",-0.099299478,0.025248,8.39181e-05,"","","MEP"
"cg07433453",-0.121642429,0.030936,8.42245e-05,"","","Sum LMW"
"cg15756319",-0.860871786,0.218943,8.42636e-05,"","","MCNP"
"cg03596479",-0.138451481,0.035218,8.45014e-05,"","","MEP"
"cg16034562",-0.226876752,0.057717,8.46582e-05,"","","MBP"
"cg13343502",-0.122776248,0.03125,8.5358e-05,"","","MEP"
"cg25252017",-0.114365068,0.029116,8.56832e-05,"","","MEP"
"cg18477816",-0.098760996,0.02515,8.60779e-05,"","","MEP"
"cg09244071",-0.118236112,0.030112,8.61717e-05,"","","MEP"
"cg13149387",-0.099007378,0.025218,8.63556e-05,"","","MEP"
"cg15443378",-0.242231559,0.061699,8.63636e-05,"","","MBP"
"cg00103961",-0.11626945,0.029617,8.64325e-05,"","","Sum LMW"
"cg04340095",0.197836989,0.050404,8.67233e-05,"","","MEHHP"
"cg05670240",-0.13880959,0.035372,8.6978e-05,"","","MEP"
"cg22938275",0.137233669,0.034971,8.70324e-05,"","","MEHHP"
"cg05400079",0.339742564,0.086607,8.75154e-05,"","","MECPP"
"cg03682872",-0.349557967,0.089109,8.75234e-05,"","","MEHP"
"cg17569413",-0.304195375,0.077561,8.78056e-05,"","","MBP"
"cg07006526",0.590468714,0.150579,8.80642e-05,"","","MECPP"
"cg16906346",0.540710357,0.137899,8.81554e-05,"","","Sum DEHP"
"cg23006885",0.260795347,0.066519,8.83181e-05,"","","MEP"
"cg04215348",0.292730026,0.074676,8.85436e-05,"","","MEHP"
"cg04307831",0.9264316,0.23637,8.87645e-05,"","","Sum HMW"
"cg09776910",0.270406575,0.069034,8.96577e-05,"","","MEOHP"
"cg25796062",-0.10202378,0.026052,8.99862e-05,"","","MEP"
"cg06835628",0.367115912,0.093774,9.04445e-05,"","","MCNP"
"cg18011273",-0.299368622,0.076479,9.06395e-05,"","","Sum HMW"
"cg09169014",-0.11989291,0.03063,9.06763e-05,"","","MiBP"
"cg07882850",-0.231717068,0.059205,9.08528e-05,"","","MBzP"
"cg03426174",-0.284212693,0.072623,9.09484e-05,"","","MBP"
"cg16162391",0.249513413,0.063771,9.12878e-05,"","","MEOHP"
"cg07165529",-0.185417317,0.047397,9.15402e-05,"","","Sum LMW"
"cg01944038",0.131248531,0.033565,9.21774e-05,"","","MEOHP"
"cg11531787",0.300812865,0.076948,9.2558e-05,"","","MCNP"
"cg08449639",0.331070703,0.084715,9.30497e-05,"","","MCNP"
"cg07006526",0.395153634,0.101154,9.36547e-05,"","","MEHP"
"cg25392384",0.192514185,0.049284,9.37549e-05,"","","MEP"
"cg08361399",0.252617897,0.064702,9.44891e-05,"","","MEOHP"
"cg02481714",-0.107842195,0.027621,9.44967e-05,"","","MEP"
"cg15433097",0.163789282,0.041954,9.46205e-05,"","","MEHP"
"cg10356463",-0.149207655,0.038221,9.46852e-05,"","","MCPP"
"ch.6.20366279F",-0.399488664,0.102336,9.47403e-05,"","","Sum DEHP"
"cg13831388",-0.234626863,0.060171,9.64504e-05,"","","MBP"
"cg13500195",0.262688156,0.067392,9.70314e-05,"","","MECPP"
"cg01553986",0.142254897,0.036496,9.70482e-05,"","","MEP"
"cg13828183",0.165922474,0.042569,9.70993e-05,"","","MECPP"
"cg19942383",-0.149863793,0.038452,9.72391e-05,"","","MCPP"
"cg26114907",-0.113675701,0.029176,9.76937e-05,"","","Sum LMW"
"cg20252015",-0.182830584,0.046977,9.94477e-05,"","","MBzP"
"cg05224573",-0.200210853,0.051447,9.95805e-05,"","","MBzP"
