"cpg","beta","se","p","i2","p_het","details"
"cg00278028",0.01313,0.0025,1.53e-07,"","",""
"cg24335868",0.01281,0.00244,1.46e-07,"","",""
"cg23658014",0.01243,0.00238,1.72e-07,"","",""
"cg17181598",-0.02214,0.00424,1.82e-07,"","",""
"cg02144298",0.00738,0.00141,1.51e-07,"","",""
"cg25120290",0.01778,0.00343,2.12e-07,"","",""
"cg11102858",0.01283,0.00247,2.13e-07,"","",""
"cg23053573",0.01319,0.00254,2.18e-07,"","",""
"cg16400794",0.02506,0.00485,2.34e-07,"","",""
"cg15056105",0.0223,0.00431,2.34e-07,"","",""
"cg16333401",0.02209,0.00427,2.33e-07,"","",""
"cg02778678",-0.04277,0.00829,2.44e-07,"","",""
"cg03053407",0.03224,0.00625,2.49e-07,"","",""
"cg25712316",0.0135,0.00262,2.59e-07,"","",""
"cg04090147",0.01265,0.00245,2.56e-07,"","",""
"cg09793594",0.01355,0.00263,2.7e-07,"","",""
"cg22722891",0.01349,0.00262,2.64e-07,"","",""
"cg01693090",0.01293,0.00251,2.72e-07,"","",""
"cg20161774",0.01261,0.00245,2.74e-07,"","",""
"cg09777525",0.02238,0.00436,2.93e-07,"","",""
"cg05779300",0.03151,0.00615,3.06e-07,"","",""
"cg19878733",0.02152,0.0042,3.05e-07,"","",""
"cg13014623",0.00911,0.00178,3.1e-07,"","",""
"cg27167413",0.0215,0.0042,3.16e-07,"","",""
"cg25565998",0.0128,0.0025,3.22e-07,"","",""
"cg18225582",0.01224,0.00239,3.2e-07,"","",""
"cg11980500",-0.05702,0.01117,3.33e-07,"","",""
"cg03672933",0.01322,0.0026,3.54e-07,"","",""
"cg13454331",0.02364,0.00465,3.77e-07,"","",""
"cg06223477",0.01244,0.00245,3.75e-07,"","",""
"cg18802021",0.01345,0.00266,4.08e-07,"","",""
"cg26774079",0.03084,0.0061,4.38e-07,"","",""
"cg19367232",0.02128,0.00421,4.4e-07,"","",""
"cg04543008",0.01493,0.00295,4.29e-07,"","",""
"cg26634707",0.01314,0.0026,4.33e-07,"","",""
"cg10529757",0.013,0.00257,4.43e-07,"","",""
"cg01814139",0.01269,0.00251,4.31e-07,"","",""
"cg24347663",0.00717,0.00142,4.24e-07,"","",""
"cg16573663",0.0131,0.0026,4.63e-07,"","",""
"cg25323809",0.01198,0.00238,4.73e-07,"","",""
"cg09624953",-0.03146,0.00625,4.76e-07,"","",""
"cg23996948",0.02102,0.00418,5.06e-07,"","",""
"cg27123975",0.01433,0.00285,5.18e-07,"","",""
"cg05151154",0.01289,0.00257,5.1e-07,"","",""
"cg09404405",0.01274,0.00253,4.97e-07,"","",""
"cg14143574",-0.0338,0.00673,5.14e-07,"","",""
"cg07992044",0.03229,0.00644,5.3e-07,"","",""
"cg07746699",0.01489,0.00297,5.28e-07,"","",""
"cg08090133",0.02635,0.00526,5.58e-07,"","",""
"cg19887178",0.02259,0.00451,5.6e-07,"","",""
"cg24171938",0.01803,0.0036,5.55e-07,"","",""
"cg21817720",0.01477,0.00295,5.66e-07,"","",""
"cg19908556",0.0129,0.00257,5.43e-07,"","",""
"cg13365641",0.01281,0.00256,5.49e-07,"","",""
"cg01085225",0.01185,0.00237,5.68e-07,"","",""
"cg17016394",0.01286,0.00258,6.04e-07,"","",""
"cg09290497",0.01286,0.00258,5.99e-07,"","",""
"cg04631281",0.01263,0.00253,6.15e-07,"","",""
"cg17667145",0.01179,0.00236,6.12e-07,"","",""
"cg15688670",0.02271,0.00456,6.4e-07,"","",""
"cg05628795",0.01254,0.00252,6.4e-07,"","",""
"cg02281446",-0.03667,0.00736,6.31e-07,"","",""
"cg20749790",0.03078,0.00621,7.29e-07,"","",""
"cg13443733",0.0305,0.00615,7e-07,"","",""
"cg25602759",0.03017,0.00608,7.01e-07,"","",""
"cg27079009",0.03017,0.00608,6.92e-07,"","",""
"cg16794406",0.02996,0.00604,6.93e-07,"","",""
"cg17168636",0.02202,0.00444,7.11e-07,"","",""
"cg23285774",0.02105,0.00424,7e-07,"","",""
"cg09913109",0.01377,0.00277,6.61e-07,"","",""
"cg05375728",0.0136,0.00274,6.76e-07,"","",""
"cg02642404",0.01357,0.00274,7.27e-07,"","",""
"cg05600681",0.01282,0.00258,6.59e-07,"","",""
"cg19856822",0.01271,0.00256,6.67e-07,"","",""
"cg12637205",0.01247,0.00252,7.31e-07,"","",""
"cg07258916",0.01199,0.00241,6.52e-07,"","",""
"cg02326931",0.00952,0.00192,7.22e-07,"","",""
"cg23780597",0.00638,0.00129,7.33e-07,"","",""
"cg01448276",0.02359,0.00477,7.72e-07,"","",""
"cg01971132",0.02169,0.00439,7.62e-07,"","",""
"cg25272645",0.02094,0.00423,7.46e-07,"","",""
"cg19237607",0.01248,0.00252,7.67e-07,"","",""
"cg14377205",0.01208,0.00244,7.72e-07,"","",""
"cg01857342",0.01206,0.00244,7.55e-07,"","",""
"cg03667593",0.0211,0.00427,7.83e-07,"","",""
"cg08772163",0.03028,0.00613,7.94e-07,"","",""
"cg13014058",0.02061,0.00418,8.01e-07,"","",""
"cg00783945",0.01309,0.00265,8.03e-07,"","",""
"cg06374165",0.03456,0.00701,8.26e-07,"","",""
"cg13191115",0.01341,0.00272,8.27e-07,"","",""
"cg25846765",0.02987,0.00606,8.38e-07,"","",""
"cg27273254",0.02082,0.00423,8.6e-07,"","",""
"cg14325733",0.0305,0.00621,8.98e-07,"","",""
"cg09526975",0.03024,0.00616,9e-07,"","",""
"cg08073312",0.01559,0.00317,9.02e-07,"","",""
"cg13539115",0.01276,0.0026,8.87e-07,"","",""
"cg11121825",0.01211,0.00246,8.84e-07,"","",""
"cg13349776",0.00763,0.00155,8.77e-07,"","",""
"cg07464025",0.03117,0.00635,9.25e-07,"","",""
"cg01513714",0.02079,0.00424,9.19e-07,"","",""
"cg01461847",0.03623,0.00739,9.48e-07,"","",""
"cg26284613",0.0205,0.00418,9.56e-07,"","",""
"cg02370232",-0.02166,0.00442,9.57e-07,"","",""
"cg04062682",0.02168,0.00443,9.69e-07,"","",""
"cg05657462",0.012,0.00245,1.01e-06,"","",""
"cg15827387",0.02162,0.00443,1.04e-06,"","",""
"cg03075725",0.01197,0.00245,1.05e-06,"","",""
"cg27142229",0.01231,0.00252,1.06e-06,"","",""
"cg26677602",0.02991,0.00614,1.09e-06,"","",""
"cg03277049",0.02533,0.00519,1.08e-06,"","",""
"cg13560136",0.02137,0.00438,1.08e-06,"","",""
"cg22448601",0.02157,0.00442,1.09e-06,"","",""
"cg00964484",0.01466,0.00301,1.1e-06,"","",""
"cg12013492",0.03103,0.00637,1.13e-06,"","",""
"cg19532257",0.02239,0.0046,1.13e-06,"","",""
"cg19602920",0.01244,0.00256,1.13e-06,"","",""
"cg12306156",0.01211,0.00249,1.11e-06,"","",""
"cg25149069",0.01306,0.00268,1.15e-06,"","",""
"cg12529868",0.03065,0.0063,1.16e-06,"","",""
"cg07015190",0.01166,0.0024,1.16e-06,"","",""
"cg12550412",0.01192,0.00245,1.17e-06,"","",""
"cg14385961",0.02976,0.00613,1.2e-06,"","",""
"cg26864230",0.02123,0.00437,1.2e-06,"","",""
"cg24017516",0.01294,0.00266,1.2e-06,"","",""
"cg00368989",0.01242,0.00256,1.2e-06,"","",""
"cg04891917",0.02057,0.00424,1.22e-06,"","",""
"cg16453206",0.01214,0.0025,1.22e-06,"","",""
"cg07232095",-0.1344,0.02772,1.24e-06,"","",""
"cg23734074",0.01365,0.00281,1.24e-06,"","",""
"cg01759437",0.03098,0.0064,1.28e-06,"","",""
"cg27569742",0.02988,0.00617,1.28e-06,"","",""
"cg10835893",0.02223,0.00459,1.28e-06,"","",""
"cg16996661",0.02036,0.00421,1.29e-06,"","",""
"cg05940881",0.01216,0.00251,1.32e-06,"","",""
"cg27219598",0.01197,0.00247,1.32e-06,"","",""
"cg13537283",0.01156,0.00239,1.32e-06,"","",""
"cg12071888",0.02967,0.00614,1.34e-06,"","",""
"cg22808478",-0.05385,0.01115,1.36e-06,"","",""
"cg19692165",0.01626,0.00337,1.36e-06,"","",""
"cg24044501",0.01514,0.00314,1.39e-06,"","",""
"cg25924411",0.02076,0.00431,1.43e-06,"","",""
"cg26812728",0.013,0.0027,1.43e-06,"","",""
"cg20201954",0.02003,0.00416,1.44e-06,"","",""
"cg23627620",0.0133,0.00276,1.49e-06,"","",""
"cg24597158",0.01275,0.00265,1.48e-06,"","",""
"cg03105133",0.01167,0.00242,1.49e-06,"","",""
"cg09677741",0.03087,0.00642,1.53e-06,"","",""
"cg13181604",0.02172,0.00452,1.52e-06,"","",""
"cg00356511",0.01174,0.00244,1.53e-06,"","",""
"cg03637878",0.02017,0.0042,1.56e-06,"","",""
"cg14056412",0.01225,0.00255,1.55e-06,"","",""
"cg27408887",0.01214,0.00253,1.55e-06,"","",""
"cg08004919",0.01173,0.00244,1.57e-06,"","",""
"cg13782814",0.0296,0.00617,1.6e-06,"","",""
"cg02224864",0.02119,0.00442,1.62e-06,"","",""
"cg09549240",0.02112,0.0044,1.61e-06,"","",""
"cg17476421",0.02109,0.0044,1.6e-06,"","",""
"cg20312087",0.01246,0.0026,1.62e-06,"","",""
"cg12237616",-0.04455,0.00928,1.6e-06,"","",""
"cg26912412",0.0296,0.00618,1.64e-06,"","",""
"cg21472700",0.01344,0.0028,1.64e-06,"","",""
"cg16661654",0.01358,0.00284,1.67e-06,"","",""
"cg24984653",0.01219,0.00255,1.67e-06,"","",""
"cg01996714",0.01216,0.00254,1.66e-06,"","",""
"cg08740522",0.01158,0.00242,1.68e-06,"","",""
"cg19829847",0.05555,0.01161,1.72e-06,"","",""
"cg27312388",0.02947,0.00616,1.73e-06,"","",""
"cg19849428",0.02918,0.0061,1.73e-06,"","",""
"cg03017520",0.02238,0.00468,1.74e-06,"","",""
"cg21981500",0.02029,0.00424,1.72e-06,"","",""
"cg19559621",0.02029,0.00424,1.74e-06,"","",""
"cg11520366",0.01191,0.00249,1.7e-06,"","",""
"cg07423198",0.02157,0.00451,1.76e-06,"","",""
"cg06276084",-0.03582,0.0075,1.77e-06,"","",""
"cg16477886",0.02121,0.00444,1.78e-06,"","",""
"cg26757305",0.03201,0.00671,1.81e-06,"","",""
"cg04287982",0.01439,0.00301,1.8e-06,"","",""
"cg02253230",0.01152,0.00241,1.82e-06,"","",""
"cg24158594",0.01179,0.00247,1.82e-06,"","",""
"cg03577733",0.01241,0.0026,1.84e-06,"","",""
"cg22038796",0.01114,0.00234,1.85e-06,"","",""
"cg03574651",0.01391,0.00292,1.89e-06,"","",""
"cg12624894",0.01196,0.00251,1.89e-06,"","",""
"cg20863409",0.0214,0.00449,1.91e-06,"","",""
"cg03103770",0.01256,0.00264,1.92e-06,"","",""
"cg20681931",0.01188,0.00249,1.9e-06,"","",""
"cg03244690",0.01249,0.00262,1.95e-06,"","",""
"cg21546996",0.03025,0.00636,2e-06,"","",""
"cg09558427",0.02916,0.00613,1.98e-06,"","",""
"cg17023648",0.02114,0.00445,2.02e-06,"","",""
"cg06758143",0.02055,0.00432,2.01e-06,"","",""
"cg25977958",0.01229,0.00259,2.03e-06,"","",""
"cg22183053",0.01201,0.00253,2.03e-06,"","",""
"cg01835144",0.01198,0.00252,1.99e-06,"","",""
"cg01500001",0.01163,0.00245,1.99e-06,"","",""
"cg16353345",0.01151,0.00242,2.01e-06,"","",""
"cg16323892",0.01149,0.00242,2.04e-06,"","",""
"cg16834708",0.0308,0.00649,2.07e-06,"","",""
"cg24874555",0.02168,0.00457,2.07e-06,"","",""
"cg18250212",0.02916,0.00615,2.12e-06,"","",""
"cg03191889",0.02007,0.00423,2.12e-06,"","",""
"cg18233416",0.01181,0.00249,2.12e-06,"","",""
"cg24949795",0.01999,0.00422,2.14e-06,"","",""
"cg26298942",0.01172,0.00247,2.14e-06,"","",""
"cg04532952",0.0242,0.00511,2.16e-06,"","",""
"cg14022434",0.01137,0.0024,2.18e-06,"","",""
"cg10661191",0.03073,0.00649,2.2e-06,"","",""
"cg22113588",0.01219,0.00258,2.25e-06,"","",""
"cg26479951",0.0121,0.00256,2.24e-06,"","",""
"cg09856709",0.01096,0.00232,2.25e-06,"","",""
"cg05307257",-0.03645,0.00771,2.24e-06,"","",""
"cg04176437",0.02904,0.00614,2.27e-06,"","",""
"cg14595911",0.02131,0.00451,2.27e-06,"","",""
"cg06945667",0.01258,0.00266,2.31e-06,"","",""
"cg25349350",0.01182,0.0025,2.3e-06,"","",""
"cg20340866",0.02074,0.00439,2.32e-06,"","",""
"cg26207201",0.0308,0.00652,2.35e-06,"","",""
"cg15900444",0.03038,0.00644,2.35e-06,"","",""
"cg00423969",0.04136,0.00877,2.4e-06,"","",""
"cg27557946",0.02907,0.00617,2.42e-06,"","",""
"cg11860954",0.02885,0.00612,2.41e-06,"","",""
"cg26150754",0.02884,0.00612,2.41e-06,"","",""
"cg18601167",0.02339,0.00496,2.43e-06,"","",""
"cg27309677",0.01952,0.00414,2.39e-06,"","",""
"ch.19.1740011R",0.01671,0.00354,2.43e-06,"","",""
"cg14258243",0.01174,0.00249,2.41e-06,"","",""
"cg19019038",0.01165,0.00247,2.42e-06,"","",""
"cg08307612",0.02137,0.00454,2.47e-06,"","",""
"cg07083896",0.01165,0.00247,2.46e-06,"","",""
"cg10755375",0.00494,0.00105,2.46e-06,"","",""
"cg20749916",0.02888,0.00613,2.48e-06,"","",""
"cg21730710",0.0119,0.00253,2.49e-06,"","",""
"cg21065401",0.0209,0.00444,2.52e-06,"","",""
"cg02081364",0.00353,0.00075,2.51e-06,"","",""
"cg19013489",0.0206,0.00438,2.53e-06,"","",""
"cg05843340",0.01681,0.00357,2.55e-06,"","",""
"cg20640573",0.01195,0.00254,2.55e-06,"","",""
"cg01106145",0.0117,0.00249,2.57e-06,"","",""
"cg20247048",0.02633,0.0056,2.6e-06,"","",""
"cg22173241",0.0114,0.00243,2.64e-06,"","",""
"cg20842253",0.03302,0.00704,2.69e-06,"","",""
"cg24859937",0.0287,0.00612,2.71e-06,"","",""
"cg27110648",0.02128,0.00453,2.67e-06,"","",""
"cg19569081",0.02015,0.00429,2.67e-06,"","",""
"cg19127884",0.01222,0.0026,2.7e-06,"","",""
"cg16010723",0.01154,0.00246,2.68e-06,"","",""
"cg21474053",-0.0197,0.0042,2.71e-06,"","",""
"cg12419348",0.00481,0.00103,2.75e-06,"","",""
"cg08230472",0.02092,0.00446,2.76e-06,"","",""
"cg02471346",0.02105,0.00449,2.8e-06,"","",""
"cg15815767",0.01987,0.00424,2.81e-06,"","",""
"cg10419511",0.01124,0.0024,2.82e-06,"","",""
"cg20593611",0.01171,0.0025,2.84e-06,"","",""
"cg18959554",0.01988,0.00425,2.87e-06,"","",""
"cg26732691",0.01996,0.00427,2.9e-06,"","",""
"cg20196129",0.0121,0.00259,2.97e-06,"","",""
"cg13072611",0.02037,0.00436,3.03e-06,"","",""
"cg03588376",0.0202,0.00433,3.05e-06,"","",""
"cg06047700",0.01983,0.00425,3.04e-06,"","",""
"cg12482305",0.01366,0.00293,3.05e-06,"","",""
"cg01565965",0.01134,0.00243,3.01e-06,"","",""
"cg06872588",-0.03949,0.00846,3.05e-06,"","",""
"cg26266703",0.01146,0.00246,3.08e-06,"","",""
"cg07563873",0.01137,0.00244,3.18e-06,"","",""
"cg01949902",0.01967,0.00422,3.19e-06,"","",""
"cg01474603",0.02094,0.0045,3.23e-06,"","",""
"cg22467470",-0.03412,0.00733,3.24e-06,"","",""
"cg01483681",0.01994,0.00429,3.34e-06,"","",""
"cg10373780",0.01242,0.00267,3.38e-06,"","",""
"cg08915922",0.00752,0.00162,3.39e-06,"","",""
"cg15314170",0.0205,0.00442,3.43e-06,"","",""
"cg07054040",0.01969,0.00424,3.41e-06,"","",""
"cg01667350",0.01955,0.00421,3.42e-06,"","",""
"cg05635276",0.02106,0.00454,3.46e-06,"","",""
"cg02480522",0.0291,0.00627,3.51e-06,"","",""
"cg26330326",0.02854,0.00615,3.53e-06,"","",""
"cg24244752",0.0223,0.00481,3.53e-06,"","",""
"cg07139928",0.02065,0.00445,3.47e-06,"","",""
"cg17352386",0.02043,0.00441,3.53e-06,"","",""
"cg08162337",0.01994,0.0043,3.49e-06,"","",""
"cg12577321",0.00779,0.00168,3.54e-06,"","",""
"cg06704466",-0.03679,0.00793,3.53e-06,"","",""
"cg05378295",0.01134,0.00245,3.56e-06,"","",""
"cg16919615",0.02992,0.00646,3.6e-06,"","",""
"cg16455791",0.02528,0.00546,3.68e-06,"","",""
"cg18271025",0.01184,0.00256,3.68e-06,"","",""
"cg21549333",0.01129,0.00244,3.72e-06,"","",""
"cg27020965",0.00813,0.00176,3.71e-06,"","",""
"cg09360770",0.01142,0.00247,3.74e-06,"","",""
"cg11090676",0.01952,0.00422,3.82e-06,"","",""
"cg19105459",0.01199,0.00259,3.81e-06,"","",""
"cg10259748",0.01195,0.00259,3.8e-06,"","",""
"cg22013210",0.01181,0.00256,3.82e-06,"","",""
"cg12802286",-0.05597,0.01211,3.83e-06,"","",""
"cg02373627",-0.17192,0.03722,3.85e-06,"","",""
"cg21590616",0.02861,0.0062,3.88e-06,"","",""
"cg06910299",0.02073,0.00449,3.94e-06,"","",""
"cg01873886",0.02041,0.00442,3.95e-06,"","",""
"cg11391334",0.01997,0.00433,3.95e-06,"","",""
"cg14148055",0.01244,0.0027,3.95e-06,"","",""
"cg23087239",-0.0363,0.00786,3.92e-06,"","",""
"cg16409651",0.0113,0.00245,3.98e-06,"","",""
"cg15642292",0.02115,0.00459,4e-06,"","",""
"cg22202031",0.01216,0.00264,4.03e-06,"","",""
"cg17765480",0.01141,0.00247,4.02e-06,"","",""
"cg20382089",0.01204,0.00261,4.09e-06,"","",""
"cg04884011",0.01151,0.0025,4.08e-06,"","",""
"cg10835172",0.0115,0.0025,4.07e-06,"","",""
"cg02545393",0.01149,0.00249,4.06e-06,"","",""
"cg19425114",-0.02055,0.00446,4.09e-06,"","",""
"cg13260615",-0.08674,0.01884,4.12e-06,"","",""
"cg19407086",0.00619,0.00134,4.11e-06,"","",""
"cg12073565",0.02902,0.0063,4.17e-06,"","",""
"cg11369906",0.02062,0.00448,4.16e-06,"","",""
"cg19729116",0.01252,0.00272,4.17e-06,"","",""
"cg09183753",0.01208,0.00262,4.18e-06,"","",""
"cg14235685",-0.0339,0.00736,4.16e-06,"","",""
"cg09508531",0.01934,0.0042,4.2e-06,"","",""
"cg26986558",0.02025,0.0044,4.28e-06,"","",""
"cg03419885",0.01235,0.00269,4.25e-06,"","",""
"cg24291822",0.01138,0.00247,4.24e-06,"","",""
"cg10832495",0.0112,0.00244,4.28e-06,"","",""
"cg13727613",0.01078,0.00234,4.26e-06,"","",""
"cg13483474",0.02818,0.00613,4.35e-06,"","",""
"cg23737737",0.02065,0.0045,4.37e-06,"","",""
"cg19772356",0.02037,0.00443,4.36e-06,"","",""
"cg21237313",0.0119,0.00259,4.37e-06,"","",""
"cg03063710",0.02849,0.0062,4.39e-06,"","",""
"cg27393146",-0.03724,0.00811,4.4e-06,"","",""
"cg08322205",0.01157,0.00252,4.43e-06,"","",""
"cg08161720",0.02048,0.00446,4.5e-06,"","",""
"cg03290752",0.0201,0.00438,4.54e-06,"","",""
"cg05950854",0.01171,0.00255,4.53e-06,"","",""
"cg14880228",0.01142,0.00249,4.63e-06,"","",""
"cg10073129",0.02893,0.00632,4.67e-06,"","",""
"cg10348922",0.01207,0.00264,4.66e-06,"","",""
"cg09925855",0.02802,0.00613,4.77e-06,"","",""
"cg18864914",0.02028,0.00443,4.78e-06,"","",""
"cg14666006",0.0111,0.00243,4.76e-06,"","",""
"cg04961397",-0.02754,0.00602,4.77e-06,"","",""
"cg18197866",-0.03786,0.00828,4.78e-06,"","",""
"cg02457826",0.01943,0.00425,4.85e-06,"","",""
"cg26630231",0.01521,0.00333,4.84e-06,"","",""
"cg05587282",0.01143,0.0025,4.83e-06,"","",""
"cg10309340",0.01338,0.00293,4.92e-06,"","",""
"cg09793121",0.03706,0.00811,4.93e-06,"","",""
"cg15121240",0.02969,0.0065,4.97e-06,"","",""
"cg01963134",0.01129,0.00247,4.97e-06,"","",""
"cg24182603",0.01131,0.00248,5e-06,"","",""
"cg11832221",0.01176,0.00258,5.04e-06,"","",""
"cg00660163",0.00718,0.00157,5.03e-06,"","",""
"cg15465092",0.01961,0.0043,5.1e-06,"","",""
"cg25361117",0.01179,0.00259,5.12e-06,"","",""
"cg20315951",0.01142,0.0025,5.11e-06,"","",""
"cg15467646",0.01108,0.00243,5.13e-06,"","",""
"cg13682187",0.11884,0.02608,5.21e-06,"","",""
"cg13895235",0.02208,0.00485,5.21e-06,"","",""
"cg24158553",0.01141,0.0025,5.2e-06,"","",""
"cg17555714",0.00887,0.00195,5.2e-06,"","",""
"cg00139807",0.0202,0.00444,5.25e-06,"","",""
"cg18486030",0.02019,0.00443,5.29e-06,"","",""
"cg23272193",0.0194,0.00426,5.29e-06,"","",""
"cg16718263",0.02958,0.00651,5.45e-06,"","",""
"cg12565179",0.01148,0.00252,5.44e-06,"","",""
"cg12391232",0.01144,0.00252,5.43e-06,"","",""
"cg25587181",0.00607,0.00134,5.46e-06,"","",""
"cg25611796",-0.0495,0.01089,5.47e-06,"","",""
"cg24615831",0.0116,0.00255,5.49e-06,"","",""
"cg09761352",0.01114,0.00245,5.53e-06,"","",""
"cg07654559",0.02121,0.00467,5.6e-06,"","",""
"cg02242344",0.02403,0.00529,5.67e-06,"","",""
"cg21130374",0.01897,0.00418,5.65e-06,"","",""
"cg04313173",-0.00597,0.00132,5.67e-06,"","",""
"cg21637097",0.01181,0.0026,5.7e-06,"","",""
"cg03762702",0.01129,0.00249,5.71e-06,"","",""
"cg19874428",0.02784,0.00614,5.74e-06,"","",""
"cg14381348",0.02041,0.0045,5.74e-06,"","",""
"cg25814383",0.02033,0.00448,5.78e-06,"","",""
"cg02662840",0.01961,0.00432,5.77e-06,"","",""
"cg05513806",0.02523,0.00557,5.83e-06,"","",""
"cg15034692",0.01078,0.00238,5.83e-06,"","",""
"cg02087260",0.01108,0.00245,5.89e-06,"","",""
"cg19342109",0.01213,0.00268,5.92e-06,"","",""
"cg24663397",0.0113,0.0025,5.95e-06,"","",""
"cg14080967",0.01119,0.00247,5.97e-06,"","",""
"cg01808433",0.01109,0.00245,5.97e-06,"","",""
"cg26256999",0.01101,0.00243,5.94e-06,"","",""
"cg21604320",0.0281,0.00621,5.98e-06,"","",""
"cg27481708",0.02727,0.00603,6.06e-06,"","",""
"cg13412066",0.01199,0.00265,6.05e-06,"","",""
"cg00116234",0.03216,0.00711,6.09e-06,"","",""
"cg11122301",-0.03099,0.00686,6.17e-06,"","",""
"cg14980060",0.01124,0.00249,6.2e-06,"","",""
"cg17971086",-0.03663,0.0081,6.19e-06,"","",""
"cg04768449",0.0188,0.00416,6.25e-06,"","",""
"cg18439734",0.02025,0.00448,6.29e-06,"","",""
"cg21197375",0.0118,0.00261,6.33e-06,"","",""
"cg14794577",0.01098,0.00243,6.33e-06,"","",""
"cg16444062",-0.03791,0.0084,6.34e-06,"","",""
"cg00176888",0.02752,0.0061,6.44e-06,"","",""
"cg12076012",0.02063,0.00457,6.46e-06,"","",""
"cg00155423",0.02041,0.00452,6.42e-06,"","",""
"cg25079799",0.01179,0.00261,6.45e-06,"","",""
"cg03347170",0.01138,0.00252,6.43e-06,"","",""
"cg05165989",0.00389,0.00086,6.5e-06,"","",""
"cg19509715",0.01152,0.00256,6.52e-06,"","",""
"cg25384247",0.01147,0.00255,6.61e-06,"","",""
"cg13060851",0.0199,0.00442,6.68e-06,"","",""
"cg15823064",0.01192,0.00265,6.67e-06,"","",""
"cg06082920",0.02099,0.00467,6.82e-06,"","",""
"cg13817182",0.02342,0.00521,6.85e-06,"","",""
"cg23366861",0.02906,0.00646,6.91e-06,"","",""
"cg10821050",0.02082,0.00463,6.92e-06,"","",""
"cg05214453",0.01099,0.00244,6.91e-06,"","",""
"cg02565255",0.02789,0.0062,6.96e-06,"","",""
"cg14515078",0.01106,0.00246,6.99e-06,"","",""
"cg16288993",0.0205,0.00456,7.04e-06,"","",""
"cg15070848",0.01192,0.00265,7.06e-06,"","",""
"cg25864125",0.0203,0.00452,7.16e-06,"","",""
"cg23696891",0.01385,0.00309,7.17e-06,"","",""
"cg27270541",0.04934,0.01099,7.18e-06,"","",""
"cg11909137",0.02868,0.0064,7.33e-06,"","",""
"cg19092620",0.01208,0.00269,7.33e-06,"","",""
"cg10826045",0.00612,0.00137,7.38e-06,"","",""
"cg23047271",0.02501,0.00558,7.46e-06,"","",""
