"cpg","beta","se","p","i2","p_het","details"
"cg17924476",0.173,0.034989,7.64e-07,"","",""
"cg09338136",-0.15,0.034071,1.07e-05,"","",""
"cg12806681",-0.275,0.049708,3.16e-08,"","",""
"cg03991871",-0.289,0.047329,1.02e-09,"","",""
"cg23916896",-0.3,0.050135,2.18e-09,"","",""
"cg11902777",-0.256,0.046645,4.06e-08,"","",""
"cg23576855",-0.586,0.041968,2.62e-44,"","",""
"cg05575921",-0.617,0.042253,2.71e-48,"","",""
"cg26703534",-0.382,0.03505,1.17e-27,"","",""
"cg14817490",-0.294,0.04176,1.92e-12,"","",""
"cg17287155",-0.196,0.037188,1.36e-07,"","",""
"cg04551776",-0.225,0.041186,4.68e-08,"","",""
"cg25648203",-0.312,0.03887,1e-15,"","",""
"cg21161138",-0.397,0.046765,2.08e-17,"","",""
"cg24090911",-0.186,0.038974,1.82e-06,"","",""
"cg26850624",0.166,0.036418,5.16e-06,"","",""
"cg10179300",-0.218,0.051587,2.38e-05,"","",""
"cg13039251",0.192,0.041901,4.6e-06,"","",""
"cg16619991",-0.157,0.036169,1.42e-05,"","",""
"cg08595501",-0.219,0.046092,2.02e-06,"","",""
"cg04232128",-0.094,0.022172,2.24e-05,"","",""
"cg09088988",0.177,0.035361,5.57e-07,"","",""
"cg24032269",0.121,0.028036,1.59e-05,"","",""
"cg14580211",-0.177,0.03748,2.33e-06,"","",""
"cg24996482",0.189,0.044384,2.06e-05,"","",""
"cg06126421",-0.359,0.043139,8.65e-17,"","",""
"cg14753356",-0.196,0.032871,2.48e-09,"","",""
"cg24859433",-0.24,0.046032,1.85e-07,"","",""
"cg15342087",-0.241,0.043626,3.31e-08,"","",""
"cg08617970",-0.215,0.047355,5.62e-06,"","",""
"cg11485823",0.169,0.038088,9.12e-06,"","",""
"cg25114611",-0.124,0.027085,4.69e-06,"","",""
"cg15474579",-0.147,0.029373,5.6e-07,"","",""
"cg01955533",-0.106,0.023774,8.25e-06,"","",""
"cg01564343",0.184,0.04118,7.89e-06,"","",""
"cg18630040",0.196,0.039433,6.68e-07,"","",""
"cg15693483",-0.161,0.027221,3.33e-09,"","",""
"cg06009448",-0.105,0.025145,2.97e-05,"","",""
"cg09658497",-0.234,0.050953,4.38e-06,"","",""
"cg19717773",-0.228,0.049264,3.69e-06,"","",""
"cg18446336",-0.162,0.037699,1.73e-05,"","",""
"cg09022230",-0.229,0.041532,3.51e-08,"","",""
"cg02451831",-0.203,0.048411,2.75e-05,"","",""
"cg06868100",-0.222,0.048933,5.71e-06,"","",""
"cg01726890",0.152,0.036642,3.35e-05,"","",""
"cg19089201",0.263,0.046921,2.08e-08,"","",""
"cg22132788",0.396,0.04884,5.14e-16,"","",""
"cg04180046",0.224,0.046634,1.56e-06,"","",""
"cg12803068",0.358,0.048194,1.1e-13,"","",""
"cg03440944",-0.175,0.030784,1.31e-08,"","",""
"cg09613161",0.19,0.045985,3.6e-05,"","",""
"cg04016086",0.204,0.0464,1.1e-05,"","",""
"cg19956914",0.233,0.048442,1.51e-06,"","",""
"cg20164601",-0.192,0.044861,1.87e-05,"","",""
"cg13314145",0.189,0.043297,1.27e-05,"","",""
"cg22851200",-0.186,0.039282,2.19e-06,"","",""
"cg09762515",0.152,0.035485,1.84e-05,"","",""
"cg22619824",-0.173,0.039952,1.49e-05,"","",""
"cg13990486",-0.194,0.045781,2.26e-05,"","",""
"cg21322436",-0.214,0.046855,4.94e-06,"","",""
"cg25949550",-0.168,0.029144,8.19e-09,"","",""
"cg11207515",0.204,0.03896,1.64e-07,"","",""
"cg15700587",0.181,0.034689,1.81e-07,"","",""
"cg09858188",0.165,0.037929,1.36e-05,"","",""
"cg23572908",0.239,0.049153,1.16e-06,"","",""
"cg05635807",0.24,0.051627,3.34e-06,"","",""
"cg00778858",0.193,0.043798,1.05e-05,"","",""
"cg24540678",-0.203,0.033117,8.8e-10,"","",""
"cg18387156",0.12,0.027501,1.28e-05,"","",""
"cg14316231",-0.152,0.036394,2.96e-05,"","",""
"cg25260137",0.167,0.038816,1.69e-05,"","",""
"cg03760919",0.13,0.030947,2.66e-05,"","",""
"cg16783744",0.181,0.039363,4.26e-06,"","",""
"cg22644321",-0.149,0.033965,1.15e-05,"","",""
"cg25305703",-0.165,0.032912,5.35e-07,"","",""
"cg12873476",-0.197,0.043758,6.73e-06,"","",""
"cg26361535",-0.228,0.044496,2.99e-07,"","",""
"cg13389508",-0.165,0.037612,1.15e-05,"","",""
"cg25325005",-0.146,0.029847,1e-06,"","",""
"cg01692968",-0.25,0.039693,3.01e-10,"","",""
"cg13418576",-0.195,0.044098,9.78e-06,"","",""
"cg14556677",-0.111,0.019242,7.99e-09,"","",""
"cg06901890",-0.176,0.042557,3.54e-05,"","",""
"cg17489908",-0.154,0.033673,4.8e-06,"","",""
"cg20185017",0.176,0.041749,2.49e-05,"","",""
"cg17426273",0.155,0.035903,1.58e-05,"","",""
"cg00326958",-0.169,0.040062,2.46e-05,"","",""
"cg09373037",0.203,0.04558,8.44e-06,"","",""
"cg15164194",-0.091,0.019063,1.81e-06,"","",""
"cg10750182",-0.213,0.032191,3.67e-11,"","",""
"cg04105282",0.169,0.040858,3.53e-05,"","",""
"cg05329352",-0.235,0.046003,3.25e-07,"","",""
"cg07978738",-0.145,0.028499,3.62e-07,"","",""
"cg03242819",0.229,0.044909,3.41e-07,"","",""
"cg03129384",0.132,0.029665,8.6e-06,"","",""
"cg07123182",-0.22,0.050841,1.51e-05,"","",""
"cg16556677",-0.194,0.043275,7.36e-06,"","",""
"cg26963277",-0.243,0.049083,7.39e-07,"","",""
"cg12884422",-0.213,0.049823,1.91e-05,"","",""
"cg23186333",-0.18,0.040654,9.53e-06,"","",""
"cg16611234",-0.193,0.044248,1.29e-05,"","",""
"cg19254163",-0.176,0.033801,1.92e-07,"","",""
"cg27122888",-0.195,0.042504,4.48e-06,"","",""
"cg20889322",-0.204,0.040514,4.77e-07,"","",""
"cg10416861",0.216,0.043906,8.67e-07,"","",""
"cg09419102",-0.141,0.029385,1.6e-06,"","",""
"cg21611682",-0.331,0.043739,3.8e-14,"","",""
"cg10420527",-0.208,0.038593,7.06e-08,"","",""
"cg09578155",-0.181,0.035848,4.44e-07,"","",""
"cg14624207",-0.165,0.033531,8.62e-07,"","",""
"cg11295113",0.124,0.028302,1.18e-05,"","",""
"cg11660018",-0.256,0.036117,1.36e-12,"","",""
"cg23771366",-0.185,0.035153,1.42e-07,"","",""
"cg23351584",-0.179,0.04099,1.26e-05,"","",""
"cg09044186",0.198,0.047966,3.66e-05,"","",""
"cg10908953",-0.097,0.023433,3.48e-05,"","",""
"cg22512531",0.138,0.027391,4.7e-07,"","",""
"cg09084200",-0.187,0.032344,7.4e-09,"","",""
"cg07066369",-0.206,0.047191,1.27e-05,"","",""
"cg07178945*",0.223,0.038604,7.62e-09,"","",""
"cg23193870",-0.204,0.042765,1.84e-06,"","",""
"cg07986378",-0.185,0.042041,1.08e-05,"","",""
"cg20399616",0.228,0.051667,1.02e-05,"","",""
"cg02583484",-0.147,0.032414,5.76e-06,"","",""
"cg21752525",-0.192,0.044811,1.83e-05,"","",""
"cg01598741",-0.204,0.044152,3.83e-06,"","",""
"cg25165932",0.197,0.045182,1.3e-05,"","",""
"cg02801786",0.146,0.033352,1.2e-05,"","",""
"cg03844971",-0.178,0.041283,1.62e-05,"","",""
"cg21618017",-0.135,0.030938,1.28e-05,"","",""
"cg02869235",0.135,0.032077,2.57e-05,"","",""
"cg25922751",-0.179,0.041992,2.02e-05,"","",""
"cg06419750",0.18,0.043114,2.98e-05,"","",""
"cg22574825",0.202,0.044288,5.09e-06,"","",""
"cg12836863",0.11,0.025805,2.02e-05,"","",""
"cg02985540",-0.112,0.026176,1.88e-05,"","",""
"cg03646329",-0.196,0.039837,8.65e-07,"","",""
"cg04214430",-0.156,0.036625,2.05e-05,"","",""
"cg02003272",-0.173,0.03746,3.87e-06,"","",""
"cg13774342",-0.203,0.040853,6.73e-07,"","",""
"cg18656829",0.207,0.047738,1.45e-05,"","",""
"cg20124610",-0.16,0.032748,1.03e-06,"","",""
"cg00619505",0.147,0.033753,1.33e-05,"","",""
"cg06959340",-0.214,0.051332,3.06e-05,"","",""
"cg02945646",-0.095,0.022931,3.43e-05,"","",""
"cg02150910",0.136,0.032407,2.71e-05,"","",""
"cg22851561",-0.146,0.031625,3.9e-06,"","",""
"cg24996979",-0.172,0.036332,2.2e-06,"","",""
"cg14544289",-0.199,0.042642,3.06e-06,"","",""
"cg13679772",0.149,0.031305,1.94e-06,"","",""
"cg01055824",-0.169,0.037952,8.47e-06,"","",""
"cg20303561",-0.15,0.035439,2.31e-05,"","",""
"cg05284742",-0.181,0.034376,1.4e-07,"","",""
"cg26242531",0.146,0.029045,4.99e-07,"","",""
"cg14977938",0.196,0.044159,9.06e-06,"","",""
"cg19838043",0.185,0.04292,1.63e-05,"","",""
"cg12158535",0.205,0.045968,8.21e-06,"","",""
"cg01513913",-0.347,0.045688,3.08e-14,"","",""
"cg13074055",-0.322,0.049434,7.33e-11,"","",""
"cg23594345",-0.326,0.047327,5.65e-12,"","",""
"cg01208318",-0.32,0.044912,1.04e-12,"","",""
"cg14387626",-0.142,0.025929,4.34e-08,"","",""
"cg27113548",-0.284,0.048456,4.6e-09,"","",""
"cg00980649",-0.281,0.044578,2.91e-10,"","",""
"cg03603381",-0.186,0.044205,2.58e-05,"","",""
"cg14428590",-0.162,0.038987,3.25e-05,"","",""
"cg24687805*",0.158,0.03482,5.69e-06,"","",""
"cg22777952",0.171,0.040105,2.01e-05,"","",""
"cg15451980",0.129,0.031163,3.48e-05,"","",""
"cg26971042",-0.189,0.043331,1.29e-05,"","",""
"cg09747445",-0.141,0.032114,1.13e-05,"","",""
"cg02384859",0.142,0.030942,4.45e-06,"","",""
"cg18946533",0.157,0.037084,2.3e-05,"","",""
"cg14096889",0.184,0.043307,2.15e-05,"","",""
"cg20664238",0.161,0.037912,2.17e-05,"","",""
"cg23161492",-0.31,0.044917,5.14e-12,"","",""
"cg14858469",0.199,0.04666,2e-05,"","",""
"cg07779120",0.251,0.048556,2.35e-07,"","",""
"cg04755561",-0.146,0.033751,1.52e-05,"","",""
"cg06321596",-0.21,0.039914,1.43e-07,"","",""
"cg02304156",0.139,0.0334,3.16e-05,"","",""
"cg07069636",-0.141,0.028807,9.85e-07,"","",""
"cg04528720",0.133,0.029761,7.86e-06,"","",""
"cg08126789",0.179,0.042921,3.04e-05,"","",""
"cg01383486",-0.135,0.031499,1.82e-05,"","",""
"cg04887172",-0.135,0.030733,1.12e-05,"","",""
"cg01107178",0.118,0.02754,1.83e-05,"","",""
"cg02352716",0.128,0.030999,3.64e-05,"","",""
"cg15380836",-0.092,0.02058,7.81e-06,"","",""
"cg03877174",0.154,0.031061,7.12e-07,"","",""
"cg05460226",-0.156,0.035196,9.32e-06,"","",""
"cg02018337",-0.122,0.024161,4.43e-07,"","",""
"cg18150958",-0.229,0.046586,8.85e-07,"","",""
"cg18960216",0.181,0.034793,1.97e-07,"","",""
"cg19572487",-0.304,0.040347,4.9e-14,"","",""
"cg23673974",0.122,0.028498,1.86e-05,"","",""
"cg22807449",-0.183,0.041085,8.42e-06,"","",""
"cg07465627",-0.172,0.03027,1.33e-08,"","",""
"cg08591265",-0.152,0.031521,1.42e-06,"","",""
"cg05248618",0.211,0.048412,1.31e-05,"","",""
"cg07827420",-0.218,0.051194,2.06e-05,"","",""
"cg07324245",-0.108,0.022139,1.07e-06,"","",""
"cg05080154",0.212,0.038856,4.87e-08,"","",""
"cg00073090",-0.169,0.031386,7.26e-08,"","",""
"cg15187398",-0.202,0.041029,8.51e-07,"","",""
"cg07381806",-0.19,0.045971,3.58e-05,"","",""
"cg00378510",-0.193,0.044525,1.46e-05,"","",""
"cg01294327",-0.236,0.046823,4.65e-07,"","",""
"cg14074174",-0.158,0.036988,1.94e-05,"","",""
"cg03172931",0.184,0.040139,4.56e-06,"","",""
"cg11621113",-0.125,0.026002,1.53e-06,"","",""
"cg05339037",-0.171,0.039852,1.78e-05,"","",""
"cg14588779",-0.119,0.027017,1.06e-05,"","",""
"cg09686308",0.173,0.039453,1.16e-05,"","",""
"cg03636183",-0.471,0.041927,2.78e-29,"","",""
"cg15159987",-0.162,0.036475,8.94e-06,"","",""
"cg22678402",-0.093,0.021687,1.8e-05,"","",""
"cg23973524",0.19,0.037763,4.87e-07,"","",""
"cg21473814",0.198,0.044144,7.28e-06,"","",""
"cg01447828",0.233,0.0444,1.54e-07,"","",""
"cg15393221",0.185,0.034908,1.16e-07,"","",""
"cg13668129",-0.099,0.022203,8.24e-06,"","",""
"cg10126923",0.114,0.023859,1.77e-06,"","",""
"cg12916723",0.179,0.041982,2.01e-05,"","",""
"cg01500140",0.106,0.022597,2.72e-06,"","",""
"cg03217253",0.216,0.04221,3.1e-07,"","",""
"cg21733502",-0.197,0.047559,3.44e-05,"","",""
"cg05007126",-0.137,0.032926,3.17e-05,"","",""
"cg13724496",0.189,0.043083,1.15e-05,"","",""
"cg15207742",0.212,0.043938,1.4e-06,"","",""
"cg20344344",-0.159,0.035798,8.93e-06,"","",""
"cg12303084",-0.109,0.025916,2.6e-05,"","",""
"cg07339236",-0.256,0.041712,8.39e-10,"","",""
"cg26736540",0.169,0.04063,3.19e-05,"","",""
"cg06135139",0.222,0.048542,4.8e-06,"","",""
"cg15892280",-0.103,0.023122,8.4e-06,"","",""
"cg23110422",-0.255,0.047768,9.38e-08,"","",""
"cg10204884",-0.164,0.039156,2.81e-05,"","",""
"cg14785479",0.123,0.025242,1.1e-06,"","",""
"cg08548559",-0.154,0.03663,2.62e-05,"","",""
"cg02532700",-0.217,0.045671,2.02e-06,"","",""
"cg26364091",-0.197,0.046017,1.86e-05,"","",""
"cg06008724",0.172,0.039323,1.22e-05,"","",""
"cg04198308",0.195,0.044451,1.15e-05,"","",""
