cpg,beta,se,p,i2,p_het,details
cg20740299,-0.36509,0.0392,1.25E-20,,,
cg26391080,-0.37665,0.0405,1.27E-20,,,
cg02129885,-0.40342,0.0433,1.29E-20,,,
cg14039237,-0.33447,0.0359,1.32E-20,,,
cg16680451,-0.24973,0.0268,1.34E-20,,,
cg01085165,-0.40878,0.0439,1.34E-20,,,
cg04325632,-0.19193,0.0206,1.34E-20,,,
cg03307103,-0.39854,0.0428,1.35E-20,,,
cg03343063,-0.39647,0.0426,1.39E-20,,,
cg21870229,-0.3526,0.0379,1.39E-20,,,
cg17820065,-0.16337,0.0176,1.40E-20,,,
cg03056611,-0.41171,0.0443,1.43E-20,,,
cg10717691,0.33741,0.0363,1.46E-20,,,
cg16453224,-0.30979,0.0333,1.46E-20,,,
cg01056400,-0.44249,0.0476,1.50E-20,,,
cg24854681,-0.36476,0.0393,1.52E-20,,,
cg03724006,-0.46437,0.05,1.53E-20,,,
cg16579429,-0.26346,0.0284,1.56E-20,,,
cg26759223,-0.26732,0.0288,1.70E-20,,,
cg26924223,-0.31222,0.0336,1.70E-20,,,
cg08783616,-0.24141,0.026,1.71E-20,,,
cg15476790,-0.31683,0.0341,1.72E-20,,,
cg17411792,-0.42861,0.0462,1.77E-20,,,
cg11787176,-0.35161,0.0379,1.80E-20,,,
cg12736773,-0.31721,0.0342,1.81E-20,,,
cg16509531,-0.3503,0.0378,1.83E-20,,,
cg07279162,-0.27962,0.0302,1.87E-20,,,
cg03512172,-0.36063,0.0389,1.88E-20,,,
cg26904169,0.2504,0.027,1.89E-20,,,
cg10899768,0.31171,0.0336,1.98E-20,,,
cg00624418,-0.60065,0.0648,2.00E-20,,,
cg01340991,-0.25778,0.0278,2.06E-20,,,
cg07238699,-0.25993,0.0281,2.12E-20,,,
cg19926902,-0.34379,0.0371,2.14E-20,,,
cg05857996,0.21274,0.023,2.20E-20,,,
cg08750534,-0.31636,0.0342,2.21E-20,,,
cg12856447,-0.37915,0.041,2.23E-20,,,
cg13820391,-0.30645,0.0331,2.23E-20,,,
cg01994290,0.18506,0.02,2.27E-20,,,
cg23086519,-0.46388,0.0502,2.28E-20,,,
cg17836612,-0.35765,0.0387,2.30E-20,,,
cg22721796,-0.25064,0.0271,2.31E-20,,,
cg10557907,-0.34778,0.0376,2.39E-20,,,
cg07052737,-0.20715,0.0224,2.40E-20,,,
cg14118175,-0.33933,0.0367,2.40E-20,,,
cg04210566,-0.34662,0.0375,2.40E-20,,,
cg07458308,0.4202,0.0455,2.40E-20,,,
cg11635053,-0.46704,0.0505,2.44E-20,,,
cg11833293,-0.47117,0.051,2.59E-20,,,
cg26654559,-0.41235,0.0447,2.68E-20,,,
cg09941363,-0.23767,0.0258,2.75E-20,,,
cg10543035,0.25261,0.0274,2.76E-20,,,
cg02059080,-0.34686,0.0376,2.78E-20,,,
cg02905900,-0.19422,0.021,2.78E-20,,,
cg07437464,-0.24231,0.0263,2.79E-20,,,
cg18777299,-0.39196,0.0425,2.79E-20,,,
cg18113734,-0.26257,0.0285,2.85E-20,,,
cg12852139,-0.4505,0.0488,2.91E-20,,,
cg18188739,-0.28369,0.0308,2.93E-20,,,
cg15996397,-0.29979,0.0325,2.94E-20,,,
cg16184737,-0.16452,0.0178,2.94E-20,,,
cg24659295,-0.32287,0.035,2.99E-20,,,
cg17451586,-0.32552,0.0353,3.15E-20,,,
cg21037527,-0.41714,0.0453,3.16E-20,,,
cg16267322,-0.4586,0.0498,3.18E-20,,,
cg19927540,-0.441,0.0479,3.20E-20,,,
cg17783135,-0.31805,0.0345,3.27E-20,,,
cg03689403,0.33692,0.0366,3.33E-20,,,
cg06961205,-0.32145,0.0349,3.39E-20,,,
cg13514049,-0.55001,0.0598,3.50E-20,,,
cg05209514,-0.27818,0.0302,3.55E-20,,,
cg14485643,-0.38893,0.0423,3.56E-20,,,
cg16678426,-0.23617,0.0257,3.64E-20,,,
cg03509898,-0.34392,0.0374,3.71E-20,,,
cg01651250,-0.34559,0.0376,3.72E-20,,,
cg00661855,-0.34534,0.0376,3.73E-20,,,
cg04252203,-0.60013,0.0653,3.74E-20,,,
cg04051152,-0.31488,0.0343,3.87E-20,,,
cg03868944,-0.53737,0.0585,3.92E-20,,,
cg02920851,-0.32054,0.0349,3.95E-20,,,
cg15970074,-0.33556,0.0365,3.97E-20,,,
cg09112476,-0.15939,0.0173,4.04E-20,,,
cg03961853,-0.39113,0.0426,4.08E-20,,,
cg19992207,-0.22726,0.0247,4.14E-20,,,
cg11191368,-0.32994,0.0359,4.17E-20,,,
cg17472736,-0.28749,0.0313,4.19E-20,,,
cg21917090,-0.36385,0.0396,4.24E-20,,,
cg19784428,-0.43788,0.0477,4.26E-20,,,
cg23548928,-0.22137,0.0241,4.28E-20,,,
cg10276869,0.28647,0.0312,4.31E-20,,,
cg04858553,-0.46211,0.0504,4.51E-20,,,
cg12157364,-0.41996,0.0458,4.53E-20,,,
cg21448513,-0.25629,0.0279,4.55E-20,,,
cg08069383,-0.27897,0.0304,4.65E-20,,,
cg18159646,-0.32226,0.0352,4.89E-20,,,
cg04973669,-0.25983,0.0283,4.92E-20,,,
cg11919694,-0.16847,0.0184,5.00E-20,,,
cg14849556,-0.21872,0.0239,5.02E-20,,,
cg05949640,-0.1959,0.0214,5.03E-20,,,
cg14834893,-0.38879,0.0424,5.04E-20,,,
cg09578937,-0.35194,0.0384,5.10E-20,,,
cg20941184,-0.32988,0.036,5.22E-20,,,
cg24453118,-0.34812,0.038,5.33E-20,,,
cg04362790,-0.37991,0.0415,5.51E-20,,,
cg19404354,-0.18861,0.0206,5.52E-20,,,
cg01429859,0.40535,0.0443,5.65E-20,,,
cg07979357,-0.24243,0.0265,5.83E-20,,,
cg10610648,-0.23311,0.0255,5.84E-20,,,
cg01443852,-0.30246,0.0331,5.87E-20,,,
cg12691004,-0.29271,0.032,5.88E-20,,,
cg03921357,-0.50467,0.0552,6.01E-20,,,
cg14931683,-0.41166,0.045,6.04E-20,,,
cg13260916,-0.1954,0.0214,6.07E-20,,,
cg18744273,-0.34062,0.0373,6.10E-20,,,
cg23911372,-0.42637,0.0467,6.29E-20,,,
cg10278318,-0.21739,0.0238,6.30E-20,,,
cg24207009,-0.47402,0.0519,6.31E-20,,,
cg07487572,-0.35014,0.0383,6.31E-20,,,
cg07531343,-0.3757,0.0411,6.31E-20,,,
cg13958389,-0.4353,0.0476,6.36E-20,,,
cg00907198,-0.30306,0.0332,6.38E-20,,,
cg08238215,0.30789,0.0337,6.39E-20,,,
cg03834031,-0.33292,0.0364,6.51E-20,,,
cg08884539,-0.25903,0.0284,6.60E-20,,,
cg08224159,-0.51116,0.056,6.62E-20,,,
cg22775642,-0.26714,0.0292,6.65E-20,,,
cg17033810,-0.3488,0.0382,6.81E-20,,,
cg15575375,-0.58041,0.0636,6.88E-20,,,
cg01956614,-0.40897,0.0448,6.93E-20,,,
cg08486065,0.59728,0.0654,7.07E-20,,,
cg07954414,-0.29023,0.0318,7.08E-20,,,
cg06727242,-0.58105,0.0637,7.18E-20,,,
cg09785033,-0.45426,0.0498,7.18E-20,,,
cg00827176,-0.34294,0.0376,7.45E-20,,,
cg02164088,-0.361,0.0396,7.49E-20,,,
cg04113348,-0.36767,0.0403,7.51E-20,,,
cg13187009,0.24433,0.0268,7.52E-20,,,
cg11644052,-0.52238,0.0573,7.53E-20,,,
cg21442182,-0.26611,0.0292,7.56E-20,,,
cg03064940,-0.5502,0.0603,7.73E-20,,,
cg00224471,-0.31644,0.0347,7.84E-20,,,
cg18588000,-0.28451,0.0312,7.90E-20,,,
cg13169491,-0.38981,0.0428,7.92E-20,,,
cg04442388,-0.24524,0.0269,8.00E-20,,,
cg25044876,-0.36093,0.0396,8.03E-20,,,
cg02835421,-0.42824,0.047,8.03E-20,,,
cg15545878,-0.35018,0.0384,8.04E-20,,,
cg04928670,-0.55328,0.0607,8.22E-20,,,
cg08897054,-0.31661,0.0348,8.24E-20,,,
cg19733633,-0.2381,0.0261,8.28E-20,,,
cg14648774,-0.4277,0.047,8.36E-20,,,
cg25685359,-0.36036,0.0396,8.37E-20,,,
cg10693390,-0.33515,0.0368,8.40E-20,,,
cg20638429,-0.31849,0.035,8.55E-20,,,
cg08808615,-0.29206,0.0321,8.56E-20,,,
cg20202438,-0.3197,0.0351,8.66E-20,,,
cg01378512,0.51126,0.0562,8.67E-20,,,
cg26782881,-0.14515,0.0159,8.74E-20,,,
cg07918341,-0.41433,0.0455,8.80E-20,,,
cg20436086,-0.55827,0.0613,8.86E-20,,,
cg05628049,-0.39204,0.0431,9.35E-20,,,
cg17985972,-0.24423,0.0269,9.39E-20,,,
cg19574327,-0.36736,0.0404,9.42E-20,,,
cg01044662,-0.26593,0.0292,9.44E-20,,,
cg16712103,-0.19771,0.0217,9.52E-20,,,
cg17444582,-0.40167,0.0442,9.66E-20,,,
cg10648960,-0.41292,0.0454,9.72E-20,,,
cg23056923,-0.2401,0.0264,9.72E-20,,,
cg23042318,-0.18278,0.0201,9.84E-20,,,
cg03857664,-0.43018,0.0473,9.87E-20,,,
cg27446570,-0.34726,0.0382,9.89E-20,,,
cg23251798,-0.28409,0.0313,9.92E-20,,,
cg25001764,-0.50131,0.0552,9.93E-20,,,
cg00951204,0.41859,0.0461,1.01E-19,,,
cg19660243,-0.28565,0.0314,1.01E-19,,,
cg01541347,-0.27848,0.0306,1.02E-19,,,
cg26426774,-0.28767,0.0317,1.03E-19,,,
cg13909661,-0.51589,0.0568,1.03E-19,,,
cg16944597,-0.40659,0.0448,1.03E-19,,,
cg19919209,-0.29029,0.032,1.05E-19,,,
cg03699566,-0.4222,0.0465,1.05E-19,,,
cg03834909,-0.20732,0.0228,1.05E-19,,,
cg06982229,-0.37774,0.0416,1.07E-19,,,
cg03132729,-0.16347,0.018,1.07E-19,,,
cg13128937,0.40168,0.0442,1.07E-19,,,
cg05083414,-0.38823,0.0428,1.09E-19,,,
cg12744758,-0.38845,0.0428,1.09E-19,,,
cg02382109,-0.27337,0.0301,1.09E-19,,,
cg23356451,-0.28767,0.0317,1.09E-19,,,
cg10806236,-0.26814,0.0295,1.11E-19,,,
cg25102206,-0.34253,0.0377,1.12E-19,,,
cg13328400,-0.20028,0.0221,1.12E-19,,,
cg04075990,-0.3507,0.0386,1.13E-19,,,
cg27651039,-0.26943,0.0297,1.14E-19,,,
cg14384093,-0.25144,0.0277,1.15E-19,,,
cg19003390,-0.36453,0.0402,1.16E-19,,,
cg03072003,-0.28645,0.0316,1.17E-19,,,
cg23720395,-0.30868,0.034,1.17E-19,,,
cg22737478,-0.36056,0.0398,1.19E-19,,,
cg22332066,-0.31296,0.0345,1.20E-19,,,
cg05256420,-0.34976,0.0386,1.20E-19,,,
cg00383220,-0.27079,0.0299,1.24E-19,,,
cg09703323,-0.25687,0.0283,1.25E-19,,,
cg18261491,-0.20914,0.0231,1.26E-19,,,
cg13427748,-0.31917,0.0352,1.27E-19,,,
cg19982668,-0.47076,0.0519,1.28E-19,,,
cg04080005,-0.23915,0.0264,1.30E-19,,,
cg25471715,-0.36411,0.0402,1.32E-19,,,
cg23423191,-0.29011,0.032,1.32E-19,,,
cg06728970,-0.21785,0.0241,1.35E-19,,,
cg23848712,-0.21098,0.0233,1.36E-19,,,
cg22398226,0.35041,0.0387,1.38E-19,,,
cg20309353,-0.24651,0.0272,1.39E-19,,,
cg00164458,-0.20503,0.0227,1.43E-19,,,
cg24676120,-0.41938,0.0463,1.43E-19,,,
cg26986236,-0.17902,0.0198,1.43E-19,,,
cg10279148,-0.36304,0.0401,1.43E-19,,,
cg22420044,-0.34554,0.0382,1.44E-19,,,
cg05991401,-0.14271,0.0158,1.45E-19,,,
cg04074001,-0.3787,0.0419,1.45E-19,,,
cg16207263,-0.26808,0.0296,1.45E-19,,,
cg16389386,-0.31796,0.0351,1.46E-19,,,
cg09498572,0.3174,0.0351,1.46E-19,,,
cg18174404,0.29105,0.0322,1.46E-19,,,
cg13197283,-0.41086,0.0454,1.46E-19,,,
cg22200727,-0.33173,0.0367,1.48E-19,,,
cg25814752,-0.35024,0.0387,1.53E-19,,,
cg05275576,-0.34738,0.0384,1.53E-19,,,
cg10648179,-0.34433,0.0381,1.55E-19,,,
cg08854834,-0.43572,0.0482,1.57E-19,,,
cg03946532,-0.46031,0.0509,1.58E-19,,,
cg24064639,-0.30553,0.0338,1.58E-19,,,
cg24259363,-0.36214,0.0401,1.59E-19,,,
cg10627737,-0.18779,0.0208,1.59E-19,,,
cg08051105,-0.34563,0.0382,1.61E-19,,,
cg17064981,-0.34302,0.038,1.61E-19,,,
cg14323834,-0.34876,0.0386,1.61E-19,,,
cg09794469,-0.30487,0.0337,1.62E-19,,,
cg01753966,-0.26274,0.0291,1.62E-19,,,
cg24595580,-0.26454,0.0293,1.63E-19,,,
cg00428638,-0.36972,0.0409,1.66E-19,,,
cg27552679,0.23491,0.026,1.66E-19,,,
cg25099065,-0.30802,0.0341,1.66E-19,,,
cg18109874,-0.20615,0.0228,1.69E-19,,,
cg17217443,-0.39706,0.044,1.69E-19,,,
cg04591534,-0.29976,0.0332,1.69E-19,,,
cg01421380,-0.19552,0.0216,1.69E-19,,,
cg06033949,-0.3253,0.036,1.73E-19,,,
cg24305156,-0.21814,0.0242,1.73E-19,,,
cg20112500,-0.30421,0.0337,1.74E-19,,,
cg00632364,-0.38899,0.0431,1.77E-19,,,
cg10523671,-0.22979,0.0255,1.77E-19,,,
cg02481642,-0.50295,0.0557,1.77E-19,,,
cg19601328,-0.31033,0.0344,1.80E-19,,,
cg19704902,-0.24396,0.027,1.84E-19,,,
cg13052625,-0.32384,0.0359,1.84E-19,,,
cg19399165,-0.19208,0.0213,1.85E-19,,,
cg02678414,-0.38542,0.0427,1.85E-19,,,
cg06795858,-0.43176,0.0479,1.86E-19,,,
cg14212180,0.42084,0.0467,1.89E-19,,,
cg19257550,-0.33718,0.0374,1.90E-19,,,
cg23547429,-0.25082,0.0278,1.91E-19,,,
cg20052214,-0.38675,0.0429,1.92E-19,,,
cg08754268,-0.22386,0.0248,1.92E-19,,,
cg25581090,0.18781,0.0208,1.99E-19,,,
cg00059652,-0.4613,0.0512,2.00E-19,,,
cg15388210,-0.28251,0.0313,2.00E-19,,,
cg13667150,-0.24754,0.0275,2.00E-19,,,
cg02530222,-0.48321,0.0536,2.02E-19,,,
cg02154914,-0.30877,0.0343,2.03E-19,,,
cg07823755,-0.26273,0.0292,2.05E-19,,,
cg15610488,-0.18738,0.0208,2.05E-19,,,
cg11062417,-0.29822,0.0331,2.09E-19,,,
cg12837463,0.3875,0.043,2.09E-19,,,
cg11599887,-0.47525,0.0528,2.09E-19,,,
cg03218396,-0.27713,0.0308,2.10E-19,,,
cg19721764,-0.47959,0.0532,2.10E-19,,,
cg24625388,0.23228,0.0258,2.10E-19,,,
cg09244244,-0.18743,0.0208,2.13E-19,,,
cg02341578,0.12622,0.014,2.15E-19,,,
cg16516712,-0.40798,0.0453,2.16E-19,,,
cg02205073,-0.52561,0.0584,2.17E-19,,,
cg09555736,-0.38535,0.0428,2.17E-19,,,
cg12419334,-0.39047,0.0434,2.18E-19,,,
cg25963429,-0.38257,0.0425,2.19E-19,,,
cg22053861,0.40009,0.0444,2.19E-19,,,
cg24536827,-0.34741,0.0386,2.21E-19,,,
cg13328209,0.35424,0.0393,2.21E-19,,,
cg16689232,-0.2681,0.0298,2.21E-19,,,
cg20989443,-0.25058,0.0278,2.22E-19,,,
cg18346707,-0.37695,0.0419,2.24E-19,,,
cg26570804,-0.4812,0.0535,2.24E-19,,,
cg05888643,-0.27525,0.0306,2.24E-19,,,
cg20534570,-0.2723,0.0303,2.26E-19,,,
cg03447083,-0.34037,0.0378,2.27E-19,,,
cg22052056,0.13088,0.0145,2.30E-19,,,
cg27172175,-0.5176,0.0575,2.30E-19,,,
cg17639959,-0.2887,0.0321,2.31E-19,,,
cg17884766,-0.23312,0.0259,2.31E-19,,,
cg27171201,0.39769,0.0442,2.35E-19,,,
cg23400122,-0.31283,0.0348,2.35E-19,,,
cg17572155,-0.19102,0.0212,2.39E-19,,,
cg07858113,0.41928,0.0466,2.40E-19,,,
cg00160619,-0.24255,0.027,2.40E-19,,,
cg08693490,-0.33693,0.0375,2.45E-19,,,
cg02571874,-0.33522,0.0373,2.48E-19,,,
cg05618767,-0.34696,0.0386,2.52E-19,,,
cg10585321,-0.17364,0.0193,2.54E-19,,,
cg17698366,0.37856,0.0421,2.54E-19,,,
cg11480534,-0.29797,0.0332,2.56E-19,,,
cg17907520,-0.31644,0.0352,2.57E-19,,,
cg09410389,0.38852,0.0432,2.58E-19,,,
cg01806741,-0.45298,0.0504,2.59E-19,,,
cg26235369,-0.40043,0.0446,2.59E-19,,,
cg10455412,-0.32705,0.0364,2.59E-19,,,
cg16189091,-0.21195,0.0236,2.62E-19,,,
cg26549330,-0.35499,0.0395,2.62E-19,,,
cg02567879,-0.37974,0.0423,2.64E-19,,,
cg14750757,-0.31988,0.0356,2.65E-19,,,
cg01132150,-0.50369,0.0561,2.66E-19,,,
cg02022491,-0.35618,0.0397,2.69E-19,,,
cg07191524,-0.29781,0.0332,2.70E-19,,,
cg18352516,-0.49446,0.0551,2.72E-19,,,
cg00739778,-0.44435,0.0495,2.77E-19,,,
cg12522311,-0.46239,0.0515,2.77E-19,,,
cg00010078,-0.36871,0.0411,2.78E-19,,,
cg08462030,-0.25588,0.0285,2.82E-19,,,
cg01656244,0.56741,0.0632,2.83E-19,,,
cg25006077,-0.28213,0.0314,2.86E-19,,,
cg17862903,0.38169,0.0425,2.87E-19,,,
cg20373544,0.3942,0.0439,2.87E-19,,,
cg07705835,-0.29053,0.0324,2.88E-19,,,
cg25976932,-0.50836,0.0567,2.90E-19,,,
cg25451194,-0.29124,0.0325,2.91E-19,,,
cg18023065,0.32778,0.0365,2.91E-19,,,
cg14624546,-0.35666,0.0398,2.93E-19,,,
cg13358186,-0.24339,0.0271,2.94E-19,,,
cg16379716,-0.34161,0.0381,2.95E-19,,,
cg06318478,-0.21539,0.024,2.96E-19,,,
cg20740845,-0.31069,0.0346,3.01E-19,,,
cg00346898,-0.24573,0.0274,3.01E-19,,,
cg04783764,-0.41848,0.0467,3.04E-19,,,
cg02806733,-0.46072,0.0514,3.04E-19,,,
cg05654164,-0.51882,0.0579,3.06E-19,,,
cg06874144,-0.36398,0.0406,3.07E-19,,,
cg19344626,-0.58004,0.0647,3.07E-19,,,
cg16170708,-0.56765,0.0633,3.10E-19,,,
cg18140071,-0.34801,0.0388,3.11E-19,,,
cg23588462,0.53257,0.0594,3.11E-19,,,
cg02417033,-0.39203,0.0437,3.12E-19,,,
cg04322363,-0.15379,0.0172,3.14E-19,,,
cg08716982,-0.48476,0.0541,3.19E-19,,,
cg08011255,-0.34894,0.0389,3.24E-19,,,
cg15296299,-0.3198,0.0357,3.29E-19,,,
cg02299950,-0.38148,0.0426,3.33E-19,,,
cg10500653,-0.18404,0.0205,3.35E-19,,,
cg05966228,-0.47987,0.0536,3.39E-19,,,
cg15715477,0.33346,0.0372,3.39E-19,,,
cg06144361,-0.44361,0.0495,3.40E-19,,,
cg14348967,-0.33147,0.037,3.40E-19,,,
cg18484958,-0.28322,0.0316,3.41E-19,,,
cg06182359,-0.23788,0.0266,3.41E-19,,,
cg06638913,-0.31923,0.0357,3.42E-19,,,
cg22732770,-0.25849,0.0289,3.42E-19,,,
cg07854959,-0.55277,0.0617,3.44E-19,,,
cg14138540,-0.41785,0.0467,3.45E-19,,,
cg26824326,-0.44004,0.0491,3.45E-19,,,
cg21012061,-0.62178,0.0695,3.48E-19,,,
cg14155327,-0.28184,0.0315,3.49E-19,,,
cg03046611,-0.34625,0.0387,3.52E-19,,,
cg25312229,-0.27922,0.0312,3.54E-19,,,
cg20156545,-0.50812,0.0568,3.54E-19,,,
cg17055993,-0.21324,0.0238,3.55E-19,,,
cg11654922,-0.23687,0.0265,3.55E-19,,,
cg20253872,-0.22639,0.0253,3.56E-19,,,
cg10077239,0.39091,0.0437,3.57E-19,,,
cg02495743,-0.3094,0.0346,3.58E-19,,,
cg18862215,-0.2729,0.0305,3.59E-19,,,
cg13977827,-0.51426,0.0575,3.65E-19,,,
cg05798664,-0.30102,0.0336,3.70E-19,,,
cg03317245,-0.25593,0.0286,3.71E-19,,,
cg00627029,0.17688,0.0198,3.71E-19,,,
cg07558704,-0.43092,0.0482,3.72E-19,,,
cg24749866,-0.30636,0.0343,3.72E-19,,,
cg11196788,-0.39256,0.0439,3.79E-19,,,
cg15840985,0.18272,0.0204,3.80E-19,,,
cg00028429,-0.34336,0.0384,3.80E-19,,,
cg26982321,-0.33465,0.0374,3.81E-19,,,
cg22431309,-0.38939,0.0435,3.84E-19,,,
cg20458244,-0.33456,0.0374,3.85E-19,,,
cg14434062,-0.41981,0.047,3.85E-19,,,
cg21960624,-0.3013,0.0337,3.86E-19,,,
cg10283505,0.2112,0.0236,3.86E-19,,,
cg01902066,-0.15332,0.0171,3.86E-19,,,
cg06245989,-0.43148,0.0483,3.87E-19,,,
cg26020695,-0.5147,0.0576,3.93E-19,,,
cg14840966,-0.48489,0.0542,3.95E-19,,,
cg00566320,-0.3699,0.0414,3.97E-19,,,
cg19759064,-0.30118,0.0337,3.98E-19,,,
cg16081096,-0.41755,0.0467,4.00E-19,,,
cg10390979,-0.2165,0.0242,4.04E-19,,,
cg19956914,-0.27734,0.031,4.04E-19,,,
cg08508763,0.12438,0.0139,4.05E-19,,,
cg00937359,-0.276,0.0309,4.11E-19,,,
cg14120215,-0.29311,0.0328,4.12E-19,,,
