"cpg","beta","se","p","i2","p_het","details"
"cg00876449",0.01514,0.0017,1.02e-18,"","",""
"cg04261665",0.01717,0.0019,1.03e-18,"","",""
"cg06856188",0.01372,0.0016,1.03e-18,"","",""
"cg22025816",0.0221,0.0025,1.07e-18,"","",""
"cg09992653",0.01261,0.0014,1.17e-18,"","",""
"cg23156348",0.01569,0.0018,1.17e-18,"","",""
"cg16242708",0.01789,0.002,1.19e-18,"","",""
"cg02953029",0.01634,0.0019,1.22e-18,"","",""
"cg15656347",0.05056,0.0058,1.65e-18,"","",""
"cg07307332",0.02599,0.003,1.68e-18,"","",""
"cg01802545",0.01825,0.0021,1.75e-18,"","",""
"cg02414646",0.05381,0.0061,1.83e-18,"","",""
"cg24337497",0.00809,9e-04,1.86e-18,"","",""
"cg21036766",0.04153,0.0047,1.89e-18,"","",""
"cg20639658",0.03517,0.004,1.91e-18,"","",""
"cg10328259",0.03401,0.0039,1.94e-18,"","",""
"cg25854178",0.02521,0.0029,2.01e-18,"","",""
"cg08697847",0.01616,0.0018,2.19e-18,"","",""
"cg14148609",0.01179,0.0013,2.2e-18,"","",""
"cg16900255",0.05552,0.0063,2.24e-18,"","",""
"cg04473621",0.01679,0.0019,2.25e-18,"","",""
"cg20431488",0.02585,0.003,2.29e-18,"","",""
"cg08945467",0.02236,0.0026,2.47e-18,"","",""
"cg16153267",0.02513,0.0029,2.49e-18,"","",""
"cg23097277",0.01392,0.0016,2.8e-18,"","",""
"ch.12.2105166R",0.02543,0.0029,3e-18,"","",""
"cg19282745",0.01673,0.0019,3.06e-18,"","",""
"cg11794728",0.01824,0.0021,3.25e-18,"","",""
"cg16296902",0.02666,0.0031,3.78e-18,"","",""
"ch.5.96811951R",0.01495,0.0017,3.99e-18,"","",""
"cg25748121",0.05803,0.0067,4.29e-18,"","",""
"ch.1.4414893F",0.03326,0.0038,4.36e-18,"","",""
"cg07390647",0.01752,0.002,4.39e-18,"","",""
"cg22989942",0.02196,0.0025,4.46e-18,"","",""
"cg14747322",0.01548,0.0018,4.58e-18,"","",""
"cg10558228",0.03413,0.0039,4.89e-18,"","",""
"cg03771282",0.0222,0.0026,4.93e-18,"","",""
"cg10549156",0.00629,7e-04,4.97e-18,"","",""
"cg19160520",0.04379,0.0051,5.26e-18,"","",""
"cg22334880",0.01754,0.002,5.72e-18,"","",""
"cg20891443",0.01405,0.0016,5.99e-18,"","",""
"cg00235260",0.01046,0.0012,6.03e-18,"","",""
"cg02501186",0.01315,0.0015,6.15e-18,"","",""
"cg24428325",0.01255,0.0015,6.4e-18,"","",""
"cg05941299",0.05143,0.006,6.67e-18,"","",""
"ch.8.253600F",0.0573,0.0066,6.82e-18,"","",""
"cg05526438",0.05337,0.0062,6.95e-18,"","",""
"cg26633751",0.01352,0.0016,7e-18,"","",""
"cg16542424",0.01134,0.0013,7.56e-18,"","",""
"cg10538654",0.02074,0.0024,7.62e-18,"","",""
"cg06760277",0.04246,0.0049,7.69e-18,"","",""
"cg04352139",0.01303,0.0015,7.76e-18,"","",""
"cg11060379",0.03117,0.0036,8.05e-18,"","",""
"cg25652742",0.02192,0.0025,8.07e-18,"","",""
"cg02633838",0.02418,0.0028,8.09e-18,"","",""
"cg19167854",0.02759,0.0032,8.32e-18,"","",""
"cg23251254",0.00984,0.0011,8.36e-18,"","",""
"cg01175682",0.01953,0.0023,8.44e-18,"","",""
"cg27176392",-0.02283,0.0027,8.53e-18,"","",""
"cg06746360",0.01306,0.0015,8.89e-18,"","",""
"cg10815202",0.01345,0.0016,8.89e-18,"","",""
"cg26594331",0.02277,0.0027,8.91e-18,"","",""
"cg20716058",0.01183,0.0014,8.97e-18,"","",""
"cg22509054",0.01018,0.0012,9.07e-18,"","",""
"ch.7.1039544R",0.01038,0.0012,9.12e-18,"","",""
"cg03716822",0.01297,0.0015,9.24e-18,"","",""
"cg06536619",0.02064,0.0024,9.31e-18,"","",""
"ch.15.46395492R",0.01298,0.0015,9.38e-18,"","",""
"cg21919448",0.01111,0.0013,9.46e-18,"","",""
"cg24666276",0.04103,0.0048,9.62e-18,"","",""
"cg22363670",0.01627,0.0019,9.68e-18,"","",""
"cg20482364",0.01274,0.0015,9.78e-18,"","",""
"cg22730042",0.01053,0.0012,1.03e-17,"","",""
"cg26775843",0.01765,0.0021,1.04e-17,"","",""
"cg00172408",0.00726,8e-04,1.04e-17,"","",""
"cg16517523",0.01328,0.0016,1.04e-17,"","",""
"cg02956148",0.02264,0.0026,1.05e-17,"","",""
"cg07226140",0.01899,0.0022,1.06e-17,"","",""
"cg15755406",0.0132,0.0015,1.09e-17,"","",""
"cg16705073",0.00969,0.0011,1.09e-17,"","",""
"cg14241138",0.00901,0.0011,1.12e-17,"","",""
"cg16744438",0.02626,0.0031,1.14e-17,"","",""
"cg05778709",0.01799,0.0021,1.15e-17,"","",""
"cg11115005",0.0205,0.0024,1.16e-17,"","",""
"cg14600997",0.00735,9e-04,1.16e-17,"","",""
"cg06890909",0.01665,0.0019,1.17e-17,"","",""
"cg02993340",0.01611,0.0019,1.21e-17,"","",""
"cg15312192",0.03049,0.0036,1.21e-17,"","",""
"cg26807095",-0.01961,0.0023,1.24e-17,"","",""
"cg03528353",0.01691,0.002,1.29e-17,"","",""
"cg16051651",0.01637,0.0019,1.3e-17,"","",""
"cg04465078",0.02663,0.0031,1.3e-17,"","",""
"cg15512534",-0.02139,0.0025,1.34e-17,"","",""
"cg21938149",0.04126,0.0048,1.34e-17,"","",""
"cg10685144",0.01239,0.0015,1.36e-17,"","",""
"cg16623153",-0.01708,0.002,1.37e-17,"","",""
"cg18945601",0.01384,0.0016,1.4e-17,"","",""
"cg06257227",0.02441,0.0029,1.51e-17,"","",""
"cg19799744",0.01209,0.0014,1.51e-17,"","",""
"cg16151362",0.02028,0.0024,1.52e-17,"","",""
"cg26884973",0.02043,0.0024,1.53e-17,"","",""
"cg23881971",0.01962,0.0023,1.54e-17,"","",""
"cg09074817",0.02429,0.0028,1.58e-17,"","",""
"cg21209911",0.01007,0.0012,1.58e-17,"","",""
"cg24073074",0.01673,0.002,1.59e-17,"","",""
"cg05598969",0.01278,0.0015,1.61e-17,"","",""
"cg07636095",0.0185,0.0022,1.62e-17,"","",""
"cg07498937",0.02379,0.0028,1.63e-17,"","",""
"cg05952494",0.01411,0.0017,1.72e-17,"","",""
"cg16535999",0.01334,0.0016,1.73e-17,"","",""
"cg02659117",0.02452,0.0029,1.75e-17,"","",""
"cg22087953",0.02943,0.0035,1.78e-17,"","",""
"cg19383689",0.00776,9e-04,1.78e-17,"","",""
"cg17955575",0.01094,0.0013,1.82e-17,"","",""
"cg10700459",0.0337,0.004,1.88e-17,"","",""
"cg23241045",0.0167,0.002,1.91e-17,"","",""
"cg17771150",0.01222,0.0014,1.91e-17,"","",""
"cg20682991",0.02013,0.0024,1.99e-17,"","",""
"cg14938514",0.00593,7e-04,2e-17,"","",""
"cg15526406",0.01373,0.0016,2.01e-17,"","",""
"cg04093225",0.01572,0.0019,2.05e-17,"","",""
"cg23490077",-0.01598,0.0019,2.06e-17,"","",""
"cg09225658",0.01885,0.0022,2.07e-17,"","",""
"cg02402141",-0.01602,0.0019,2.08e-17,"","",""
"cg04199911",0.01219,0.0014,2.11e-17,"","",""
"cg26530701",0.03617,0.0043,2.12e-17,"","",""
"cg21109013",0.01414,0.0017,2.16e-17,"","",""
"cg13928520",0.03699,0.0044,2.17e-17,"","",""
"cg18843373",0.01261,0.0015,2.18e-17,"","",""
"cg27167195",0.0279,0.0033,2.18e-17,"","",""
"cg11859594",0.01386,0.0016,2.19e-17,"","",""
"cg09048334",0.04406,0.0052,2.22e-17,"","",""
"cg13313214",-0.01692,0.002,2.27e-17,"","",""
"cg00563768",0.03426,0.004,2.29e-17,"","",""
"cg07180182",0.03027,0.0036,2.34e-17,"","",""
"cg01973725",0.04553,0.0054,2.36e-17,"","",""
"cg00756251",0.01876,0.0022,2.37e-17,"","",""
"cg01449321",0.01615,0.0019,2.4e-17,"","",""
"cg16662489",0.0148,0.0017,2.43e-17,"","",""
"cg07471052",-0.01696,0.002,2.46e-17,"","",""
"cg16282160",-0.01556,0.0018,2.49e-17,"","",""
"cg23484278",0.01184,0.0014,2.49e-17,"","",""
"cg02711724",0.06412,0.0076,2.51e-17,"","",""
"cg26373411",0.01396,0.0016,2.55e-17,"","",""
"cg22521096",0.01862,0.0022,2.57e-17,"","",""
"cg11696475",0.00828,0.001,2.57e-17,"","",""
"cg10563284",0.01602,0.0019,2.59e-17,"","",""
"cg13489694",0.01748,0.0021,2.59e-17,"","",""
"cg04759335",0.01347,0.0016,2.61e-17,"","",""
"cg15693573",0.01577,0.0019,2.62e-17,"","",""
"cg08763584",0.02372,0.0028,2.73e-17,"","",""
"cg08540602",0.01433,0.0017,2.75e-17,"","",""
"cg19239199",0.01477,0.0017,2.76e-17,"","",""
"cg21595526",0.00616,7e-04,2.78e-17,"","",""
"cg16601515",0.00664,8e-04,2.8e-17,"","",""
"cg05851042",-0.02447,0.0029,2.85e-17,"","",""
"cg12691427",-0.02211,0.0026,2.88e-17,"","",""
"cg17152658",0.00689,8e-04,2.92e-17,"","",""
"cg12802356",0.01028,0.0012,2.94e-17,"","",""
"cg18074450",-0.01741,0.0021,2.96e-17,"","",""
"cg11225090",0.01498,0.0018,2.96e-17,"","",""
"cg01460694",-0.03955,0.0047,3e-17,"","",""
"cg04791162",0.05459,0.0065,3.1e-17,"","",""
"cg07922204",0.05769,0.0068,3.11e-17,"","",""
"cg24108215",0.03005,0.0036,3.26e-17,"","",""
"cg18803079",0.04811,0.0057,3.32e-17,"","",""
"cg07325562",0.01626,0.0019,3.35e-17,"","",""
"cg14404146",0.02699,0.0032,3.38e-17,"","",""
"cg07933076",0.01168,0.0014,3.4e-17,"","",""
"cg13089318",0.02449,0.0029,3.41e-17,"","",""
"cg16689267",0.01269,0.0015,3.43e-17,"","",""
"cg24792272",0.01631,0.0019,3.5e-17,"","",""
"cg13716638",0.01316,0.0016,3.55e-17,"","",""
"cg10291648",0.00594,7e-04,3.55e-17,"","",""
"cg02705374",0.01266,0.0015,3.58e-17,"","",""
"cg16505687",0.01537,0.0018,3.59e-17,"","",""
"cg02852989",0.01609,0.0019,3.62e-17,"","",""
"cg25433490",0.00839,0.001,3.66e-17,"","",""
"cg22736444",0.01154,0.0014,3.69e-17,"","",""
"cg14529146",0.01621,0.0019,3.7e-17,"","",""
"cg06180915",0.02099,0.0025,3.72e-17,"","",""
"cg10878944",0.02341,0.0028,3.76e-17,"","",""
"cg15701622",0.01256,0.0015,3.78e-17,"","",""
"cg08400814",0.02286,0.0027,3.78e-17,"","",""
"cg25724837",-0.01475,0.0018,3.87e-17,"","",""
"cg10263335",0.04152,0.0049,3.89e-17,"","",""
"cg08435936",0.01251,0.0015,3.9e-17,"","",""
"cg00040380",0.01534,0.0018,3.97e-17,"","",""
"cg01775044",0.01107,0.0013,4e-17,"","",""
"cg07353306",-0.01683,0.002,4.07e-17,"","",""
"cg03229627",0.03314,0.0039,4.23e-17,"","",""
"cg04332545",0.01367,0.0016,4.31e-17,"","",""
"cg03925135",0.01306,0.0016,4.39e-17,"","",""
"cg01928902",0.01265,0.0015,4.48e-17,"","",""
"cg08386886",0.03145,0.0037,4.49e-17,"","",""
"cg10382139",0.01535,0.0018,4.49e-17,"","",""
"cg13231700",0.02991,0.0036,4.55e-17,"","",""
"cg25836271",0.01319,0.0016,4.6e-17,"","",""
"cg17127587",0.01348,0.0016,4.64e-17,"","",""
"cg05759269",0.01118,0.0013,4.7e-17,"","",""
"cg03526905",0.01414,0.0017,4.7e-17,"","",""
"cg14520079",0.03793,0.0045,4.75e-17,"","",""
"cg24327472",0.01712,0.002,4.76e-17,"","",""
"cg19320816",0.00811,0.001,4.8e-17,"","",""
"cg06972153",0.01506,0.0018,4.83e-17,"","",""
"cg01368133",0.00608,7e-04,4.84e-17,"","",""
"cg04835925",0.03212,0.0038,4.91e-17,"","",""
"cg18928153",0.02269,0.0027,4.97e-17,"","",""
"cg11075029",0.01764,0.0021,5.05e-17,"","",""
"cg23488578",-0.01977,0.0024,5.1e-17,"","",""
"cg02250263",0.01215,0.0014,5.23e-17,"","",""
"cg05164185",0.02342,0.0028,5.26e-17,"","",""
"cg09247736",-0.02365,0.0028,5.28e-17,"","",""
"cg00873974",0.03625,0.0043,5.33e-17,"","",""
"cg01778114",0.00993,0.0012,5.33e-17,"","",""
"cg16328540",0.01824,0.0022,5.34e-17,"","",""
"cg21606744",0.03455,0.0041,5.4e-17,"","",""
"cg13859541",0.01052,0.0013,5.4e-17,"","",""
"cg13690785",-0.02073,0.0025,5.42e-17,"","",""
"ch.3.2967002F",0.04162,0.005,5.6e-17,"","",""
"cg24482286",0.01767,0.0021,5.62e-17,"","",""
"cg06900938",0.01302,0.0016,5.68e-17,"","",""
"cg07220152",0.01192,0.0014,5.76e-17,"","",""
"cg09664550",0.0176,0.0021,5.77e-17,"","",""
"cg20291033",0.01613,0.0019,5.78e-17,"","",""
"cg13670057",-0.0172,0.0021,6.01e-17,"","",""
"cg10137155",0.01592,0.0019,6.06e-17,"","",""
"cg12848220",0.00794,9e-04,6.14e-17,"","",""
"cg05333569",0.01227,0.0015,6.18e-17,"","",""
"cg02537960",0.00987,0.0012,6.34e-17,"","",""
"cg02768390",0.02327,0.0028,6.36e-17,"","",""
"cg05912584",0.01271,0.0015,6.39e-17,"","",""
"cg27619149",0.00941,0.0011,6.39e-17,"","",""
"cg23729050",0.00962,0.0012,6.4e-17,"","",""
"cg27249422",0.00785,9e-04,6.42e-17,"","",""
"cg00611535",0.01592,0.0019,6.43e-17,"","",""
"cg19273995",0.01367,0.0016,6.47e-17,"","",""
"cg19877371",0.02029,0.0024,6.52e-17,"","",""
"cg24176037",0.02267,0.0027,6.53e-17,"","",""
"cg03715931",-0.01755,0.0021,6.54e-17,"","",""
"cg11654553",0.01442,0.0017,6.56e-17,"","",""
"cg18949786",0.01451,0.0017,6.59e-17,"","",""
"cg21715488",0.01492,0.0018,6.62e-17,"","",""
"cg03757730",0.02886,0.0035,6.68e-17,"","",""
"cg12019814",0.02408,0.0029,6.71e-17,"","",""
"cg11042866",0.02311,0.0028,6.75e-17,"","",""
"cg14964658",0.01155,0.0014,6.81e-17,"","",""
"cg15039510",0.01574,0.0019,6.81e-17,"","",""
"cg26531737",0.01131,0.0014,6.94e-17,"","",""
"cg22322663",0.0117,0.0014,7.01e-17,"","",""
"cg01381374",0.0679,0.0081,7.1e-17,"","",""
"cg13580710",0.00918,0.0011,7.16e-17,"","",""
"cg10894102",0.01729,0.0021,7.16e-17,"","",""
"cg13598865",0.0123,0.0015,7.19e-17,"","",""
"cg00308909",0.01903,0.0023,7.28e-17,"","",""
"cg14631703",0.01243,0.0015,7.29e-17,"","",""
"cg08365438",0.03616,0.0043,7.36e-17,"","",""
"cg19803081",0.01928,0.0023,7.38e-17,"","",""
"cg25739835",0.01371,0.0016,7.39e-17,"","",""
"cg25267392",-0.01765,0.0021,7.47e-17,"","",""
"cg23881482",0.01045,0.0013,7.49e-17,"","",""
"cg00754027",0.04008,0.0048,7.54e-17,"","",""
"cg00885506",0.01549,0.0019,7.56e-17,"","",""
"cg01052699",-0.01501,0.0018,7.61e-17,"","",""
"cg15621322",0.02221,0.0027,7.61e-17,"","",""
"cg04867406",-0.01405,0.0017,7.64e-17,"","",""
"cg15923042",0.01144,0.0014,7.67e-17,"","",""
"cg07466085",0.01079,0.0013,7.68e-17,"","",""
"cg26487629",0.03999,0.0048,7.7e-17,"","",""
"cg19250579",0.02185,0.0026,7.71e-17,"","",""
"cg19510699",0.04173,0.005,7.86e-17,"","",""
"cg05165025",0.01849,0.0022,7.92e-17,"","",""
"cg13755023",0.01043,0.0013,7.94e-17,"","",""
"cg24548869",0.00636,8e-04,7.97e-17,"","",""
"cg13834896",0.0119,0.0014,8.03e-17,"","",""
"cg14004673",0.00565,7e-04,8.08e-17,"","",""
"cg27378890",0.03051,0.0037,8.08e-17,"","",""
"cg11441693",0.01432,0.0017,8.22e-17,"","",""
"cg00223042",0.02299,0.0028,8.28e-17,"","",""
"cg05357347",0.04719,0.0057,8.3e-17,"","",""
"cg19809636",0.02152,0.0026,8.32e-17,"","",""
"cg27536151",-0.01516,0.0018,8.36e-17,"","",""
"cg26751580",0.00831,0.001,8.37e-17,"","",""
"cg02393525",0.01238,0.0015,8.44e-17,"","",""
"cg05364508",0.01753,0.0021,8.49e-17,"","",""
"ch.17.30079097F",0.01412,0.0017,8.51e-17,"","",""
"cg00470934",0.00928,0.0011,8.52e-17,"","",""
"cg02537587",0.01212,0.0015,8.52e-17,"","",""
"cg02271790",0.01329,0.0016,8.58e-17,"","",""
"cg08254315",0.02517,0.003,8.58e-17,"","",""
"cg18924222",0.02172,0.0026,8.61e-17,"","",""
"cg17100207",0.00778,9e-04,8.65e-17,"","",""
"cg00763679",0.01236,0.0015,8.67e-17,"","",""
"cg08188993",0.02525,0.003,8.69e-17,"","",""
"cg25100604",0.02352,0.0028,8.71e-17,"","",""
"cg16442226",0.0095,0.0011,8.73e-17,"","",""
"cg03372365",0.00898,0.0011,8.83e-17,"","",""
"cg06338016",-0.01566,0.0019,8.89e-17,"","",""
"cg21908110",0.01726,0.0021,9.12e-17,"","",""
"cg08711724",0.01194,0.0014,9.12e-17,"","",""
"cg23752198",0.01254,0.0015,9.23e-17,"","",""
"cg09869791",0.01639,0.002,9.58e-17,"","",""
"cg09715682",0.00673,8e-04,9.6e-17,"","",""
"cg22314314",0.01334,0.0016,9.66e-17,"","",""
"ch.1.28801140F",0.01214,0.0015,9.74e-17,"","",""
"cg14722975",0.02001,0.0024,9.76e-17,"","",""
"cg17633300",-0.01701,0.002,9.77e-17,"","",""
"cg07530363",0.01062,0.0013,9.88e-17,"","",""
"cg17454263",0.03016,0.0036,9.96e-17,"","",""
"cg17850538",0.01855,0.0022,1.01e-16,"","",""
"cg18445047",0.01203,0.0014,1.03e-16,"","",""
"cg20239949",0.0117,0.0014,1.05e-16,"","",""
"cg15538418",0.01312,0.0016,1.05e-16,"","",""
"cg12835342",0.01759,0.0021,1.05e-16,"","",""
"cg22712329",0.01851,0.0022,1.06e-16,"","",""
"cg24048921",0.03474,0.0042,1.06e-16,"","",""
"cg01303385",-0.01499,0.0018,1.06e-16,"","",""
"cg21703538",0.01134,0.0014,1.07e-16,"","",""
"cg18906283",0.0253,0.003,1.07e-16,"","",""
"cg18261223",0.01478,0.0018,1.08e-16,"","",""
"cg27077250",0.01147,0.0014,1.09e-16,"","",""
"cg26910651",0.00858,0.001,1.09e-16,"","",""
"cg17484629",0.00694,8e-04,1.1e-16,"","",""
"cg25342481",0.03819,0.0046,1.1e-16,"","",""
"cg13497506",0.00789,0.001,1.11e-16,"","",""
"cg09154558",0.01171,0.0014,1.11e-16,"","",""
"ch.2.1436611R",0.00919,0.0011,1.12e-16,"","",""
"cg00669212",0.03554,0.0043,1.13e-16,"","",""
"cg14906565",0.01362,0.0016,1.13e-16,"","",""
"cg19837214",0.03209,0.0039,1.13e-16,"","",""
"cg16121444",0.00914,0.0011,1.14e-16,"","",""
"cg26815471",0.01361,0.0016,1.16e-16,"","",""
"cg22942971",0.00905,0.0011,1.16e-16,"","",""
"cg01088528",0.01579,0.0019,1.16e-16,"","",""
"cg11743291",0.01299,0.0016,1.17e-16,"","",""
"cg15334380",-0.01616,0.002,1.19e-16,"","",""
"cg21735676",0.02045,0.0025,1.2e-16,"","",""
"cg05237932",0.01382,0.0017,1.2e-16,"","",""
"cg12002882",0.01188,0.0014,1.21e-16,"","",""
"cg25402112",-0.02277,0.0027,1.21e-16,"","",""
"cg16710124",-0.01861,0.0022,1.22e-16,"","",""
"cg07845895",0.01729,0.0021,1.23e-16,"","",""
"cg22443490",0.02594,0.0031,1.24e-16,"","",""
"cg11177955",0.00888,0.0011,1.24e-16,"","",""
"cg24349400",0.01786,0.0022,1.24e-16,"","",""
"cg07980518",0.01092,0.0013,1.25e-16,"","",""
"cg05399707",0.01229,0.0015,1.29e-16,"","",""
"cg07914629",0.01061,0.0013,1.32e-16,"","",""
"cg18136311",0.01217,0.0015,1.33e-16,"","",""
"cg18091465",0.02999,0.0036,1.34e-16,"","",""
"cg01207623",0.00825,0.001,1.35e-16,"","",""
"cg13813623",0.01273,0.0015,1.36e-16,"","",""
"cg21434807",0.01406,0.0017,1.38e-16,"","",""
"cg26083836",0.01322,0.0016,1.38e-16,"","",""
"cg03627295",0.04524,0.0055,1.38e-16,"","",""
"cg00688900",0.01169,0.0014,1.38e-16,"","",""
"cg19871564",0.01316,0.0016,1.39e-16,"","",""
"cg12286194",0.01029,0.0012,1.4e-16,"","",""
"cg19791395",0.01686,0.002,1.43e-16,"","",""
"cg01686115",0.0123,0.0015,1.46e-16,"","",""
"cg25514947",0.01467,0.0018,1.46e-16,"","",""
"cg18872778",0.01177,0.0014,1.47e-16,"","",""
"cg26829318",0.01215,0.0015,1.48e-16,"","",""
"cg14214685",0.01086,0.0013,1.48e-16,"","",""
"cg06014401",0.01623,0.002,1.5e-16,"","",""
"cg27215765",0.01284,0.0016,1.5e-16,"","",""
"cg12458866",0.01084,0.0013,1.51e-16,"","",""
"cg17372745",0.01239,0.0015,1.53e-16,"","",""
"cg00325919",0.01102,0.0013,1.53e-16,"","",""
"cg16880597",0.02,0.0024,1.56e-16,"","",""
"cg00720764",0.01066,0.0013,1.57e-16,"","",""
"cg23730575",0.01145,0.0014,1.64e-16,"","",""
"cg12683880",-0.01326,0.0016,1.64e-16,"","",""
"cg08269986",0.02356,0.0029,1.65e-16,"","",""
"cg03750587",0.01845,0.0022,1.65e-16,"","",""
"cg06286028",0.0144,0.0017,1.65e-16,"","",""
"cg04229238",0.01323,0.0016,1.66e-16,"","",""
"cg21703068",0.00574,7e-04,1.66e-16,"","",""
"cg00129481",0.00929,0.0011,1.66e-16,"","",""
"cg11743795",0.01189,0.0014,1.67e-16,"","",""
"cg02795700",0.01923,0.0023,1.67e-16,"","",""
"cg17689206",0.01349,0.0016,1.68e-16,"","",""
"cg08018809",-0.01985,0.0024,1.69e-16,"","",""
"cg18327107",0.01405,0.0017,1.69e-16,"","",""
"cg19157140",0.0075,9e-04,1.69e-16,"","",""
"cg02584969",0.00966,0.0012,1.71e-16,"","",""
"cg08294750",0.02414,0.0029,1.72e-16,"","",""
"cg07044032",0.00992,0.0012,1.72e-16,"","",""
"cg14582298",0.01355,0.0016,1.73e-16,"","",""
"cg06060335",0.01309,0.0016,1.73e-16,"","",""
"cg15600398",0.02307,0.0028,1.74e-16,"","",""
