"cpg","beta","se","p","i2","p_het","details"
"cg14221264",0.308097279,0.074817,3.82186e-05,"","","MCNP"
"cg13165983",-0.133973579,0.032584,3.92893e-05,"","","MCPP"
"ch.6.20366279F",-0.265522982,0.06458,3.92994e-05,"","","MEOHP"
"cg08781738",-0.185754055,0.0452,3.96299e-05,"","","MEHP"
"cg00732656",-0.147608213,0.03597,4.06689e-05,"","","MCPP"
"cg14780466",0.557657713,0.135918,4.07996e-05,"","","MCPP"
"cg06489912",-0.138409799,0.033769,4.15371e-05,"","","MCPP"
"cg14789214",0.067373536,0.016448,4.20104e-05,"","","MEP"
"cg00357238",1.131481067,0.276572,4.29363e-05,"","","MCPP"
"cg23125608",0.191122551,0.046737,4.32689e-05,"","","MCPP"
"cg26228943",1.422646184,0.347961,4.34141e-05,"","","MBzP"
"cg10912509",0.193512756,0.047413,4.47585e-05,"","","MCPP"
"cg18066206",-0.154389006,0.037848,4.51886e-05,"","","MBzP"
"cg06717068",-0.178649966,0.043797,4.5213e-05,"","","MCPP"
"cg23346227",-0.247456495,0.060732,4.61001e-05,"","","MEHHP"
"cg12006544",-0.135201705,0.033185,4.61712e-05,"","","MCPP"
"cg25880593",0.45453864,0.111652,4.68045e-05,"","","Sum LMW"
"cg27438889",-0.227892094,0.056008,4.72244e-05,"","","MCNP"
"cg23346227",-0.238442659,0.05866,4.80746e-05,"","","MEOHP"
"cg26840757",-0.192151244,0.047377,4.99649e-05,"","","Sum LMW"
"cg07517944",-0.115315874,0.028476,5.13179e-05,"","","MiBP"
"cg11063167",1.170986084,0.289258,5.16028e-05,"","","MCPP"
"cg16805117",0.260809999,0.064512,5.28072e-05,"","","MCPP"
"cg15995704",-0.180525275,0.044719,5.41732e-05,"","","MCPP"
"cg19139193",-0.092156745,0.022907,5.74507e-05,"","","MCPP"
"cg00784671",-0.255321364,0.063502,5.803e-05,"","","MCPP"
"cg24076502",-0.131572131,0.032748,5.87628e-05,"","","MBzP"
"cg14461511",-0.151994392,0.03784,5.89943e-05,"","","MECPP"
"cg09829551",0.181410356,0.04519,5.9589e-05,"","","MCNP"
"cg25880593",0.411084418,0.102439,5.99641e-05,"","","MEP"
"cg11035992",-0.220387281,0.054923,6.00389e-05,"","","MBzP"
"cg01669242",-0.175186601,0.043667,6.0246e-05,"","","MBP"
"cg06532379",0.103813008,0.02588,6.03811e-05,"","","MCPP"
"cg15049933",-0.205129825,0.051159,6.08056e-05,"","","MBP"
"cg14981960",-0.177580503,0.044336,6.19382e-05,"","","Sum LMW"
"cg22675660",-0.214281936,0.053512,6.2185e-05,"","","MBP"
"cg01708493",0.395204719,0.098711,6.23685e-05,"","","MEHHP"
"ch.6.20366279F",-0.294709751,0.073663,6.31339e-05,"","","Sum DEHP"
"cg24337173",-0.206843797,0.051712,6.33595e-05,"","","MBP"
"cg21295088",0.122205932,0.030564,6.37805e-05,"","","MCPP"
"cg21181547",-0.124552947,0.03117,6.44399e-05,"","","MBzP"
"cg18011273",-0.216918893,0.054331,6.53678e-05,"","","MECPP"
"cg06961160",-0.142158884,0.035615,6.5634e-05,"","","MCPP"
"cg19919720",-0.144930496,0.036326,6.61664e-05,"","","MBzP"
"cg24849517",-0.169699414,0.042543,6.63837e-05,"","","Sum DEHP"
"cg00660452",-0.234005701,0.058667,6.64298e-05,"","","MBP"
"cg14483283",0.167867065,0.042101,6.68371e-05,"","","MCPP"
"cg23346227",-0.242579796,0.060847,6.69953e-05,"","","MBP"
"cg22304418",-0.213185222,0.053537,6.83261e-05,"","","MEOHP"
"cg09075137",-0.167857833,0.042216,7.00385e-05,"","","MCPP"
"cg00656991",-0.1990992,0.050096,7.05699e-05,"","","MBP"
"cg25920207",0.104248537,0.02624,7.09959e-05,"","","MCPP"
"cg17238412",0.163403385,0.041177,7.23781e-05,"","","MEP"
"cg11658047",0.106135974,0.026753,7.26952e-05,"","","MCPP"
"cg19919720",-0.148704719,0.037487,7.28283e-05,"","","MBP"
"cg05246303",0.155866868,0.03935,7.46152e-05,"","","MCPP"
"cg02442745",0.181679804,0.04588,7.4988e-05,"","","MEP"
"cg18518111",-0.27998675,0.070709,7.5037e-05,"","","MBP"
"cg16426870",0.304050082,0.076787,7.50627e-05,"","","MCPP"
"cg20339230",0.118582213,0.029966,7.5834e-05,"","","MCNP"
"cg21741562",0.325792563,0.08237,7.64575e-05,"","","MCPP"
"cg09502069",-0.219043836,0.055401,7.69165e-05,"","","MBP"
"cg11932564",0.21522356,0.054437,7.69743e-05,"","","MCPP"
"cg03026611",0.381206729,0.096493,7.79475e-05,"","","MCPP"
"cg02486904",0.131591997,0.033315,7.81568e-05,"","","MCNP"
"cg21191592",-0.181865107,0.046086,7.93842e-05,"","","MCPP"
"cg22996308",-0.161613202,0.040978,8.01648e-05,"","","MECPP"
"cg19711075",0.106161945,0.026929,8.0705e-05,"","","MCPP"
"cg18236745",-0.084369762,0.021415,8.1581e-05,"","","MEP"
"cg17888096",1.566049964,0.39751,8.15997e-05,"","","MECPP"
"cg26840757",-0.170917352,0.043392,8.18585e-05,"","","MEP"
"cg06288251",0.11610421,0.029486,8.23127e-05,"","","MCPP"
"cg06812668",-0.2069815,0.052572,8.24617e-05,"","","MEOHP"
"cg11253592",-0.201271846,0.051123,8.25126e-05,"","","MBP"
"cg19969778",1.300422828,0.330328,8.25898e-05,"","","MBzP"
"cg15542657",0.11516609,0.029259,8.28407e-05,"","","MCNP"
"ch.6.93211F",0.334340771,0.084948,8.29179e-05,"","","MCNP"
"cg00632379",-0.136457058,0.034674,8.30598e-05,"","","MCPP"
"cg12912293",-0.196582231,0.049963,8.33604e-05,"","","MECPP"
"cg25510643",0.165597559,0.042113,8.41508e-05,"","","MEP"
"cg25552655",-0.807392049,0.205392,8.46031e-05,"","","MEP"
"cg06225476",-0.174992333,0.044533,8.51174e-05,"","","MEHHP"
"cg07703701",-0.179388844,0.045693,8.6389e-05,"","","MEHP"
"cg00250422",0.142582608,0.03635,8.76203e-05,"","","MCNP"
"cg14576962",0.12336015,0.031453,8.78148e-05,"","","MCPP"
"cg10831324",-0.133319769,0.033994,8.7882e-05,"","","MBzP"
"cg00015319",0.107236831,0.027361,8.87698e-05,"","","MEOHP"
"cg18011273",-0.20159192,0.051441,8.89426e-05,"","","Sum DEHP"
"cg06332484",-0.278075515,0.070979,8.94018e-05,"","","MCNP"
"cg14270348",0.471415834,0.120386,9.00769e-05,"","","MCPP"
"cg04184623",0.052907913,0.013516,9.06439e-05,"","","MCPP"
"cg14281165",-0.346192803,0.08846,9.09482e-05,"","","MECPP"
"cg04517747",-0.143576799,0.036687,9.0963e-05,"","","MCPP"
"cg04586299",-0.10297674,0.026325,9.16564e-05,"","","MECPP"
"cg00870179",0.075774123,0.019396,9.3607e-05,"","","MCPP"
"cg14789214",0.070240534,0.017991,9.4522e-05,"","","Sum LMW"
"cg18011273",-0.175645611,0.044996,9.47716e-05,"","","MEOHP"
"cg01543307",-0.248663888,0.063708,9.49457e-05,"","","MECPP"
"cg03973379",-0.183549613,0.04703,9.50782e-05,"","","MBP"
"cg06647446",-0.176894882,0.045326,9.51223e-05,"","","MBP"
"cg19682835",-0.12687361,0.032514,9.5363e-05,"","","MCPP"
"cg03157795",-0.131413459,0.033688,9.5823e-05,"","","MBP"
"cg24849517",-0.175318051,0.04498,9.71185e-05,"","","MECPP"
"cg06225476",-0.190622716,0.048923,9.76338e-05,"","","Sum DEHP"
"cg02508848",0.152500052,0.039171,9.89436e-05,"","","MCPP"
"cg15713389",-0.106364708,0.027333,9.96547e-05,"","","MEP"
"cg25266603",-0.106231066,0.027304,9.99368e-05,"","","MEP"
