"cpg","beta","se","p","i2","p_het","details"
"cg13156014",-0.0084,0.00175,1.67e-06,"","",""
"cg15619643",0.0041,0.00086,1.73e-06,"","",""
"cg21988233",-0.0037,0.00078,1.83e-06,"","",""
"cg00912467",-0.0018,0.00038,1.89e-06,"","",""
"cg02246055",-0.0072,0.00151,1.98e-06,"","",""
"cg26106417",0.0112,0.00236,2.01e-06,"","",""
"cg00788025",0.0125,0.00264,2.1e-06,"","",""
"cg20999912",-0.0046,0.00097,2.14e-06,"","",""
"cg04499648",-0.0066,0.0014,2.39e-06,"","",""
"cg15866039",0.0038,0.00081,2.4e-06,"","",""
"cg17067226",0.0066,0.0014,2.38e-06,"","",""
"cg02785870",0.0046,0.00098,2.78e-06,"","",""
"cg08994336",0.0047,0.001,2.87e-06,"","",""
"cg15681462",-0.0067,0.00143,2.89e-06,"","",""
"cg17507360",-0.0017,0.00036,2.83e-06,"","",""
"cg19364879",-0.0015,0.00032,2.89e-06,"","",""
"cg19939555",-0.0014,3e-04,2.88e-06,"","",""
"cg26420566",0.0024,0.00051,2.77e-06,"","",""
"cg23570378",-0.0019,0.00041,3.12e-06,"","",""
"cg26649251",-0.002,0.00043,3.15e-06,"","",""
"cg15709401",-0.0029,0.00062,3.3e-06,"","",""
"cg24300347",0.0033,0.00071,3.31e-06,"","",""
"cg15393234",-0.0019,0.00041,3.43e-06,"","",""
"cg13175786",-0.0149,0.00321,3.56e-06,"","",""
"cg12824106",-0.001,0.00022,3.66e-06,"","",""
"cg03189210",-0.0064,0.00138,3.81e-06,"","",""
"cg25872852",-0.0034,0.00074,3.94e-06,"","",""
"cg22805796",-0.0024,0.00052,4.02e-06,"","",""
"cg18633197",-0.0076,0.00165,4.12e-06,"","",""
"cg11845050",-0.0018,0.00039,4.25e-06,"","",""
"cg21536328",0.0033,0.00072,4.5e-06,"","",""
"ch.2.1123873R",-0.0035,0.00076,4.52e-06,"","",""
"cg21818333",-0.0018,0.00039,4.61e-06,"","",""
"cg00140813",-0.0036,0.00079,4.7e-06,"","",""
"cg03021505",-0.006,0.00131,4.75e-06,"","",""
"cg06783814",-0.0058,0.00127,4.92e-06,"","",""
"cg27656786",-0.0109,0.00239,5.03e-06,"","",""
"cg05306943",0.0034,0.00075,5.33e-06,"","",""
"cg12693595",-0.0022,0.00048,5.38e-06,"","",""
"cg13363138",-0.0019,0.00042,5.59e-06,"","",""
"cg05892673",0.0047,0.00104,5.77e-06,"","",""
"cg18542599",-0.0038,0.00084,6.01e-06,"","",""
"cg27298830",0.003,0.00066,6.1e-06,"","",""
"cg00937932",0.0055,0.00122,6.25e-06,"","",""
"cg03392673",0.0091,0.00202,6.74e-06,"","",""
"cg06394478",-0.0016,0.00036,6.58e-06,"","",""
"cg09092052",-0.0061,0.00135,6.6e-06,"","",""
"cg18760360",-0.0061,0.00136,6.76e-06,"","",""
"cg25134683",-0.0049,0.00109,6.8e-06,"","",""
"cg14328477",0.0055,0.00122,6.89e-06,"","",""
"cg00235126",0.0043,0.00096,7.01e-06,"","",""
"cg09269090",-0.0106,0.00236,7.38e-06,"","",""
"cg09845187",-0.0013,0.00029,7.14e-06,"","",""
"cg19759282",-0.0015,0.00033,7.35e-06,"","",""
"cg23995744",-0.0024,0.00053,7.08e-06,"","",""
"cg26670985",0.0039,0.00087,7.25e-06,"","",""
"cg03448816",-0.003,0.00067,7.74e-06,"","",""
"cg18194738",0.006,0.00134,7.81e-06,"","",""
"cg15619125",0.0044,0.00099,8.08e-06,"","",""
"cg20401181",-0.0016,0.00036,8.18e-06,"","",""
"cg00578437",0.0042,0.00094,8.75e-06,"","",""
"cg00688125",0.0058,0.00131,8.83e-06,"","",""
"cg13911480",0.005,0.00112,8.72e-06,"","",""
"cg20787153",-0.0012,0.00027,8.77e-06,"","",""
"cg06496454",-0.0052,0.00117,9.09e-06,"","",""
"cg15392858",-7e-04,0.00016,9.15e-06,"","",""
"cg25590527",-0.0042,0.00095,9.21e-06,"","",""
"cg08357827",9e-04,2e-04,9.39e-06,"","",""
"cg22127491",-0.0021,0.00047,9.73e-06,"","",""
"cg05706173",-0.0031,7e-04,1.01e-05,"","",""
"cg04565661",-0.001,0.00023,1.02e-05,"","",""
"cg27056559",0.0081,0.00184,1.04e-05,"","",""
"cg04281464",-0.0011,0.00025,1.08e-05,"","",""
"cg07247190",-0.0028,0.00064,1.09e-05,"","",""
"cg17755564",-0.0046,0.00105,1.14e-05,"","",""
"cg20774676",-0.0054,0.00123,1.13e-05,"","",""
"cg07726904",-0.0258,0.00589,1.2e-05,"","",""
"cg11476891",-6e-04,0.00014,1.2e-05,"","",""
"cg22744131",0.006,0.00137,1.2e-05,"","",""
"cg13258606",-8e-04,0.00018,1.22e-05,"","",""
"cg20011833",-0.0022,5e-04,1.32e-05,"","",""
"cg08381013",-0.0204,0.00469,1.34e-05,"","",""
"cg07094298",-0.0036,0.00083,1.38e-05,"","",""
"cg02993699",0.0197,0.00454,1.44e-05,"","",""
"cg10758286",-0.0032,0.00074,1.44e-05,"","",""
"cg00584602",0.0043,0.001,1.67e-05,"","",""
"cg00673189",-0.0014,0.00032,1.63e-05,"","",""
"cg00866667",-8e-04,0.00019,1.68e-05,"","",""
"cg01145600",-0.0017,0.00039,1.51e-05,"","",""
"cg02539530",0.0026,6e-04,1.62e-05,"","",""
"cg03521600",-0.0013,3e-04,1.53e-05,"","",""
"cg04785391",0.0043,0.00099,1.54e-05,"","",""
"cg05677467",-5e-04,0.00012,1.65e-05,"","",""
"cg05931087",-0.0023,0.00053,1.71e-05,"","",""
"cg09937366",-9e-04,0.00021,1.57e-05,"","",""
"cg10943497",0.0183,0.00424,1.59e-05,"","",""
"cg13673164",-0.0012,0.00028,1.57e-05,"","",""
"cg17851134",0.0053,0.00123,1.71e-05,"","",""
"cg21030419",-0.0069,0.0016,1.63e-05,"","",""
"cg21164005",0.0063,0.00146,1.67e-05,"","",""
"cg22331840",0.0065,0.00151,1.71e-05,"","",""
"cg25113081",0.0083,0.00193,1.63e-05,"","",""
"cg25639848",0.0044,0.00102,1.64e-05,"","",""
"cg01040779",0.0062,0.00144,1.76e-05,"","",""
"cg11354594",-8e-04,0.00019,1.74e-05,"","",""
"cg18271269",-0.0015,0.00035,1.76e-05,"","",""
"cg22273955",0.0024,0.00056,1.79e-05,"","",""
"cg01792686",-0.002,0.00047,1.87e-05,"","",""
"cg04473634",-0.0025,0.00058,1.89e-05,"","",""
"cg10851779",-0.0011,0.00026,1.81e-05,"","",""
"cg11908124",0.0035,0.00082,1.9e-05,"","",""
"cg14872036",0.0059,0.00138,1.86e-05,"","",""
"cg15771477",0.0046,0.00108,1.89e-05,"","",""
"cg20567404",-0.0033,0.00077,1.89e-05,"","",""
"cg21601032",0.0091,0.00213,1.9e-05,"","",""
"cg21919448",-5e-04,0.00012,1.87e-05,"","",""
"cg05857979",9e-04,0.00021,1.96e-05,"","",""
"cg08688335",-0.0032,0.00075,1.98e-05,"","",""
"cg04011461",0.012,0.00281,2.01e-05,"","",""
"cg17382663",-0.0044,0.00103,2.06e-05,"","",""
"cg17211223",0.0031,0.00073,2.1e-05,"","",""
"cg23451076",-0.0051,0.0012,2.16e-05,"","",""
"cg04817034",0.0063,0.00149,2.26e-05,"","",""
"cg08730743",0.0054,0.00127,2.27e-05,"","",""
"cg09214551",0.0063,0.00149,2.25e-05,"","",""
"cg11911951",-0.0057,0.00135,2.4e-05,"","",""
"cg26434197",-0.0089,0.00211,2.39e-05,"","",""
"cg04399450",0.0049,0.00116,2.48e-05,"","",""
"cg06149302",0.0115,0.00273,2.47e-05,"","",""
"cg17750114",-0.0044,0.00104,2.44e-05,"","",""
"cg17943647",0.0047,0.00111,2.47e-05,"","",""
"cg24138419",0.0024,0.00057,2.45e-05,"","",""
"cg03582286",-0.0053,0.00126,2.6e-05,"","",""
"cg14206979",-0.0023,0.00055,2.59e-05,"","",""
"cg15845792",-0.0027,0.00064,2.59e-05,"","",""
"cg20074395",-0.0028,0.00067,2.58e-05,"","",""
"cg26976078",0.0054,0.00128,2.58e-05,"","",""
"cg05523455",-0.002,0.00048,2.63e-05,"","",""
"cg02216879",0.0046,0.0011,2.74e-05,"","",""
"cg18948380",-0.0027,0.00064,2.78e-05,"","",""
"cg16949623",0.0037,0.00088,2.8e-05,"","",""
"cg08874747",-9e-04,0.00021,2.82e-05,"","",""
"cg00243272",0.0111,0.00265,2.86e-05,"","",""
"cg16996242",0.005,0.0012,2.95e-05,"","",""
"cg22810403",0.0054,0.00129,2.95e-05,"","",""
"cg09251771",-0.0052,0.00125,3.02e-05,"","",""
"cg24039732",0.0096,0.0023,3.01e-05,"","",""
"ch.8.975024F",-0.0056,0.00134,3e-05,"","",""
"cg10388442",-0.0011,0.00026,3.06e-05,"","",""
"cg18182844",0.0079,0.0019,3.19e-05,"","",""
"cg03999130",-0.0087,0.00209,3.22e-05,"","",""
"cg02223801",-0.0207,0.00498,3.25e-05,"","",""
"cg13033070",0.0192,0.00462,3.28e-05,"","",""
"cg19157724",-0.0028,0.00068,3.4e-05,"","",""
"cg16224902",-0.0022,0.00053,3.43e-05,"","",""
"cg01426105",0.008,0.00193,3.53e-05,"","",""
"cg02527252",0.0031,0.00075,3.49e-05,"","",""
"cg08947915",-0.0054,0.00131,3.53e-05,"","",""
"cg10459202",0.0112,0.00271,3.53e-05,"","",""
"cg10741283",-0.0028,0.00068,3.49e-05,"","",""
"cg15989420",-0.0018,0.00044,3.56e-05,"","",""
"cg08724254",-0.0087,0.00211,3.59e-05,"","",""
