cpg	beta	se	p	i2	p_het	details
cg11565042	-3.257087	0.3469	6.08E-21			
cg09965264	-3.125018	0.3329	6.15E-21			
cg26461449	-3.848751	0.41	6.22E-21			
cg23610575	4.352326	0.4637	6.26E-21			
cg12845900	-3.426698	0.3655	6.97E-21			
cg21173221	-3.290216	0.351	7.00E-21			
cg22236711	-2.842821	0.3033	7.09E-21			
cg11412256	-5.066831	0.5407	7.18E-21			
cg23313650	2.52271	0.2692	7.18E-21			
cg01079950	-4.368918	0.4666	7.69E-21			
cg02625902	3.508835	0.3751	8.47E-21			
cg14220634	-5.267766	0.5632	8.49E-21			
cg02354293	-4.762502	0.5099	9.57E-21			
cg20011604	-5.104358	0.5468	1.01E-20			
cg02624737	-3.119903	0.3344	1.07E-20			
cg25428810	-3.013555	0.3232	1.11E-20			
cg06399302	2.82549	0.3032	1.17E-20			
cg23208271	-4.874132	0.523	1.18E-20			
cg22153062	-3.755503	0.4031	1.19E-20			
cg22001073	-3.520257	0.3779	1.21E-20			
cg21759331	-4.517951	0.4852	1.26E-20			
cg19074437	-3.494235	0.3753	1.27E-20			
cg10522587	-3.07679	0.3309	1.42E-20			
cg03456968	2.693026	0.2899	1.53E-20			
cg03460534	-3.331119	0.3587	1.57E-20			
cg16636641	2.944377	0.317	1.59E-20			
cg03843972	2.923223	0.3148	1.61E-20			
cg05091921	-3.349435	0.3608	1.64E-20			
cg15162219	-3.569294	0.3847	1.72E-20			
cg09857761	-4.989626	0.5379	1.76E-20			
cg10987801	-3.517729	0.3795	1.86E-20			
cg16087684	-2.789159	0.3011	2.01E-20			
cg12480580	-4.750891	0.5131	2.07E-20			
cg00756450	-3.110623	0.3362	2.18E-20			
cg12163490	3.459123	0.3739	2.21E-20			
cg25396464	-3.443722	0.3722	2.21E-20			
cg13411879	3.397682	0.3673	2.21E-20			
cg23236169	-2.699143	0.2918	2.23E-20			
cg23707912	-4.587468	0.4961	2.29E-20			
cg18393044	-3.687832	0.3991	2.45E-20			
cg03926968	-2.560547	0.2771	2.48E-20			
cg01929867	-3.121494	0.3379	2.52E-20			
cg03458633	-3.526132	0.382	2.68E-20			
cg26428191	-4.733325	0.5128	2.71E-20			
cg03382715	-3.30196	0.3579	2.84E-20			
cg01995718	-5.087913	0.5517	2.91E-20			
cg14530679	-3.348886	0.3632	2.92E-20			
cg07603951	-5.39958	0.5857	2.98E-20			
cg03701266	-4.935993	0.5354	3.01E-20			
cg00042325	-3.692946	0.4006	3.04E-20			
cg08904445	-3.115333	0.338	3.06E-20			
cg17819896	-3.721906	0.4039	3.10E-20			
cg04947533	-4.694364	0.5097	3.27E-20			
cg24111710	-4.6329	0.5033	3.44E-20			
cg24708006	4.203084	0.4568	3.57E-20			
cg10333051	-3.779318	0.4108	3.59E-20			
cg10051312	-2.903664	0.3159	3.84E-20			
cg14600600	-3.817258	0.4154	3.92E-20			
cg24385902	-2.874793	0.3129	4.00E-20			
cg22194396	-2.71855	0.2959	4.07E-20			
cg21193451	3.462598	0.3771	4.20E-20			
cg06053850	-3.233173	0.3522	4.33E-20			
cg01693063	3.854431	0.4199	4.33E-20			
cg08071142	-3.483808	0.3796	4.46E-20			
cg17722656	-2.967875	0.3234	4.46E-20			
cg16395679	-4.819261	0.5252	4.49E-20			
cg01661350	2.596896	0.2831	4.58E-20			
cg04022023	-4.816506	0.5251	4.63E-20			
cg20476329	-3.69374	0.4029	4.81E-20			
cg16062320	-3.52351	0.3844	4.92E-20			
cg13733010	-4.10831	0.4482	4.94E-20			
cg15090714	3.510017	0.3831	5.09E-20			
cg20036365	-3.453014	0.377	5.22E-20			
cg24207610	-2.48276	0.2712	5.48E-20			
cg03693403	-3.025016	0.3305	5.61E-20			
cg10328259	-4.77457	0.5219	5.82E-20			
cg03126713	-4.424969	0.4839	6.01E-20			
cg13382117	-3.550404	0.3883	6.05E-20			
cg02944840	-3.345655	0.3659	6.07E-20			
cg00820581	3.490709	0.3819	6.23E-20			
cg25420230	-3.985891	0.4362	6.41E-20			
cg08649501	-5.037915	0.5514	6.46E-20			
cg06165699	2.816459	0.3083	6.54E-20			
cg09060090	3.635728	0.3982	6.88E-20			
cg11135168	-2.816926	0.3089	7.54E-20			
cg19027884	-3.231129	0.3544	7.71E-20			
cg22877925	-3.848738	0.4222	7.75E-20			
cg05488343	-2.784411	0.3055	7.90E-20			
cg06719602	-3.078419	0.3379	8.21E-20			
cg10674393	-5.352781	0.5878	8.55E-20			
cg24523650	-3.280548	0.3605	9.04E-20			
cg09248007	3.911031	0.4299	9.22E-20			
cg13837552	2.730007	0.3001	9.25E-20			
cg06196636	-4.273084	0.4698	9.44E-20			
cg25783241	-4.20742	0.4627	9.55E-20			
cg06123940	-4.006554	0.4408	9.95E-20			
cg09948179	-4.998847	0.5501	1.02E-19			
cg26112390	-3.053265	0.336	1.02E-19			
cg23463205	-3.317123	0.3651	1.03E-19			
cg01691255	-2.988969	0.329	1.04E-19			
cg26879538	-2.828146	0.3113	1.04E-19			
cg16105754	-4.646307	0.5115	1.04E-19			
cg04525335	-3.998269	0.4402	1.06E-19			
cg23369647	-4.615076	0.5082	1.07E-19			
cg23887819	-3.128891	0.3446	1.09E-19			
cg04823492	-4.539706	0.5	1.09E-19			
cg12036829	-2.641533	0.291	1.10E-19			
cg06367693	3.813954	0.4201	1.10E-19			
cg02319016	-3.831321	0.4221	1.11E-19			
cg05673432	-5.137473	0.5661	1.13E-19			
cg07062456	-3.319495	0.3659	1.17E-19			
cg10655371	-3.665989	0.4042	1.18E-19			
cg02690756	-3.511031	0.3873	1.23E-19			
cg07604202	-4.220454	0.4655	1.23E-19			
cg15290081	-3.126809	0.3449	1.24E-19			
cg14788660	-2.127618	0.2347	1.24E-19			
cg01477797	-3.433902	0.3788	1.25E-19			
cg21301655	-4.076907	0.4498	1.26E-19			
cg19243391	-2.342092	0.2584	1.28E-19			
cg04301343	3.639439	0.4016	1.28E-19			
cg02671458	-5.248949	0.5793	1.29E-19			
cg12878615	-4.180667	0.4614	1.30E-19			
cg26912426	-3.152599	0.3481	1.34E-19			
cg12510110	-3.063747	0.3385	1.42E-19			
cg08705895	-4.2479	0.4694	1.43E-19			
cg09765074	-2.787393	0.3081	1.47E-19			
cg22351824	-4.355422	0.4814	1.47E-19			
cg06472116	-5.174889	0.572	1.48E-19			
cg08619893	-3.03824	0.3358	1.48E-19			
cg17299412	-4.479431	0.4952	1.49E-19			
cg00871698	4.373981	0.4836	1.49E-19			
cg08415592	-3.065024	0.339	1.54E-19			
cg17717357	-3.617759	0.4002	1.56E-19			
cg01529637	2.906374	0.3216	1.62E-19			
cg26352439	-4.520615	0.5004	1.66E-19			
cg16533315	-4.330049	0.4795	1.71E-19			
cg03014969	-3.3542	0.3714	1.71E-19			
cg21537122	-3.536784	0.3917	1.73E-19			
cg26353844	-3.44054	0.3811	1.76E-19			
cg10042478	-3.322087	0.3682	1.84E-19			
cg00028251	-3.28591	0.3642	1.84E-19			
cg09282654	-5.021577	0.5566	1.85E-19			
cg19272891	3.92741	0.4353	1.86E-19			
cg04034517	-3.08718	0.3423	1.90E-19			
cg01302641	3.819689	0.4236	1.93E-19			
cg16187919	-3.037235	0.3368	1.93E-19			
cg10728179	-4.349711	0.4824	1.95E-19			
cg21352393	-2.697304	0.2992	1.96E-19			
cg02850546	-5.226074	0.5798	2.00E-19			
cg16500097	-3.126218	0.3469	2.00E-19			
cg10778931	-3.035352	0.3368	2.04E-19			
cg23877512	-3.195214	0.3547	2.08E-19			
cg06503243	-4.412698	0.4899	2.09E-19			
cg02523617	4.223604	0.4689	2.12E-19			
cg05862979	-4.885855	0.5425	2.13E-19			
cg07257190	-2.621575	0.2911	2.13E-19			
cg03217360	-4.207648	0.4672	2.14E-19			
cg13598426	-3.362643	0.3734	2.15E-19			
cg00647220	3.115041	0.3459	2.15E-19			
cg15590863	-4.066648	0.4516	2.16E-19			
cg19005373	-2.080948	0.2311	2.19E-19			
cg10919889	-4.472824	0.4968	2.20E-19			
cg13170468	-3.774427	0.4194	2.25E-19			
cg20171860	-4.533774	0.5038	2.27E-19			
cg07687332	4.427714	0.4921	2.30E-19			
cg03700308	3.173598	0.3527	2.30E-19			
cg20509351	-3.004928	0.334	2.31E-19			
cg27556136	-2.988331	0.3321	2.31E-19			
cg14087083	-4.878666	0.5423	2.32E-19			
cg26289436	-3.816792	0.4242	2.32E-19			
cg11742383	-4.33998	0.4824	2.34E-19			
cg07120806	4.018782	0.4468	2.38E-19			
cg18802268	-4.07098	0.4527	2.41E-19			
cg26148059	-2.633744	0.2929	2.44E-19			
cg18392943	-2.608072	0.2901	2.45E-19			
cg01641835	-2.79456	0.3109	2.47E-19			
cg07687820	-3.826897	0.4257	2.48E-19			
cg00512023	-2.917974	0.3246	2.50E-19			
cg20299105	-2.566877	0.2856	2.50E-19			
cg25355465	-3.294723	0.3665	2.50E-19			
cg14522841	-4.135648	0.4603	2.58E-19			
cg01038940	-2.775666	0.309	2.66E-19			
cg01591240	-2.868741	0.3194	2.68E-19			
cg03624908	-4.626136	0.5151	2.68E-19			
cg08430074	-2.822762	0.3145	2.82E-19			
cg08194650	-2.740212	0.3053	2.83E-19			
cg16872756	-4.98075	0.555	2.86E-19			
cg23627475	-3.2365	0.3607	2.87E-19			
cg19418123	-3.815154	0.4252	2.91E-19			
cg19735739	-2.741682	0.3057	3.01E-19			
cg17908719	-4.713965	0.5258	3.12E-19			
cg19517410	-3.665131	0.4089	3.15E-19			
cg24798853	-4.212758	0.4701	3.22E-19			
cg05902063	2.930073	0.327	3.25E-19			
cg08808367	3.070379	0.3427	3.28E-19			
cg14853443	-3.244079	0.3621	3.29E-19			
cg03940966	4.057202	0.4529	3.29E-19			
cg19721541	-3.569377	0.3985	3.30E-19			
cg08284758	-3.006131	0.3356	3.34E-19			
cg08093398	-3.615099	0.4037	3.38E-19			
cg11689744	-3.269322	0.3651	3.44E-19			
cg23519421	-3.296751	0.3682	3.44E-19			
cg26347887	-2.098944	0.2345	3.47E-19			
cg24087515	-2.797066	0.3125	3.54E-19			
cg19912883	-3.202681	0.3578	3.56E-19			
cg00888818	-4.276405	0.4779	3.59E-19			
cg12907513	-4.748554	0.5306	3.60E-19			
cg22722807	-3.982513	0.4451	3.61E-19			
cg00852846	2.283407	0.2552	3.64E-19			
cg04396850	-2.451996	0.2741	3.66E-19			
cg03353000	3.009835	0.3364	3.67E-19			
cg22891988	3.227757	0.3609	3.76E-19			
cg03635171	-3.016677	0.3373	3.79E-19			
cg13174343	-2.966559	0.332	4.03E-19			
cg06708122	-4.055935	0.4539	4.04E-19			
cg02350740	-2.631088	0.2945	4.05E-19			
cg27258878	-3.27716	0.3668	4.06E-19			
cg20414217	-3.570404	0.3996	4.08E-19			
cg01928910	-2.820949	0.3157	4.09E-19			
cg23117592	-3.112352	0.3484	4.10E-19			
cg03802231	3.692538	0.4133	4.10E-19			
cg12110929	-3.008369	0.3368	4.19E-19			
cg03665229	-2.633087	0.2948	4.22E-19			
cg03033780	-3.593124	0.4024	4.28E-19			
cg07926758	3.181608	0.3564	4.36E-19			
cg21343895	-3.638243	0.4077	4.53E-19			
cg08869493	-2.985354	0.3346	4.56E-19			
cg12545852	-3.371266	0.3778	4.57E-19			
cg15817406	-3.108294	0.3485	4.66E-19			
cg27342559	-4.402645	0.4938	4.83E-19			
cg09900527	-3.728777	0.4182	4.84E-19			
cg17522550	-3.651777	0.4096	4.84E-19			
cg05668667	-3.585035	0.4024	5.11E-19			
cg06003986	3.043243	0.3416	5.17E-19			
cg14235676	3.241862	0.364	5.26E-19			
cg06640020	-3.408926	0.3827	5.26E-19			
cg04480325	-3.862122	0.4337	5.37E-19			
cg04914323	-4.0763	0.4579	5.44E-19			
cg26389381	-3.248021	0.3649	5.48E-19			
cg03446694	-2.497246	0.2806	5.56E-19			
cg05981335	2.526365	0.2839	5.59E-19			
cg03881524	-3.962219	0.4453	5.65E-19			
cg17035490	-2.837646	0.3189	5.74E-19			
cg26317888	-3.258597	0.3663	5.75E-19			
cg01919034	-3.363935	0.3781	5.79E-19			
cg16638931	-2.759707	0.3102	5.83E-19			
cg19507893	-4.001901	0.45	5.89E-19			
cg12565215	-3.022436	0.3398	5.91E-19			
cg02685945	-4.830838	0.5432	5.96E-19			
cg05042110	-3.836299	0.4314	5.98E-19			
cg07561890	-3.810827	0.4286	6.05E-19			
cg13675319	-4.277962	0.4812	6.08E-19			
cg13108852	-2.75343	0.3098	6.21E-19			
cg03804556	-3.671217	0.4131	6.34E-19			
cg10247061	-2.74825	0.3093	6.38E-19			
cg03317430	-2.944935	0.3315	6.46E-19			
cg04802018	-4.003401	0.4507	6.50E-19			
cg11166888	-2.509794	0.2826	6.54E-19			
cg26586942	-3.399154	0.3827	6.56E-19			
cg22827060	2.991497	0.3369	6.68E-19			
cg01335685	3.966234	0.4467	6.71E-19			
cg06023341	-2.77652	0.3127	6.79E-19			
cg16411857	-2.219587	0.2501	7.06E-19			
cg08874599	-4.981818	0.5614	7.09E-19			
cg19707735	-3.212316	0.3621	7.29E-19			
cg25401219	-2.88462	0.3252	7.31E-19			
cg13294780	2.630259	0.2966	7.37E-19			
cg26009773	2.918375	0.3291	7.46E-19			
cg12785139	-3.559534	0.4014	7.48E-19			
cg18210226	3.49152	0.3938	7.55E-19			
cg19678315	-3.60857	0.407	7.61E-19			
cg16265078	3.709451	0.4185	7.80E-19			
cg03441304	3.011899	0.3398	7.80E-19			
cg23924911	-3.048905	0.344	7.85E-19			
cg09008896	3.972361	0.4483	7.96E-19			
cg02126497	-3.319555	0.3747	8.11E-19			
cg19370278	-3.543638	0.4001	8.17E-19			
cg16476382	-2.566525	0.2898	8.17E-19			
cg12876009	3.118436	0.3521	8.22E-19			
cg05844409	-4.121356	0.4653	8.23E-19			
cg21485150	-4.224438	0.477	8.23E-19			
cg26945361	-2.557498	0.2888	8.30E-19			
cg20990694	-4.312978	0.4871	8.45E-19			
cg01488306	-3.119948	0.3524	8.46E-19			
cg25928444	-4.298292	0.4855	8.55E-19			
cg21017077	-3.070044	0.3468	8.57E-19			
cg12203416	-3.586558	0.4053	8.79E-19			
cg16207905	-3.750585	0.4239	8.93E-19			
cg03749599	-3.274363	0.3701	9.05E-19			
cg19788417	-3.832184	0.4333	9.14E-19			
cg22061479	-2.790073	0.3155	9.18E-19			
cg12975330	-2.989221	0.338	9.20E-19			
cg20777257	-3.694752	0.4178	9.26E-19			
cg26917965	-3.548805	0.4014	9.42E-19			
cg07488365	-2.807759	0.3176	9.46E-19			
cg19134770	-3.330604	0.3767	9.46E-19			
cg24582137	-2.909192	0.3291	9.57E-19			
cg04835925	-2.665459	0.3015	9.62E-19			
cg00232675	-3.344335	0.3785	9.85E-19			
cg22217678	-3.397345	0.3846	1.01E-18			
cg07945925	-2.218779	0.2512	1.01E-18			
cg03080105	-3.042501	0.3445	1.02E-18			
cg06890950	-3.741891	0.4237	1.02E-18			
cg09681706	-3.944774	0.4467	1.03E-18			
cg04259977	3.056324	0.3461	1.04E-18			
cg15963714	-4.998618	0.5661	1.04E-18			
cg02947993	3.604764	0.4082	1.05E-18			
cg11499689	-2.890379	0.3274	1.06E-18			
cg09456065	-3.518788	0.3987	1.08E-18			
cg18326115	-3.556138	0.403	1.10E-18			
cg21045608	4.628937	0.5246	1.11E-18			
cg02874321	-3.955011	0.4482	1.11E-18			
cg14957547	3.356322	0.3804	1.11E-18			
cg21080251	-2.591885	0.2938	1.13E-18			
cg08278843	3.078566	0.349	1.13E-18			
cg21974985	-4.326726	0.4905	1.14E-18			
cg15299947	-3.170314	0.3594	1.14E-18			
cg02642298	4.348877	0.493	1.14E-18			
cg10922530	2.989452	0.339	1.17E-18			
cg08215115	-4.620704	0.5242	1.19E-18			
cg06776823	-3.216044	0.3648	1.20E-18			
cg17823376	-2.913843	0.3306	1.20E-18			
cg01162549	-4.102918	0.4655	1.20E-18			
cg14493055	-3.36387	0.3817	1.21E-18			
cg05834728	-2.772457	0.3146	1.22E-18			
cg01983759	-3.133689	0.3556	1.23E-18			
cg15441369	-3.476554	0.3945	1.24E-18			
cg18610632	-3.394764	0.3853	1.24E-18			
cg07105891	-5.121438	0.5813	1.25E-18			
cg02329358	-4.053311	0.4601	1.26E-18			
cg18229313	-3.275864	0.3719	1.27E-18			
cg12679192	-4.184013	0.4751	1.29E-18			
cg14961385	4.016623	0.4561	1.29E-18			
cg10023469	-3.422034	0.3887	1.32E-18			
cg20743628	-3.703789	0.4209	1.37E-18			
cg19565920	-4.958771	0.5636	1.38E-18			
cg23658814	-2.657414	0.302	1.39E-18			
cg26672739	4.225814	0.4804	1.41E-18			
cg19764326	-2.764139	0.3143	1.43E-18			
cg09107055	-3.166128	0.36	1.44E-18			
cg25428213	-4.679308	0.5321	1.45E-18			
cg02953432	-2.820662	0.3208	1.45E-18			
cg01840724	-3.676857	0.4182	1.46E-18			
cg25807071	3.080641	0.3504	1.46E-18			
cg04857149	2.639141	0.3002	1.47E-18			
cg12444385	2.750406	0.3129	1.48E-18			
cg24766109	-3.805879	0.433	1.50E-18			
cg04252939	-3.64664	0.4149	1.50E-18			
cg03113740	-2.494083	0.2838	1.51E-18			
cg21118250	-4.421704	0.5031	1.51E-18			
cg04958252	-2.839396	0.3231	1.52E-18			
cg00445254	-3.097417	0.3525	1.53E-18			
cg17885226	1.742194	0.1983	1.54E-18			
cg10515950	-3.479165	0.396	1.54E-18			
cg20977357	-3.168281	0.3606	1.56E-18			
cg26420606	-4.613577	0.5252	1.57E-18			
cg15134120	3.328736	0.3789	1.57E-18			
cg17451046	-2.730912	0.3109	1.58E-18			
cg17920744	-3.236394	0.3685	1.61E-18			
cg12595762	-4.406846	0.5018	1.61E-18			
cg13973449	-3.751735	0.4273	1.63E-18			
cg18744145	-4.048502	0.4611	1.63E-18			
cg18537977	-4.307742	0.4907	1.64E-18			
cg13977660	-2.53344	0.2886	1.66E-18			
cg02293228	3.630697	0.4136	1.67E-18			
cg17189020	-2.507867	0.2857	1.67E-18			
cg25657218	-4.748285	0.541	1.68E-18			
cg13273243	-2.910336	0.3316	1.68E-18			
cg27337459	-4.659813	0.531	1.70E-18			
cg00768815	-4.692626	0.5348	1.73E-18			
cg03056129	-3.635669	0.4144	1.74E-18			
cg15704004	-3.847294	0.4386	1.74E-18			
cg16573136	3.208487	0.3658	1.78E-18			
cg24970879	-3.987375	0.4547	1.80E-18			
cg04782552	-3.722849	0.4246	1.81E-18			
cg16448351	-3.671511	0.419	1.90E-18			
cg09415720	-4.234079	0.4832	1.92E-18			
cg26218264	-3.632714	0.4146	1.92E-18			
cg13875763	-4.857169	0.5544	1.92E-18			
cg27244773	-2.458476	0.2806	1.95E-18			
cg26414564	-3.253894	0.3715	1.97E-18			
cg00303723	2.637367	0.3011	1.97E-18			
cg16518990	-3.355125	0.3831	2.00E-18			
cg02842869	-4.712796	0.5383	2.03E-18			
cg07872276	-3.003338	0.343	2.04E-18			
cg06528310	-3.548195	0.4053	2.05E-18			
cg23050227	-3.33556	0.381	2.05E-18			
cg18234533	-4.964314	0.5672	2.10E-18			
cg13480774	-4.051296	0.4629	2.11E-18			
cg16741245	-3.322873	0.3797	2.12E-18			
cg03458455	-3.302826	0.3774	2.12E-18			
cg08501735	-3.97832	0.4547	2.13E-18			
cg22788109	-3.345529	0.3824	2.14E-18			
cg25188298	-1.999636	0.2286	2.15E-18			
cg01563558	-3.184214	0.364	2.18E-18			
cg19445642	-3.01986	0.3452	2.18E-18			
cg01714921	-2.454911	0.2806	2.19E-18			
cg01090686	-4.286715	0.4901	2.19E-18			
cg04492982	-2.770435	0.3167	2.20E-18			
cg02977810	-3.233639	0.3698	2.24E-18			
cg04254389	-3.724684	0.426	2.25E-18			
cg05755239	3.474165	0.3974	2.27E-18			
cg26241240	-4.306788	0.4926	2.28E-18			
cg00583731	-3.152918	0.3607	2.29E-18			
cg06090383	2.848863	0.3259	2.29E-18			
cg23836113	-2.746476	0.3142	2.30E-18			
cg20015424	-3.811416	0.436	2.30E-18			
cg03513962	3.910256	0.4473	2.30E-18			
cg01739965	2.518802	0.2882	2.31E-18			
cg26620682	-4.00087	0.4577	2.31E-18			
cg18284523	3.682525	0.4214	2.34E-18			
cg06691229	3.805117	0.4355	2.37E-18			
cg18716486	-2.754783	0.3153	2.38E-18			
cg00924727	3.078006	0.3523	2.38E-18			
cg22449330	-2.357701	0.2699	2.43E-18			
cg23768702	-3.524906	0.4035	2.44E-18			
cg00103401	-3.956207	0.453	2.47E-18			
cg11667301	-3.402843	0.3897	2.52E-18			
cg26569670	2.617269	0.2998	2.54E-18			
cg18000800	-3.494926	0.4004	2.58E-18			
cg17258537	-4.580907	0.5249	2.59E-18			
cg07752194	-3.838811	0.4398	2.59E-18			
cg05458412	-2.751267	0.3152	2.61E-18			
cg11725182	-3.59618	0.4121	2.62E-18			
cg04799823	3.270719	0.3748	2.64E-18			
cg11718780	-2.330942	0.2671	2.64E-18			
cg04521224	-4.380156	0.5021	2.71E-18			
cg26835798	-2.697114	0.3092	2.72E-18			
cg20857301	-2.426875	0.2782	2.73E-18			
cg18248184	-4.290247	0.4919	2.73E-18			
cg10594495	3.063081	0.3512	2.73E-18			
cg04165073	-3.504187	0.4019	2.83E-18			
cg14619203	-3.647374	0.4184	2.85E-18			
cg19709928	-3.412367	0.3915	2.89E-18			
cg21550623	-4.542349	0.5212	2.90E-18			
cg27371984	4.270092	0.49	2.92E-18			
cg07631681	-5.240416	0.6013	2.92E-18			
cg12282311	4.202574	0.4824	2.97E-18			
cg16608267	-3.011724	0.3457	3.00E-18			
cg26610681	4.144935	0.4758	3.01E-18			
cg02730299	-4.252715	0.4884	3.10E-18			
cg23015327	-4.571395	0.5251	3.14E-18			
cg23290343	3.71749	0.427	3.14E-18			
cg12814147	-2.662651	0.3059	3.17E-18			
cg21611722	-3.661997	0.4207	3.18E-18			
cg04830191	-2.728847	0.3135	3.22E-18			
cg06978737	-2.925165	0.3361	3.25E-18			
cg03605117	-2.432499	0.2796	3.28E-18			
cg25263898	-3.345743	0.3845	3.30E-18			
cg11130097	-4.164604	0.4787	3.33E-18			
cg12074093	3.335536	0.3835	3.36E-18			
cg25618672	-3.190287	0.3668	3.37E-18			
cg08930897	-3.111827	0.3578	3.41E-18			
cg03458836	-3.381353	0.389	3.56E-18			
cg09044728	-3.166154	0.3643	3.56E-18			
cg26128481	-3.28379	0.3779	3.62E-18			
cg16962802	-3.907216	0.4496	3.63E-18			
cg19855559	-3.375313	0.3885	3.68E-18			
cg27591117	2.391485	0.2753	3.70E-18			
cg07100000	2.847455	0.3278	3.73E-18			
cg13962722	-4.154632	0.4783	3.73E-18			
cg02194842	-4.753269	0.5472	3.75E-18			
cg22649068	4.345837	0.5004	3.77E-18			
cg06945747	-2.745489	0.3161	3.81E-18			
cg23968650	-3.818433	0.4397	3.81E-18			
cg25504143	-2.655883	0.3058	3.81E-18			
cg18590611	-3.398931	0.3915	3.91E-18			
cg14467015	-4.134558	0.4763	3.92E-18			
cg05372578	2.73914	0.3155	3.93E-18			
cg25342864	-4.502884	0.5188	3.96E-18			
cg27388911	2.698527	0.3109	3.99E-18			
cg16721459	2.58983	0.2985	4.06E-18			
cg01892997	-2.838351	0.3271	4.06E-18			
cg10976778	-3.92021	0.4518	4.06E-18			
cg10627913	-3.016498	0.3477	4.08E-18			
cg25008156	3.922931	0.4523	4.17E-18			
cg27072561	-3.937752	0.454	4.17E-18			
cg09146645	-3.012275	0.3473	4.20E-18			
cg00855461	-2.688456	0.31	4.23E-18			
cg22155914	-3.371829	0.3888	4.23E-18			
cg15951107	3.497331	0.4033	4.23E-18			
cg05999604	-4.432056	0.5111	4.24E-18			
cg11407198	-5.11707	0.5901	4.27E-18			
cg15381433	-3.238188	0.3734	4.28E-18			
cg24879809	3.19406	0.3684	4.32E-18			
cg11993506	-4.67784	0.5395	4.32E-18			
cg13947043	-3.042571	0.3509	4.33E-18			
cg01948589	3.66551	0.4228	4.36E-18			
