"cpg","beta","se","p","i2","p_het","details"
"cg04880618",-1.0022516,0.2195,4.96208e-06,"","",""
"cg05933803",-0.1519198,0.033,4.19306e-06,"","",""
"cg11122493",-1.2507964,0.2097,2.45505e-09,"","",""
"cg11516830",0.3402058,0.0754,6.36858e-06,"","",""
"cg12025027",-0.5753039,0.14,3.98128e-05,"","",""
"cg13204512",-0.9116255,0.1618,1.75626e-08,"","",""
"cg16579555",-1.3633508,0.1992,7.70601e-12,"","",""
"cg18699112",-0.5529258,0.1063,2.00003e-07,"","",""
"cg21919790",-0.4925651,0.1187,3.34324e-05,"","",""
"cg26185554",-0.5893289,0.1371,1.7236e-05,"","",""
"cg03705926",-0.7763861,0.1542,4.74953e-07,"","",""
"cg05288071",0.8637106,0.1735,6.46554e-07,"","",""
"cg08118159",-0.3635134,0.0846,1.73656e-05,"","",""
"cg13341720",-0.4975973,0.1098,5.87203e-06,"","",""
"cg13426839",0.7645422,0.1623,2.45193e-06,"","",""
"cg15469014",0.5210553,0.1143,5.10887e-06,"","",""
"cg16200496",-0.6336856,0.1275,6.7137e-07,"","",""
"cg18496502",0.9437453,0.1766,9.07023e-08,"","",""
"cg18873530",-0.4734784,0.1133,2.92175e-05,"","",""
"cg20737072",0.6762013,0.1344,4.90964e-07,"","",""
"cg24198953",-0.8622414,0.1718,5.16994e-07,"","",""
"cg24843246",1.253473,0.194,1.04249e-10,"","",""
"cg07556403",-0.4610195,0.1069,1.62038e-05,"","",""
"cg09923107",-0.7803923,0.1846,2.35571e-05,"","",""
"cg16364152",0.1475078,0.0303,1.17168e-06,"","",""
"cg22005634",-0.4661092,0.0983,2.11976e-06,"","",""
"cg03779431",-0.3650518,0.0767,1.9482e-06,"","",""
"cg23423230",0.4367492,0.0993,1.08156e-05,"","",""
"cg06839820",-0.5673653,0.1177,1.42546e-06,"","",""
"cg22515201",-0.9289604,0.1938,1.64259e-06,"","",""
"cg24823993",-0.4057208,0.0979,3.41515e-05,"","",""
