cpg,beta,se,p,i2,p_het,details
cg04173396,0.065946544,,2.90E-05,,,
cg00557630,0.050477949,,2.95E-05,,,
cg21789008,-0.050638306,,2.96E-05,,,
cg06202737,0.062276033,,3.04E-05,,,
cg14485097,0.060211601,,3.04E-05,,,
cg12092579,-0.061822745,,3.05E-05,,,
cg01872024,0.064853765,,3.13E-05,,,
cg12812233,0.075538407,,3.17E-05,,,
cg26413942,0.070066586,,3.18E-05,,,
cg16399833,0.057033136,,3.22E-05,,,
cg04002235,0.078085404,,3.23E-05,,,
cg11161961,0.061087896,,3.23E-05,,,
cg14016177,0.060795679,,3.25E-05,,,
cg13098139,0.087907296,,3.26E-05,,,
cg00958927,0.060934463,,3.31E-05,,,
cg26081900,0.05392169,,3.41E-05,,,
cg18273840,0.058353133,,3.36E-05,,,
cg18081863,0.069801481,,3.56E-05,,,
cg11700959,-0.053053532,,3.56E-05,,,
cg19645616,0.092395195,,3.60E-05,,,
cg06287775,0.107300038,,3.62E-05,,,
cg08196561,0.068348463,,3.65E-05,,,
cg23336702,-0.054958992,,3.67E-05,,,
cg23786205,-0.064653897,,3.68E-05,,,
cg26675654,0.055857764,,3.70E-05,,,
cg16407699,-0.051751035,,3.75E-05,,,
cg18252102,0.089870585,,3.83E-05,,,
cg23333072,0.05242263,,3.84E-05,,,
cg17009297,-0.073929487,,3.95E-05,,,
cg03280622,0.056665179,,3.96E-05,,,
cg26290219,0.063475559,,3.97E-05,,,
cg23716690,0.097970681,,3.98E-05,,,
cg12656497,0.063154899,,4.11E-05,,,
cg11262216,0.06380755,,4.18E-05,,,
cg12656653,0.053886124,,4.21E-05,,,
cg14972155,0.086371497,,4.24E-05,,,
cg09907936,0.052248471,,4.32E-05,,,
cg13503148,0.085711795,,4.38E-05,,,
cg18538340,0.05670686,,4.40E-05,,,
cg05924254,0.067847349,,4.57E-05,,,
cg18104919,0.056401886,,4.59E-05,,,
cg18906360,-0.059814504,,4.61E-05,,,
cg22820108,0.052640617,,4.67E-05,,,
cg15371881,0.061798927,,4.72E-05,,,
cg07110405,0.131053721,,4.86E-05,,,
cg13466988,0.075193392,,4.86E-05,,,
cg02657865,0.074105648,,4.91E-05,,,
cg22160463,0.05554564,,4.94E-05,,,
cg17485681,0.06307004,,4.95E-05,,,
cg08469215,0.067467507,,4.97E-05,,,
cg25390787,0.088446973,,5.05E-05,,,
cg04812509,-0.052519425,,5.06E-05,,,
cg05994850,0.053486488,,5.10E-05,,,
cg00460983,0.088310914,,5.13E-05,,,
cg06536868,0.070532773,,5.24E-05,,,
cg14847009,0.055244304,,5.26E-05,,,
cg07226201,0.071271617,,5.33E-05,,,
cg09978105,0.05210262,,5.34E-05,,,
cg05745631,0.078572444,,5.37E-05,,,
cg26758396,0.063743333,,5.39E-05,,,
cg13148544,0.079852624,,5.43E-05,,,
cg20167366,0.05504725,,5.43E-05,,,
cg10533331,0.06394934,,5.49E-05,,,
cg02571819,0.078159113,,5.56E-05,,,
cg23436584,0.054019638,,5.68E-05,,,
cg22571135,-0.068953127,,5.71E-05,,,
cg13725590,-0.060967859,,5.84E-05,,,
cg02009395,-0.062191078,,5.86E-05,,,
cg14557202,0.07474874,,5.94E-05,,,
cg13080282,0.063403408,,6.05E-05,,,
cg19954000,0.06218166,,6.09E-05,,,
cg05667311,0.050913493,,6.11E-05,,,
cg09334514,0.073733711,,6.13E-05,,,
cg00859858,-0.084348877,,6.17E-05,,,
cg18322510,0.092419343,,6.34E-05,,,
cg15379633,0.06893355,,6.34E-05,,,
cg24642169,0.054884769,,6.45E-05,,,
cg19028499,0.063487376,,6.46E-05,,,
cg14896463,0.051983949,,6.70E-05,,,
cg20483374,0.06757747,,6.74E-05,,,
cg21357291,0.051191029,,6.78E-05,,,
cg05059480,0.063137373,,6.80E-05,,,
cg12186816,-0.057350457,,6.82E-05,,,
cg01123783,0.082286382,,6.87E-05,,,
cg00363845,0.071177773,,6.88E-05,,,
cg20451680,0.062427377,,6.99E-05,,,
cg20592017,0.071785202,,7.05E-05,,,
cg19235339,-0.052900087,,7.28E-05,,,
cg22169990,0.09138832,,7.29E-05,,,
cg03906075,-0.05636898,,7.36E-05,,,
cg03171770,0.053627758,,7.41E-05,,,
cg02133624,0.063733641,,7.58E-05,,,
cg17675492,-0.06811595,,7.65E-05,,,
cg14972814,0.081136589,,8.26E-05,,,
cg08034070,0.05465986,,7.73E-05,,,
cg10531073,0.056188966,,7.74E-05,,,
cg09293816,0.064981761,,7.74E-05,,,
cg09117448,0.078380742,,7.80E-05,,,
cg04124626,0.056294696,,7.94E-05,,,
cg21156263,0.090129873,,8.13E-05,,,
cg12110437,-0.090757178,,8.36E-05,,,
cg00262344,0.064910279,,8.23E-05,,,
cg10407598,0.083663597,,8.30E-05,,,
cg09659400,-0.065521916,,8.39E-05,,,
cg26372517,0.063462427,,8.45E-05,,,
cg23730027,0.057177054,,8.51E-05,,,
cg21158528,-0.066475999,,8.53E-05,,,
cg17881353,0.050357728,,8.54E-05,,,
cg08446539,-0.055767114,,8.55E-05,,,
cg06010588,0.073473328,,8.68E-05,,,
cg09591519,-0.065822684,,8.76E-05,,,
cg23462514,0.074216201,,8.78E-05,,,
cg12972064,0.083752452,,8.79E-05,,,
cg23543481,0.052244745,,8.79E-05,,,
cg00498305,0.051972212,,8.91E-05,,,
cg09462576,0.05755466,,8.94E-05,,,
cg20885179,-0.052531848,,8.96E-05,,,
cg24306340,0.063048667,,8.99E-05,,,
cg14377922,0.06871137,,9.23E-05,,,
cg26738987,0.053416803,,9.28E-05,,,
cg00123104,0.070884949,,9.29E-05,,,
cg19459332,0.075657217,,9.35E-05,,,
cg00207352,0.052237039,,9.39E-05,,,
cg11775521,0.063526548,,9.42E-05,,,
cg22700848,0.056394333,,9.46E-05,,,
cg18331412,0.074165177,,9.51E-05,,,
cg19710451,0.05438617,,9.53E-05,,,
cg15089806,-0.053108368,,9.54E-05,,,
cg13700506,0.057604751,,9.55E-05,,,
cg06578434,0.066162095,,9.67E-05,,,
cg07058998,0.095453597,,9.71E-05,,,
cg21402921,0.052039193,,9.72E-05,,,
cg03676485,0.05950174,,9.76E-05,,,
cg12573871,-0.074118972,,9.77E-05,,,
cg10321146,0.074209171,,9.83E-05,,,
cg24134292,0.061101385,,9.83E-05,,,
cg20217702,0.052710966,,9.87E-05,,,
cg06886374,0.055286893,,9.91E-05,,,
cg17061862,0.058821335,,9.92E-05,,,
cg01420564,-0.052533751,,9.94E-05,,,
cg17845761,0.063592947,,9.99E-05,,,
cg07920414,-0.074069088,,0.000100237,,,
cg17471102,0.058406173,,0.000101017,,,
cg23837265,0.072335148,,0.000101189,,,
cg27566805,0.058272264,,0.000101191,,,
cg04942251,0.066925694,,0.000101401,,,
cg04203702,0.056936773,,0.000102418,,,
cg08350509,0.0655083,,0.000103463,,,
cg06448705,0.064487493,,0.000105312,,,
cg12049875,0.059147476,,0.000105323,,,
cg25694915,0.069942271,,0.000105356,,,
cg00936935,-0.055294256,,0.00010539,,,
cg13330559,0.052778564,,0.000106631,,,
cg05901543,0.051692093,,0.000107309,,,
cg03306221,0.07591611,,0.000107555,,,
cg22976832,-0.059099708,,0.00010764,,,
cg04673465,0.088680025,,0.000109665,,,
cg22698744,0.065607552,,0.000108084,,,
cg26251585,-0.06946608,,0.000110902,,,
cg25017403,0.057747976,,0.000111031,,,
cg06748147,0.051690159,,0.000111283,,,
cg21205031,0.072130221,,0.000111391,,,
cg04395689,0.067230666,,0.000114509,,,
cg27291385,0.060789977,,0.000112848,,,
cg11669285,0.069992948,,0.000113688,,,
cg22134923,0.056978693,,0.000114465,,,
cg04990420,-0.053725213,,0.000114625,,,
cg09321403,0.054879551,,0.000114742,,,
cg09643312,0.083087972,,0.000114937,,,
cg06336535,0.062283172,,0.000114998,,,
cg09321363,0.057965698,,0.000115898,,,
cg08289567,0.069441201,,0.000116758,,,
cg20555772,0.05222475,,0.000117021,,,
cg07774964,0.072438518,,0.000117627,,,
cg08731696,0.072323398,,0.000119669,,,
cg06028605,0.065515849,,0.000119873,,,
cg18450254,0.063165188,,0.000120086,,,
cg24453580,-0.071762679,,0.000120252,,,
cg14837974,0.056343777,,0.000121717,,,
cg10407585,0.059719276,,0.000122579,,,
cg16465280,0.081166644,,0.000124305,,,
cg18875629,0.068978562,,0.000124415,,,
cg19414630,0.086426407,,0.000126639,,,
cg00735611,0.05507001,,0.000126877,,,
cg04536704,0.050065957,,0.00012739,,,
cg11210878,0.077170673,,0.000127498,,,
cg05323879,0.053018253,,0.000127711,,,
cg24368848,0.050350476,,0.000128715,,,
cg06638451,0.065794782,,0.000128936,,,
cg01594290,-0.053380241,,0.000130315,,,
cg19484305,0.051125177,,0.000131402,,,
cg15908709,0.055601693,,0.000131437,,,
cg21003380,0.05045228,,0.000132221,,,
cg23288103,0.060502536,,0.000132909,,,
cg20173011,-0.067946603,,0.000134007,,,
cg17674042,0.101068378,,0.000134211,,,
cg14602393,0.071180327,,0.000135088,,,
cg21918313,0.054557287,,0.000135681,,,
cg11379081,0.082129501,,0.000135952,,,
cg02214783,0.067034574,,0.000136919,,,
cg11775828,-0.056477911,,0.000136945,,,
cg02749463,0.06500236,,0.00013805,,,
cg20065463,0.054615911,,0.000138512,,,
cg20593826,0.069537189,,0.000138598,,,
cg14655843,-0.056578337,,0.000139653,,,
cg16988986,0.060971774,,0.000139692,,,
cg14288848,0.053672844,,0.000140642,,,
cg17968037,0.083589838,,0.000141128,,,
cg08940075,0.065430187,,0.000141219,,,
cg14243778,0.05021119,,0.000141389,,,
cg09608949,0.099434327,,0.000143045,,,
cg04204246,0.056642132,,0.000143583,,,
cg02927346,0.053751099,,0.000144064,,,
cg17882867,0.076244412,,0.000144817,,,
cg01963623,0.052358365,,0.000145793,,,
cg02486855,0.078165485,,0.000146066,,,
cg06783429,0.050502286,,0.000146569,,,
cg09118258,0.052757358,,0.000150292,,,
cg02371935,0.052643377,,0.000148036,,,
cg06760830,0.055541707,,0.000150013,,,
cg04810063,-0.064883849,,0.000150102,,,
cg25052847,0.082126253,,0.000150387,,,
cg27250236,0.055826689,,0.000151545,,,
cg09060789,0.058867617,,0.000151553,,,
cg22891191,0.050290544,,0.000151885,,,
cg27576485,0.090854916,,0.000152882,,,
cg02423817,-0.055081842,,0.000153206,,,
cg05955436,0.063179496,,0.000153803,,,
cg15812322,-0.053555154,,0.000153896,,,
cg22209918,0.065163016,,0.000154372,,,
cg08573435,0.068384424,,0.000155473,,,
cg17164954,0.084136061,,0.000156614,,,
cg11370814,-0.056490909,,0.000157417,,,
cg10854819,0.083301368,,0.000157623,,,
cg15541170,0.06565512,,0.000157841,,,
cg26999345,0.052434777,,0.000157884,,,
cg00056433,-0.080479348,,0.000158921,,,
cg06208288,-0.066592465,,0.000159528,,,
cg26695909,0.075404062,,0.000161132,,,
cg19269473,0.065797588,,0.0001616,,,
cg09255910,0.053393527,,0.00016642,,,
cg02235659,0.06667671,,0.000168379,,,
cg21450829,0.058699752,,0.000168676,,,
cg23238315,0.084940519,,0.000169528,,,
cg19590598,0.051897288,,0.000170284,,,
cg07327299,0.051246606,,0.000170528,,,
cg27506609,-0.079740879,,0.000179439,,,
cg12689679,0.052885268,,0.000171349,,,
cg07346187,0.050231907,,0.000171807,,,
cg25674883,0.063966955,,0.000174392,,,
cg09238049,0.085566505,,0.000174344,,,
cg26459819,0.059303438,,0.000174355,,,
cg03035162,-0.05513645,,0.000176169,,,
cg19569526,0.055575666,,0.000178387,,,
cg03077331,0.060562136,,0.000179114,,,
cg16038331,0.052127318,,0.000179569,,,
cg07166084,-0.053411674,,0.000180158,,,
cg20884605,0.062781895,,0.000179709,,,
cg04075738,0.053299079,,0.000181577,,,
cg24174557,-0.076409467,,0.00018231,,,
cg21535253,0.071790802,,0.000182662,,,
cg10536276,0.057778464,,0.000183345,,,
cg16396978,0.054318648,,0.000183764,,,
cg19021383,0.05187783,,0.000183893,,,
cg05516285,0.06417027,,0.000184748,,,
cg09878888,0.064080179,,0.000185373,,,
cg01185080,0.055610002,,0.000185506,,,
cg20673840,0.054934616,,0.000185997,,,
cg24713204,0.058601226,,0.000188457,,,
cg21179088,0.053640801,,0.000192588,,,
cg08122232,-0.081238187,,0.00019261,,,
cg26995224,0.050937342,,0.000193494,,,
cg11931596,0.074029221,,0.000194693,,,
cg20039443,0.071062915,,0.000196622,,,
cg13852784,-0.055845277,,0.000198836,,,
cg01176433,0.063032494,,0.000199364,,,
cg07967717,0.051773772,,0.000199408,,,
cg03352427,0.058018799,,0.000199503,,,
cg07355189,0.098048018,,0.000199564,,,
cg07773434,0.070527816,,0.000199787,,,
cg26411522,0.06993936,,0.000201224,,,
cg03738025,0.064075898,,0.000201296,,,
cg07877257,0.100416677,,0.000202151,,,
cg12161228,0.056165941,,0.000202356,,,
cg01965380,-0.072268369,,0.000204326,,,
cg05068206,0.054638659,,0.000204704,,,
cg04015962,0.075031669,,0.000205997,,,
cg07310671,0.067975825,,0.000207215,,,
cg24576535,0.05351039,,0.000207592,,,
cg18517540,-0.054818761,,0.000208128,,,
cg14362630,-0.06255596,,0.000208968,,,
cg20618695,0.06035151,,0.000210764,,,
cg05506600,0.062263668,,0.000210871,,,
cg00044505,0.066033076,,0.00021106,,,
cg01199952,0.057226414,,0.000214301,,,
cg16889557,0.057494392,,0.000214347,,,
cg02263932,0.051144553,,0.00021478,,,
cg18771570,0.08729103,,0.000215203,,,
cg24874003,0.074548834,,0.000215224,,,
cg08506869,0.086332271,,0.000216186,,,
cg06893362,-0.062168687,,0.000217611,,,
cg18871253,0.102126952,,0.000217819,,,
cg05282518,0.055683987,,0.000218446,,,
cg25339073,0.052366979,,0.000218995,,,
cg03818715,0.097624258,,0.000219293,,,
cg26449680,0.050964067,,0.000220277,,,
cg04299274,-0.055918808,,0.000221485,,,
cg11355658,0.065983108,,0.000224053,,,
cg00108282,0.054576282,,0.00022522,,,
cg04011474,-0.053163666,,0.000225917,,,
cg05917111,0.053328579,,0.000226069,,,
cg10040355,0.054180296,,0.000229736,,,
cg22438763,0.06602751,,0.000230131,,,
cg01987202,0.052682732,,0.000231653,,,
cg27288226,0.054502361,,0.00023221,,,
cg14114546,0.073873382,,0.000232527,,,
cg00074348,-0.053475383,,0.000233046,,,
cg05618807,0.059062379,,0.000233691,,,
cg18063495,-0.058580954,,0.000233695,,,
cg24863255,0.075041351,,0.000233769,,,
cg13554018,-0.05275141,,0.000234413,,,
cg20247911,0.055514438,,0.000235237,,,
cg23630423,0.072716613,,0.000236345,,,
cg26687119,0.05056153,,0.000237689,,,
cg05963085,0.051062799,,0.000240501,,,
cg01508380,0.069716124,,0.000240612,,,
cg03148927,0.05542205,,0.000241198,,,
cg21055528,-0.058869597,,0.000241229,,,
cg10612096,0.079781947,,0.000242737,,,
cg23261343,0.066384444,,0.000243435,,,
cg10599444,0.057415947,,0.000244255,,,
cg24087669,0.061952097,,0.000244698,,,
cg09978533,0.066818257,,0.000244722,,,
cg23204968,0.097243996,,0.000245813,,,
cg11564601,0.106529862,,0.000246047,,,
cg03562367,-0.058438674,,0.000246428,,,
cg03233624,0.096667659,,0.000247061,,,
cg13891539,0.060209057,,0.000249186,,,
cg09143713,-0.060251237,,0.000249389,,,
cg08136809,0.055688543,,0.00024981,,,
cg14091103,0.068118914,,0.000251307,,,
cg02637101,0.052234084,,0.000251684,,,
cg24779941,0.056766068,,0.000251792,,,
cg15418423,0.053016817,,0.00025433,,,
cg23668184,0.051672069,,0.000254649,,,
cg05437692,0.056298148,,0.000255255,,,
cg22609511,-0.056797081,,0.000256654,,,
cg03743205,0.050681716,,0.000256317,,,
cg20124223,0.058188989,,0.000256967,,,
cg22318514,0.058241413,,0.000259311,,,
cg12103951,0.062677751,,0.000260442,,,
cg21201401,-0.090778639,,0.000262542,,,
cg25256924,-0.064348775,,0.000262821,,,
cg11511175,0.058722252,,0.000263308,,,
cg11200797,0.060133078,,0.000263455,,,
cg00965168,0.055911514,,0.000263929,,,
cg08131184,0.061633271,,0.000264772,,,
cg10946510,0.056562658,,0.000265197,,,
cg26404511,0.057317065,,0.000266362,,,
cg16478536,0.069560082,,0.000267299,,,
cg02814805,0.064911557,,0.000270159,,,
cg13859639,0.056709775,,0.000271109,,,
cg15676988,0.073954706,,0.000271699,,,
cg21058391,0.061394648,,0.000278932,,,
cg01065977,0.053070236,,0.000272683,,,
cg14750367,-0.053295289,,0.000273157,,,
cg19576099,-0.050429312,,0.000273469,,,
cg22437405,0.067030007,,0.000274626,,,
cg24484138,0.071678509,,0.000275677,,,
cg13267718,0.050433633,,0.00027629,,,
cg06893296,0.065099491,,0.000276324,,,
cg02954987,0.075795327,,0.000278007,,,
cg24082526,-0.0557996,,0.000278425,,,
cg23702848,0.052635128,,0.000279094,,,
cg22958090,0.080770709,,0.000279294,,,
cg25213720,-0.050526983,,0.000279639,,,
cg02378440,-0.08402687,,0.000287886,,,
cg10798745,-0.052487697,,0.000280636,,,
cg24453664,0.069206397,,0.000281545,,,
cg19954602,0.069112708,,0.000282162,,,
cg26717763,0.085557482,,0.000284109,,,
cg01860774,-0.055880636,,0.000284625,,,
cg15123573,0.052194294,,0.000285775,,,
cg06121352,0.05059252,,0.000287957,,,
cg00840403,-0.061970639,,0.000288005,,,
cg16301617,-0.053728531,,0.000290249,,,
cg24601030,0.066459874,,0.000290766,,,
cg04605980,0.115785897,,0.000291845,,,
cg20518446,0.088277116,,0.000292143,,,
cg04580344,0.07625691,,0.000292643,,,
cg01911077,-0.050044524,,0.00029277,,,
cg21187669,-0.056101006,,0.000293945,,,
cg14023999,0.060705944,,0.000294239,,,
cg08217545,0.055695384,,0.000294693,,,
cg03329019,0.054907293,,0.000295397,,,
cg25298189,0.064303334,,0.000296492,,,
cg02381279,0.083757559,,0.000296496,,,
cg22507772,0.060348503,,0.000297844,,,
cg25037165,0.068685455,,0.00029806,,,
cg09716921,-0.052259731,,0.000299403,,,
cg27294813,-0.051778988,,0.000299551,,,
cg15050529,0.051364108,,0.000299599,,,
cg07676709,0.052634792,,0.00030011,,,
cg23846712,0.061421724,,0.000300855,,,
cg23032129,0.050812469,,0.000302048,,,
cg12127196,0.0647575,,0.000306526,,,
cg24351262,0.058806083,,0.000306589,,,
cg26226650,0.051133831,,0.000307607,,,
cg01462537,-0.070818507,,0.000310006,,,
cg05338187,0.067263963,,0.000310354,,,
cg26878870,0.078809241,,0.000310567,,,
cg04678141,0.078684611,,0.000310737,,,
cg09248380,0.064297143,,0.000310964,,,
cg24935217,0.060402674,,0.000311216,,,
cg03665970,0.067800275,,0.000312364,,,
cg04202511,0.056398279,,0.000313314,,,
cg06928246,0.053756319,,0.000313422,,,
cg16715129,-0.051181581,,0.00031487,,,
cg06178383,-0.05636289,,0.000316687,,,
cg04907595,0.052453746,,0.000317278,,,
cg23606396,-0.065257939,,0.000317914,,,
cg02484127,0.054281526,,0.000318656,,,
cg25759064,0.074252427,,0.000318924,,,
cg16391242,0.081720614,,0.000320967,,,
cg01599709,0.051653235,,0.000321008,,,
cg19759064,0.050681941,,0.000324277,,,
cg10198479,0.060859288,,0.000327009,,,
cg08667128,0.061746638,,0.000327757,,,
cg05903444,0.052355233,,0.000328408,,,
cg03051116,0.060141523,,0.000329528,,,
cg14324502,0.064478798,,0.000330277,,,
cg04213390,0.058324369,,0.000330506,,,
cg04335714,0.075551856,,0.000331695,,,
cg06502279,0.070864775,,0.000331841,,,
cg14289511,0.060235227,,0.000332311,,,
cg14991769,0.059817055,,0.00033274,,,
cg22900681,0.058169499,,0.00033342,,,
cg00791854,0.051965076,,0.000334063,,,
cg19814934,-0.091698751,,0.000334205,,,
cg05638439,0.073698923,,0.000338189,,,
cg03962794,0.077752444,,0.00033991,,,
cg21903286,0.071086925,,0.000340261,,,
cg26842310,-0.060417372,,0.000340613,,,
cg08101036,0.081964435,,0.000341247,,,
cg15133351,0.050961668,,0.000341486,,,
cg13094752,0.05661239,,0.000341666,,,
cg23029655,0.066849842,,0.000341852,,,
cg06023661,0.055896835,,0.000344096,,,
cg25227866,0.061386835,,0.000344624,,,
cg14221766,0.050375836,,0.000344653,,,
cg09692695,0.050154165,,0.000346936,,,
cg08942800,0.074421689,,0.000347146,,,
cg07987148,0.07394938,,0.000347983,,,
cg08815340,0.060807629,,0.000348206,,,
cg09290120,0.091959217,,0.000349789,,,
cg09825309,0.05540784,,0.000350117,,,
cg27545630,-0.057855924,,0.000350792,,,
