"cpg","beta","se","p","i2","p_het","details"
"cg21760034","","",0.0252,"","",""
"cg26642844","","",0.972,"","",""
"cg26228014","","",0.977,"","",""
"cg04766043","","",0.985,"","",""
"cg26295127","","",0.989,"","",""
"cg22207479","","",0.964,"","",""
"cg00054301","","",0.971,"","",""
"cg11321144","","",0.975,"","",""
"cg26283127","","",0.982,"","",""
"cg15317587","","",0.916,"","",""
"cg09552399","","",0.981,"","",""
"cg18753841","","",0.981,"","",""
"cg05591210","","",0.982,"","",""
"cg19395089","","",0.972,"","",""
"cg11841231","","",0.986,"","",""
"cg25678150","","",0.985,"","",""
"cg27092297","","",0.978,"","",""
"cg19827511","","",0.986,"","",""
"cg23694389","","",0.985,"","",""
"cg18404628","","",0.987,"","",""
"cg21855143","","",0.98,"","",""
"cg18550498","","",0.986,"","",""
"cg11136665","","",0.99,"","",""
"cg11587811","","",0.973,"","",""
"cg18135767","","",0.987,"","",""
"cg02537826","","",0.983,"","",""
"cg12742785","","",0.97,"","",""
"cg07899634","","",0.985,"","",""
"cg13718870","","",0.984,"","",""
"cg10011746","","",0.983,"","",""
"cg09492169","","",0.982,"","",""
"cg20114271","","",0.995,"","",""
"cg25431916","","",0.992,"","",""
"cg24044147","","",0.0192,"","",""
"cg07491206","","",0.979,"","",""
"cg03426762","","",0.98,"","",""
"cg10536462","","",0.973,"","",""
"cg06150299","","",0.986,"","",""
"cg11865223","","",0.992,"","",""
"cg04950627","","",0.988,"","",""
"cg24990564","","",0.988,"","",""
"cg18088032","","",0.991,"","",""
"cg13653989","","",0.987,"","",""
"cg26990527","","",0.986,"","",""
"cg27157619","","",0.981,"","",""
"cg23621463","","",0.985,"","",""
"cg18243598","","",0.988,"","",""
"cg21237268","","",0.016,"","",""
"cg00292290","","",0.984,"","",""
"cg11070881","","",0.984,"","",""
"cg02665611","","",0.984,"","",""
"cg27433031","","",0.982,"","",""
"cg07430520","","",0.991,"","",""
"cg26613771","","",0.991,"","",""
"cg07377891","","",0.993,"","",""
"cg25468220","","",0.99,"","",""
"cg06984201","","",0.983,"","",""
"cg07227102","","",0.988,"","",""
"cg24865017","","",0.984,"","",""
"cg01865786","","",0.994,"","",""
"cg01278232","","",0.988,"","",""
"cg25942688","","",0.993,"","",""
"cg27334224","","",0.984,"","",""
"cg01518942","","",0.991,"","",""
"cg20342460","","",0.991,"","",""
"cg12083291","","",0.992,"","",""
"cg15578176","","",0.993,"","",""
"cg14353422","","",0.995,"","",""
"cg18195498","","",0.987,"","",""
"cg00561191","","",0.995,"","",""
"cg02693745","","",0.99,"","",""
"cg20627106","","",0.991,"","",""
"cg05085504","","",0.995,"","",""
"cg15894653","","",0.993,"","",""
"cg20864636","","",0.994,"","",""
