"cpg","beta","se","p","i2","p_het","details"
"cg15527230",-0.13473,0.0206,5.7e-11,"","",""
"cg00921160",-0.30634,0.0468,5.71e-11,"","",""
"cg21945289",0.15814,0.0241,5.71e-11,"","",""
"cg21088119",-0.1109,0.0169,5.71e-11,"","",""
"cg25176907",-0.13072,0.02,5.71e-11,"","",""
"cg10113194",0.15977,0.0244,5.71e-11,"","",""
"cg06638935",0.15596,0.0238,5.72e-11,"","",""
"cg05030574",-0.12136,0.0185,5.73e-11,"","",""
"cg14526039",-0.12498,0.0191,5.73e-11,"","",""
"cg22605924",-0.13576,0.0207,5.73e-11,"","",""
"cg16082877",0.14236,0.0217,5.73e-11,"","",""
"cg21885022",-0.0975,0.0149,5.74e-11,"","",""
"cg14703589",0.2972,0.0454,5.74e-11,"","",""
"cg11146821",0.15889,0.0243,5.75e-11,"","",""
"cg12605662",0.51073,0.078,5.75e-11,"","",""
"cg27387923",0.09571,0.0146,5.76e-11,"","",""
"cg20432350",-0.17886,0.0273,5.76e-11,"","",""
"cg25046720",-0.2511,0.0383,5.76e-11,"","",""
"cg05520712",0.17468,0.0267,5.76e-11,"","",""
"cg18090970",0.32083,0.049,5.76e-11,"","",""
"cg07794367",-0.17148,0.0262,5.76e-11,"","",""
"cg14585054",-0.14823,0.0226,5.76e-11,"","",""
"cg21252018",0.15292,0.0233,5.77e-11,"","",""
"cg26122963",-0.09845,0.015,5.77e-11,"","",""
"cg14289738",0.18763,0.0286,5.78e-11,"","",""
"cg14173442",0.17807,0.0272,5.78e-11,"","",""
"cg04661001",0.18956,0.0289,5.78e-11,"","",""
"cg09727245",-0.05791,0.0088,5.79e-11,"","",""
"cg21386766",-0.23439,0.0358,5.79e-11,"","",""
"cg09958560",-0.32328,0.0494,5.8e-11,"","",""
"cg14101398",0.19438,0.0297,5.8e-11,"","",""
"cg09264489",0.15386,0.0235,5.8e-11,"","",""
"cg16621560",0.09846,0.015,5.81e-11,"","",""
"cg26120971",0.14282,0.0218,5.83e-11,"","",""
"cg23250906",0.12277,0.0187,5.83e-11,"","",""
"cg04072270",-0.19163,0.0293,5.84e-11,"","",""
"cg23490077",-0.17383,0.0265,5.84e-11,"","",""
"cg20659195",0.13879,0.0212,5.84e-11,"","",""
"cg02181247",0.1074,0.0164,5.84e-11,"","",""
"cg04489104",-0.19144,0.0292,5.85e-11,"","",""
"cg02388788",-0.11498,0.0176,5.85e-11,"","",""
"cg18006637",-0.18089,0.0276,5.86e-11,"","",""
"cg27394114",0.15165,0.0232,5.86e-11,"","",""
"cg13515605",-0.07708,0.0118,5.87e-11,"","",""
"cg20323175",0.16521,0.0252,5.87e-11,"","",""
"cg01472375",-0.11487,0.0175,5.88e-11,"","",""
"cg05937445",0.10538,0.0161,5.88e-11,"","",""
"cg11086764",0.30847,0.0471,5.89e-11,"","",""
"cg17203447",0.11504,0.0176,5.9e-11,"","",""
"cg17063452",0.06119,0.0093,5.91e-11,"","",""
"cg06183410",0.15301,0.0234,5.91e-11,"","",""
"cg06261066",-0.34096,0.0521,5.91e-11,"","",""
"cg24139639",-0.26447,0.0404,5.92e-11,"","",""
"cg17205313",-0.2175,0.0332,5.92e-11,"","",""
"cg14060865",-0.10578,0.0162,5.93e-11,"","",""
"cg24842760",0.11813,0.018,5.93e-11,"","",""
"cg08758887",0.14781,0.0226,5.93e-11,"","",""
"cg06465011",0.27868,0.0426,5.94e-11,"","",""
"cg03387092",0.26828,0.041,5.94e-11,"","",""
"cg14482569",0.16692,0.0255,5.94e-11,"","",""
"cg22171758",-0.21004,0.0321,5.94e-11,"","",""
"cg26166170",0.23371,0.0357,5.95e-11,"","",""
"cg08464513",-0.07863,0.012,5.95e-11,"","",""
"cg24605023",-0.19687,0.0301,5.95e-11,"","",""
"cg00682125",0.18286,0.0279,5.96e-11,"","",""
"cg11888085",0.12811,0.0196,5.96e-11,"","",""
"cg18096388",-0.13878,0.0212,5.96e-11,"","",""
"cg21557180",0.14526,0.0222,5.97e-11,"","",""
"cg08945443",-0.16948,0.0259,5.97e-11,"","",""
"cg26340389",-0.16892,0.0258,5.97e-11,"","",""
"cg23873415",0.19245,0.0294,5.97e-11,"","",""
"cg16282892",0.22012,0.0336,5.97e-11,"","",""
"cg25212453",0.18844,0.0288,5.99e-11,"","",""
"cg19185146",0.14877,0.0227,5.99e-11,"","",""
"cg26834244",-0.23718,0.0362,6e-11,"","",""
"cg25652610",0.07163,0.0109,6.01e-11,"","",""
"cg20379671",-0.23417,0.0358,6.01e-11,"","",""
"cg05223396",-0.15795,0.0241,6.01e-11,"","",""
"cg05446923",0.22075,0.0337,6.03e-11,"","",""
"cg03932904",0.28405,0.0434,6.03e-11,"","",""
"cg23950788",0.10237,0.0156,6.04e-11,"","",""
"cg20377881",0.09904,0.0151,6.04e-11,"","",""
"cg05881698",-0.06615,0.0101,6.05e-11,"","",""
"cg10278297",0.1738,0.0266,6.05e-11,"","",""
"cg13772742",0.25675,0.0392,6.05e-11,"","",""
"cg26124597",0.07828,0.012,6.06e-11,"","",""
"cg14482968",-0.26502,0.0405,6.06e-11,"","",""
"cg12207153",0.08876,0.0136,6.06e-11,"","",""
"cg08448725",0.24994,0.0382,6.06e-11,"","",""
"cg20435485",0.13169,0.0201,6.07e-11,"","",""
"cg06317989",0.11578,0.0177,6.08e-11,"","",""
"cg03495011",-0.31365,0.0479,6.08e-11,"","",""
"cg27158481",0.14944,0.0228,6.1e-11,"","",""
"cg25822881",-0.24776,0.0379,6.1e-11,"","",""
"cg20016599",0.13863,0.0212,6.1e-11,"","",""
"cg06889086",-0.18578,0.0284,6.12e-11,"","",""
"cg22828383",-0.09856,0.0151,6.12e-11,"","",""
"cg22277103",0.13643,0.0209,6.13e-11,"","",""
"cg10037579",0.09991,0.0153,6.13e-11,"","",""
"cg20508274",-0.11349,0.0174,6.13e-11,"","",""
"cg26764980",0.1333,0.0204,6.14e-11,"","",""
"cg13104508",-0.18136,0.0277,6.14e-11,"","",""
"cg10670077",-0.11229,0.0172,6.14e-11,"","",""
"cg00816387",0.28077,0.0429,6.14e-11,"","",""
"cg04563262",0.08267,0.0126,6.14e-11,"","",""
"cg18704047",-0.13951,0.0213,6.15e-11,"","",""
"cg01214155",-0.18111,0.0277,6.15e-11,"","",""
"cg04928457",0.15664,0.024,6.15e-11,"","",""
"cg25327343",0.11526,0.0176,6.16e-11,"","",""
"cg10125636",-0.12407,0.019,6.17e-11,"","",""
"cg13554018",-0.26412,0.0404,6.17e-11,"","",""
"cg16550264",-0.20865,0.0319,6.17e-11,"","",""
"cg14101500",-0.11469,0.0175,6.17e-11,"","",""
"cg07042729",0.19554,0.0299,6.17e-11,"","",""
"cg03677924",-0.09038,0.0138,6.18e-11,"","",""
"cg02459866",-0.04528,0.0069,6.18e-11,"","",""
"cg00723275",0.16655,0.0255,6.19e-11,"","",""
"cg26365813",-0.25398,0.0388,6.19e-11,"","",""
"cg23705108",0.17549,0.0268,6.19e-11,"","",""
"cg03070977",0.19771,0.0302,6.19e-11,"","",""
"cg04329519",-0.10694,0.0164,6.2e-11,"","",""
"cg18713221",-0.06292,0.0096,6.21e-11,"","",""
"cg19007038",-0.10728,0.0164,6.22e-11,"","",""
"cg12873707",-0.10195,0.0156,6.23e-11,"","",""
"cg25010691",0.19246,0.0294,6.23e-11,"","",""
"cg03143849",0.20497,0.0313,6.23e-11,"","",""
"cg18148283",0.22223,0.034,6.24e-11,"","",""
"cg08546707",0.20422,0.0312,6.24e-11,"","",""
"cg14211332",0.135,0.0206,6.24e-11,"","",""
"cg04920032",-0.12536,0.0192,6.24e-11,"","",""
"cg16736517",0.23825,0.0364,6.25e-11,"","",""
"cg19746897",0.22454,0.0343,6.25e-11,"","",""
"cg14171486",0.16705,0.0256,6.25e-11,"","",""
"cg19149915",0.18911,0.0289,6.26e-11,"","",""
"cg04016660",-0.17997,0.0275,6.26e-11,"","",""
"cg09362366",0.14282,0.0218,6.27e-11,"","",""
"cg17435683",-0.15292,0.0234,6.28e-11,"","",""
"cg00962000",0.10805,0.0165,6.28e-11,"","",""
"cg10673246",0.15415,0.0236,6.28e-11,"","",""
"cg09181015",0.14121,0.0216,6.29e-11,"","",""
"cg04607671",-0.18587,0.0284,6.29e-11,"","",""
"cg00347775",-0.18051,0.0276,6.29e-11,"","",""
"cg23510258",-0.17841,0.0273,6.3e-11,"","",""
"cg02525719",0.19734,0.0302,6.3e-11,"","",""
"cg20309640",0.2011,0.0308,6.31e-11,"","",""
"cg14121740",-0.22744,0.0348,6.31e-11,"","",""
"cg09160231",-0.1438,0.022,6.32e-11,"","",""
"cg16863795",0.26699,0.0408,6.32e-11,"","",""
"cg09000138",0.07795,0.0119,6.32e-11,"","",""
"cg06362313",-0.11536,0.0177,6.33e-11,"","",""
"cg12444839",0.13164,0.0201,6.33e-11,"","",""
"cg02632583",-0.1908,0.0292,6.34e-11,"","",""
"cg01263532",-0.15711,0.024,6.35e-11,"","",""
"cg16411883",-0.25388,0.0388,6.36e-11,"","",""
"cg09319061",-0.13289,0.0203,6.36e-11,"","",""
"cg21005410",0.15025,0.023,6.36e-11,"","",""
"cg13056369",-0.27046,0.0414,6.36e-11,"","",""
"cg16357582",0.09969,0.0153,6.37e-11,"","",""
"cg10795342",-0.21118,0.0323,6.37e-11,"","",""
"cg17713751",-0.30753,0.0471,6.38e-11,"","",""
"cg04180929",0.05793,0.0089,6.38e-11,"","",""
"cg08080396",-0.15025,0.023,6.38e-11,"","",""
"cg13452162",0.18177,0.0278,6.38e-11,"","",""
"cg18883198",-0.14638,0.0224,6.39e-11,"","",""
"cg03707696",0.13508,0.0207,6.39e-11,"","",""
"cg13261971",0.06349,0.0097,6.4e-11,"","",""
"cg00003625",0.10822,0.0166,6.4e-11,"","",""
"cg10549018",-0.19533,0.0299,6.41e-11,"","",""
"cg08130814",-0.3755,0.0575,6.41e-11,"","",""
"cg08898775",-0.17056,0.0261,6.41e-11,"","",""
"cg13626676",0.19306,0.0295,6.42e-11,"","",""
"cg07211212",0.06645,0.0102,6.43e-11,"","",""
"cg12850078",-0.21601,0.0331,6.44e-11,"","",""
"cg11377336",-0.15714,0.0241,6.44e-11,"","",""
"cg11262216",-0.19628,0.03,6.44e-11,"","",""
"cg18307978",0.19703,0.0302,6.45e-11,"","",""
"cg25820728",0.25619,0.0392,6.45e-11,"","",""
"cg16427239",-0.12202,0.0187,6.45e-11,"","",""
"cg25883066",-0.22954,0.0351,6.46e-11,"","",""
"cg04763519",0.19524,0.0299,6.47e-11,"","",""
"cg06991732",-0.08898,0.0136,6.47e-11,"","",""
"cg27106356",-0.27181,0.0416,6.48e-11,"","",""
"cg24154631",-0.19277,0.0295,6.48e-11,"","",""
"cg08531687",-0.17926,0.0274,6.5e-11,"","",""
"cg25326319",0.15438,0.0236,6.5e-11,"","",""
"cg03680790",0.12487,0.0191,6.5e-11,"","",""
"cg08527797",-0.12487,0.0191,6.51e-11,"","",""
"cg09781936",0.15425,0.0236,6.53e-11,"","",""
"cg01538731",-0.17344,0.0266,6.53e-11,"","",""
"cg13132404",0.12051,0.0185,6.54e-11,"","",""
"cg24802899",0.11755,0.018,6.54e-11,"","",""
"cg23180780",-0.12095,0.0185,6.55e-11,"","",""
"cg04425701",0.11804,0.0181,6.55e-11,"","",""
"cg11749902",0.14772,0.0226,6.56e-11,"","",""
"cg15355952",-0.34694,0.0531,6.56e-11,"","",""
"cg08326515",-0.24176,0.037,6.56e-11,"","",""
"cg17971600",-0.10014,0.0153,6.56e-11,"","",""
"cg05399434",0.1503,0.023,6.57e-11,"","",""
"cg25492569",-0.07589,0.0116,6.57e-11,"","",""
"cg18707191",-0.19104,0.0293,6.58e-11,"","",""
"cg14535746",-0.14529,0.0223,6.58e-11,"","",""
"cg04950914",-0.23983,0.0367,6.6e-11,"","",""
"cg12134349",0.15774,0.0242,6.6e-11,"","",""
"cg03592763",-0.11944,0.0183,6.6e-11,"","",""
"cg11346837",0.26354,0.0404,6.61e-11,"","",""
"cg09006292",0.13888,0.0213,6.62e-11,"","",""
"cg12131208",0.13904,0.0213,6.62e-11,"","",""
"cg24637417",-0.05574,0.0085,6.62e-11,"","",""
"cg12279518",0.12192,0.0187,6.62e-11,"","",""
"cg06927337",0.23096,0.0354,6.62e-11,"","",""
"cg02711608",-0.12052,0.0185,6.63e-11,"","",""
"cg05727573",-0.10837,0.0166,6.63e-11,"","",""
"cg23299445",-0.21389,0.0328,6.63e-11,"","",""
"cg27161702",0.18724,0.0287,6.63e-11,"","",""
"cg04346283",-0.18566,0.0284,6.64e-11,"","",""
"cg11850861",-0.19762,0.0303,6.65e-11,"","",""
"cg24426232",-0.16819,0.0258,6.65e-11,"","",""
"cg06190807",0.09375,0.0144,6.67e-11,"","",""
"cg18049164",0.0932,0.0143,6.67e-11,"","",""
"cg25804280",0.13183,0.0202,6.67e-11,"","",""
"cg00042837",-0.08491,0.013,6.68e-11,"","",""
"cg06408385",0.2251,0.0345,6.68e-11,"","",""
"cg22790931",0.21549,0.033,6.69e-11,"","",""
"cg16097955",0.1371,0.021,6.69e-11,"","",""
"cg24866407",-0.12728,0.0195,6.7e-11,"","",""
"cg06420480",-0.15792,0.0242,6.7e-11,"","",""
"cg27043548",0.14064,0.0215,6.72e-11,"","",""
"cg13613180",0.12292,0.0188,6.72e-11,"","",""
"cg10942521",0.20579,0.0315,6.72e-11,"","",""
"cg09726509",-0.1105,0.0169,6.72e-11,"","",""
"cg19243533",0.12328,0.0189,6.72e-11,"","",""
"cg19051802",0.1733,0.0266,6.74e-11,"","",""
"cg10575367",0.19667,0.0301,6.74e-11,"","",""
"cg23936766",-0.20384,0.0312,6.75e-11,"","",""
"cg02105211",-0.11894,0.0182,6.75e-11,"","",""
"cg18745629",0.19513,0.0299,6.75e-11,"","",""
"cg19229692",-0.26981,0.0413,6.75e-11,"","",""
"cg00163510",-0.34455,0.0528,6.76e-11,"","",""
"cg13518232",0.11046,0.0169,6.76e-11,"","",""
"cg13882921",-0.22793,0.0349,6.76e-11,"","",""
"cg24659037",-0.15426,0.0236,6.76e-11,"","",""
"cg27485084",0.25793,0.0395,6.76e-11,"","",""
"cg26195495",-0.26373,0.0404,6.78e-11,"","",""
"cg16434150",-0.10759,0.0165,6.78e-11,"","",""
"cg24145935",0.14812,0.0227,6.78e-11,"","",""
"cg06489367",0.10977,0.0168,6.79e-11,"","",""
"cg05568549",-0.14168,0.0217,6.8e-11,"","",""
"cg05547853",-0.13938,0.0214,6.82e-11,"","",""
"cg10010103",-0.25427,0.039,6.82e-11,"","",""
"cg05516295",0.18699,0.0287,6.83e-11,"","",""
"cg17292667",0.20475,0.0314,6.83e-11,"","",""
"cg06513673",0.21122,0.0324,6.84e-11,"","",""
"cg04632069",-0.20183,0.0309,6.85e-11,"","",""
"cg19305718",0.15881,0.0243,6.85e-11,"","",""
"cg27650906",0.09087,0.0139,6.85e-11,"","",""
"cg08236537",0.16125,0.0247,6.86e-11,"","",""
"cg15799461",0.21005,0.0322,6.86e-11,"","",""
"cg17074396",0.14703,0.0225,6.86e-11,"","",""
"cg13375188",-0.3281,0.0503,6.87e-11,"","",""
"cg17971003",-0.13836,0.0212,6.87e-11,"","",""
"cg23930133",-0.24838,0.0381,6.87e-11,"","",""
"cg24260882",0.15464,0.0237,6.88e-11,"","",""
"cg23568643",0.25257,0.0387,6.89e-11,"","",""
"cg09276883",0.08396,0.0129,6.9e-11,"","",""
"cg15391116",-0.16323,0.025,6.9e-11,"","",""
"cg13997553",0.14604,0.0224,6.9e-11,"","",""
"cg14534148",0.06678,0.0102,6.91e-11,"","",""
"cg04974130",-0.11592,0.0178,6.91e-11,"","",""
"cg23165310",-0.21339,0.0327,6.91e-11,"","",""
"cg20928824",-0.10186,0.0156,6.92e-11,"","",""
"cg04255276",0.15988,0.0245,6.93e-11,"","",""
"cg14709253",0.30968,0.0475,6.93e-11,"","",""
"cg20471562",-0.26494,0.0406,6.94e-11,"","",""
"cg13275603",-0.17487,0.0268,6.94e-11,"","",""
"cg17983632",0.08984,0.0138,6.94e-11,"","",""
"cg14640466",-0.15064,0.0231,6.95e-11,"","",""
"cg20142972",-0.12316,0.0189,6.95e-11,"","",""
"cg12596171",-0.08489,0.013,6.96e-11,"","",""
"cg06005318",-0.10493,0.0161,6.96e-11,"","",""
"cg01138819",-0.31963,0.049,6.96e-11,"","",""
"cg17916418",-0.18151,0.0278,6.96e-11,"","",""
"cg10440877",0.09268,0.0142,6.96e-11,"","",""
"cg04882213",-0.16815,0.0258,6.96e-11,"","",""
"cg23484785",0.07564,0.0116,6.97e-11,"","",""
"cg23120936",-0.15114,0.0232,6.97e-11,"","",""
"cg02486209",0.16196,0.0248,6.99e-11,"","",""
"cg14959707",0.17787,0.0273,6.99e-11,"","",""
"cg15819410",0.26092,0.04,7e-11,"","",""
"cg09143713",-0.19215,0.0295,7.01e-11,"","",""
"cg11972534",-0.1593,0.0244,7.01e-11,"","",""
"cg18773591",0.16967,0.026,7.01e-11,"","",""
"cg23014487",0.14032,0.0215,7.02e-11,"","",""
"cg18477569",-0.16378,0.0251,7.02e-11,"","",""
"cg26988146",-0.05665,0.0087,7.02e-11,"","",""
"cg22905282",-0.14271,0.0219,7.02e-11,"","",""
"cg19853143",-0.14614,0.0224,7.02e-11,"","",""
"cg10281889",-0.09672,0.0148,7.03e-11,"","",""
"cg27544046",-0.282,0.0433,7.03e-11,"","",""
"cg25023717",-0.12395,0.019,7.03e-11,"","",""
"cg18568145",-0.10371,0.0159,7.03e-11,"","",""
"cg13442709",0.21059,0.0323,7.03e-11,"","",""
"cg24842998",0.13724,0.021,7.04e-11,"","",""
"cg14108413",0.08457,0.013,7.04e-11,"","",""
"cg21764632",0.14868,0.0228,7.04e-11,"","",""
"cg15555014",-0.1755,0.0269,7.05e-11,"","",""
"cg23186787",0.2293,0.0352,7.05e-11,"","",""
"cg18588794",-0.2074,0.0318,7.06e-11,"","",""
"cg07636225",-0.24159,0.0371,7.06e-11,"","",""
"cg01300434",0.18481,0.0283,7.07e-11,"","",""
"cg18150339",-0.28504,0.0437,7.07e-11,"","",""
"cg11072570",0.23584,0.0362,7.07e-11,"","",""
"cg24232378",-0.12256,0.0188,7.07e-11,"","",""
"cg00289258",-0.1029,0.0158,7.08e-11,"","",""
"cg17041511",0.14896,0.0229,7.08e-11,"","",""
"cg26707718",-0.24043,0.0369,7.09e-11,"","",""
"cg01606875",-0.19851,0.0305,7.1e-11,"","",""
"cg15224741",-0.10991,0.0169,7.1e-11,"","",""
"cg20565912",0.08008,0.0123,7.11e-11,"","",""
"cg20239604",-0.10527,0.0162,7.11e-11,"","",""
"cg08786079",-0.07478,0.0115,7.11e-11,"","",""
"cg07970821",0.10428,0.016,7.12e-11,"","",""
"cg27621721",-0.33032,0.0507,7.12e-11,"","",""
"cg02858066",0.12489,0.0192,7.13e-11,"","",""
"cg08627624",0.1846,0.0283,7.13e-11,"","",""
"cg06017697",-0.12601,0.0193,7.13e-11,"","",""
"cg01373896",0.18801,0.0288,7.13e-11,"","",""
"cg07835051",0.34458,0.0529,7.14e-11,"","",""
"cg17560267",-0.186,0.0285,7.15e-11,"","",""
"cg05589489",0.15047,0.0231,7.15e-11,"","",""
"cg26950568",0.1099,0.0169,7.15e-11,"","",""
"cg04550823",0.06391,0.0098,7.15e-11,"","",""
"cg14076977",0.12974,0.0199,7.16e-11,"","",""
"cg02206373",0.23251,0.0357,7.16e-11,"","",""
"cg02046475",-0.1999,0.0307,7.16e-11,"","",""
"cg06240209",0.24464,0.0375,7.17e-11,"","",""
"cg12102059",-0.13342,0.0205,7.17e-11,"","",""
"cg15196820",-0.15431,0.0237,7.18e-11,"","",""
"cg27647623",0.18428,0.0283,7.18e-11,"","",""
"cg03962200",-0.11014,0.0169,7.18e-11,"","",""
"cg12393623",0.16622,0.0255,7.19e-11,"","",""
"cg19359333",0.08747,0.0134,7.21e-11,"","",""
"cg16292085",-0.18744,0.0288,7.22e-11,"","",""
"cg15712267",-0.12705,0.0195,7.22e-11,"","",""
"cg03727673",-0.19207,0.0295,7.23e-11,"","",""
"cg00045118",0.1766,0.0271,7.24e-11,"","",""
"cg13779777",-0.3355,0.0515,7.24e-11,"","",""
"cg16761550",-0.07732,0.0119,7.25e-11,"","",""
"cg09538651",-0.13752,0.0211,7.25e-11,"","",""
"cg23585420",-0.19154,0.0294,7.25e-11,"","",""
"cg17267654",0.16092,0.0247,7.26e-11,"","",""
"cg25093954",-0.22787,0.035,7.26e-11,"","",""
"cg19513492",0.05539,0.0085,7.26e-11,"","",""
"cg11014740",0.15231,0.0234,7.27e-11,"","",""
"cg03265490",-0.07941,0.0122,7.28e-11,"","",""
"cg19005077",0.12403,0.019,7.28e-11,"","",""
"cg22496973",-0.16549,0.0254,7.29e-11,"","",""
"cg01378515",-0.23297,0.0358,7.3e-11,"","",""
"cg26726006",0.11083,0.017,7.3e-11,"","",""
"cg03476616",-0.13416,0.0206,7.31e-11,"","",""
"cg18836745",0.07528,0.0116,7.31e-11,"","",""
"cg15370140",0.17252,0.0265,7.32e-11,"","",""
"cg27229664",-0.10847,0.0167,7.32e-11,"","",""
"cg11726250",-0.22478,0.0345,7.32e-11,"","",""
"cg21672450",-0.14893,0.0229,7.34e-11,"","",""
"cg19907812",-0.21595,0.0332,7.34e-11,"","",""
"cg10249637",0.30416,0.0467,7.34e-11,"","",""
"cg04657183",0.22279,0.0342,7.34e-11,"","",""
"cg05110389",-0.16599,0.0255,7.36e-11,"","",""
"cg15407638",-0.30892,0.0474,7.36e-11,"","",""
"cg20673960",0.10008,0.0154,7.37e-11,"","",""
"cg19496158",0.19384,0.0298,7.38e-11,"","",""
"cg18125073",0.16089,0.0247,7.38e-11,"","",""
"cg13159361",0.2557,0.0393,7.4e-11,"","",""
"cg18664013",0.1655,0.0254,7.4e-11,"","",""
"cg11087049",0.09395,0.0144,7.41e-11,"","",""
"cg02161701",0.07508,0.0115,7.41e-11,"","",""
"cg24834199",-0.14909,0.0229,7.42e-11,"","",""
"cg05287917",0.17033,0.0262,7.44e-11,"","",""
"cg13327134",-0.11458,0.0176,7.44e-11,"","",""
"cg10827485",-0.12021,0.0185,7.44e-11,"","",""
"cg04077979",-0.2272,0.0349,7.44e-11,"","",""
"cg16664915",-0.14146,0.0217,7.44e-11,"","",""
"cg20310894",0.12531,0.0192,7.45e-11,"","",""
"cg14652203",0.13806,0.0212,7.46e-11,"","",""
"cg01699740",-0.09104,0.014,7.46e-11,"","",""
"cg16509443",-0.06371,0.0098,7.46e-11,"","",""
"cg13483196",-0.20164,0.031,7.47e-11,"","",""
"cg06682024",-0.10784,0.0166,7.47e-11,"","",""
"cg23191354",0.23873,0.0367,7.48e-11,"","",""
"cg22388260",-0.11564,0.0178,7.48e-11,"","",""
"cg19602479",-0.21335,0.0328,7.48e-11,"","",""
"cg24862252",-0.27039,0.0415,7.49e-11,"","",""
"cg12688942",0.11066,0.017,7.49e-11,"","",""
"cg13532055",-0.15353,0.0236,7.5e-11,"","",""
"cg19392379",0.22748,0.0349,7.5e-11,"","",""
"cg18986589",-0.23809,0.0366,7.51e-11,"","",""
"cg24212517",-0.11647,0.0179,7.51e-11,"","",""
"cg21973527",0.1794,0.0276,7.51e-11,"","",""
"cg21691717",-0.05412,0.0083,7.51e-11,"","",""
"cg00142150",-0.16401,0.0252,7.52e-11,"","",""
"cg13206932",-0.25872,0.0397,7.53e-11,"","",""
"cg05205813",0.2084,0.032,7.54e-11,"","",""
"cg06545761",-0.20979,0.0322,7.54e-11,"","",""
"cg18731024",-0.38975,0.0599,7.55e-11,"","",""
"cg05823693",0.15575,0.0239,7.55e-11,"","",""
"cg00324366",0.0767,0.0118,7.56e-11,"","",""
"cg16900796",-0.14413,0.0221,7.56e-11,"","",""
"cg27551856",-0.12966,0.0199,7.56e-11,"","",""
"cg08289525",0.15366,0.0236,7.56e-11,"","",""
"cg26932623",0.12445,0.0191,7.56e-11,"","",""
"cg10369363",0.17357,0.0267,7.57e-11,"","",""
"cg18277497",0.09586,0.0147,7.58e-11,"","",""
"cg26206598",0.09121,0.014,7.58e-11,"","",""
"cg20392615",0.12175,0.0187,7.59e-11,"","",""
"cg26791307",0.28597,0.0439,7.59e-11,"","",""
"cg09456516",0.0649,0.01,7.59e-11,"","",""
"cg16019273",0.14768,0.0227,7.6e-11,"","",""
"cg24417499",-0.12795,0.0197,7.61e-11,"","",""
"cg25821783",-0.16603,0.0255,7.61e-11,"","",""
"cg23148838",-0.2148,0.033,7.61e-11,"","",""
"cg11550547",0.17141,0.0263,7.62e-11,"","",""
"cg06287775",0.14632,0.0225,7.62e-11,"","",""
"cg07562835",0.12235,0.0188,7.63e-11,"","",""
"cg03217316",0.24652,0.0379,7.63e-11,"","",""
"cg23124641",0.0885,0.0136,7.64e-11,"","",""
"cg21029612",-0.15623,0.024,7.64e-11,"","",""
"cg12952924",0.21373,0.0328,7.64e-11,"","",""
