"cpg","beta","se","p","i2","p_het","details"
"cg12821636",0.01395,0.0024,9.86e-09,"","",""
"cg02724435",0.01473,0.0026,9.86e-09,"","",""
"cg26469597",0.00506,9e-04,9.86e-09,"","",""
"cg02131772",0.00785,0.0014,9.86e-09,"","",""
"cg02778245",0.01427,0.0025,9.86e-09,"","",""
"cg00221327",0.00615,0.0011,9.86e-09,"","",""
"cg22899163",0.00745,0.0013,9.86e-09,"","",""
"cg25641745",-0.01851,0.0032,9.86e-09,"","",""
"cg05937046",-0.01324,0.0023,9.87e-09,"","",""
"cg22389936",-0.01698,0.003,9.87e-09,"","",""
"cg05210558",-0.01436,0.0025,9.87e-09,"","",""
"cg25961567",0.01938,0.0034,9.87e-09,"","",""
"ch.15.23774000R",0.00875,0.0015,9.87e-09,"","",""
"cg27065717",-0.00799,0.0014,9.87e-09,"","",""
"cg16520225",0.01469,0.0026,9.87e-09,"","",""
"cg15139668",0.01997,0.0035,9.88e-09,"","",""
"cg02500264",-0.02131,0.0037,9.88e-09,"","",""
"cg16850687",0.01836,0.0032,9.88e-09,"","",""
"cg00662142",0.00776,0.0014,9.88e-09,"","",""
"cg02943720",0.01479,0.0026,9.89e-09,"","",""
"cg11517071",0.00511,9e-04,9.89e-09,"","",""
"cg19613905",-0.01371,0.0024,9.89e-09,"","",""
"cg11073813",-0.01182,0.0021,9.89e-09,"","",""
"cg18703003",0.007,0.0012,9.89e-09,"","",""
"cg09098144",-0.02973,0.0052,9.9e-09,"","",""
"cg23290834",0.00319,6e-04,9.9e-09,"","",""
"cg13217116",0.00608,0.0011,9.9e-09,"","",""
"cg22105582",0.00595,0.001,9.9e-09,"","",""
"cg03691735",0.00711,0.0012,9.9e-09,"","",""
"cg22345515",0.00697,0.0012,9.9e-09,"","",""
"cg06077738",-0.01411,0.0025,9.91e-09,"","",""
"cg00799826",0.01693,0.003,9.91e-09,"","",""
"cg23062876",0.00917,0.0016,9.91e-09,"","",""
"cg26434548",0.01639,0.0029,9.91e-09,"","",""
"cg16755542",0.00835,0.0015,9.91e-09,"","",""
"cg00626422",0.02569,0.0045,9.92e-09,"","",""
"cg19067897",0.00666,0.0012,9.92e-09,"","",""
"cg03984919",-0.01467,0.0026,9.92e-09,"","",""
"cg13651224",-0.01486,0.0026,9.92e-09,"","",""
"ch.9.90287778F",0.01293,0.0023,9.93e-09,"","",""
"cg11816923",0.008,0.0014,9.93e-09,"","",""
"cg04478931",0.016,0.0028,9.93e-09,"","",""
"cg24245773",-0.01713,0.003,9.93e-09,"","",""
"cg00305833",-0.01695,0.003,9.93e-09,"","",""
"cg05182393",-0.02106,0.0037,9.94e-09,"","",""
"cg01289020",0.01951,0.0034,9.94e-09,"","",""
"cg06379383",-0.02688,0.0047,9.94e-09,"","",""
"cg14208573",0.01312,0.0023,9.94e-09,"","",""
"cg19880608",-0.00986,0.0017,9.94e-09,"","",""
"cg15080098",0.00425,7e-04,9.94e-09,"","",""
"cg10535017",0.02159,0.0038,9.94e-09,"","",""
"cg07070273",-0.01818,0.0032,9.95e-09,"","",""
"cg26311932",0.01146,0.002,9.95e-09,"","",""
"cg13651859",0.01443,0.0025,9.95e-09,"","",""
"cg14201424",0.01294,0.0023,9.95e-09,"","",""
"cg08522707",0.00411,7e-04,9.95e-09,"","",""
"cg10141352",-0.02287,0.004,9.95e-09,"","",""
"cg25382652",-0.00776,0.0014,9.95e-09,"","",""
"cg10341310",0.02124,0.0037,9.96e-09,"","",""
"cg03437914",0.00584,0.001,9.96e-09,"","",""
"cg05933935",0.00347,6e-04,9.96e-09,"","",""
"cg12421116",-0.01748,0.003,9.96e-09,"","",""
"cg17451404",-0.01131,0.002,9.97e-09,"","",""
"cg09580974",-0.01535,0.0027,9.97e-09,"","",""
"cg13436055",0.01273,0.0022,9.97e-09,"","",""
"cg05319389",-0.00919,0.0016,9.97e-09,"","",""
"cg01568433",-0.01972,0.0034,9.97e-09,"","",""
"cg19009405",0.00859,0.0015,9.97e-09,"","",""
"cg02996639",0.00452,8e-04,9.97e-09,"","",""
"cg06573945",-0.02458,0.0043,9.98e-09,"","",""
"cg23598573",-0.02399,0.0042,9.98e-09,"","",""
"cg11999886",-0.02107,0.0037,9.98e-09,"","",""
"cg19515317",0.01065,0.0019,9.98e-09,"","",""
"cg22627740",-0.02211,0.0039,9.98e-09,"","",""
"cg04889045",-0.03585,0.0063,9.98e-09,"","",""
"cg23046934",0.01449,0.0025,9.99e-09,"","",""
"cg02654987",0.00946,0.0017,9.99e-09,"","",""
"cg15628308",-0.02144,0.0037,9.99e-09,"","",""
"cg25755953",0.00461,8e-04,9.99e-09,"","",""
"cg07840120",0.01145,0.002,1e-08,"","",""
"cg20154222",-0.02861,0.005,1e-08,"","",""
"cg19172665",-0.01479,0.0026,1e-08,"","",""
"cg04792443",-0.01495,0.0026,1e-08,"","",""
"cg07295550",-0.01027,0.0018,1e-08,"","",""
"cg03064145",0.00855,0.0015,1e-08,"","",""
"cg03758392",-0.01305,0.0023,1e-08,"","",""
"cg23754323",0.00463,8e-04,1e-08,"","",""
"cg16204135",0.00423,7e-04,1e-08,"","",""
"cg15548046",0.01195,0.0021,1e-08,"","",""
"cg05830416",0.00789,0.0014,1e-08,"","",""
"cg27303538",-0.03569,0.0062,1e-08,"","",""
"cg15552491",-0.01353,0.0024,1e-08,"","",""
"cg23875821",0.01256,0.0022,1e-08,"","",""
"cg17333479",0.0076,0.0013,1e-08,"","",""
"cg04112019",0.01309,0.0023,1e-08,"","",""
"cg08668878",-0.03645,0.0064,1e-08,"","",""
"cg01681367",-0.00933,0.0016,1e-08,"","",""
"cg05925507",0.00422,7e-04,1e-08,"","",""
"cg10747042",0.00502,9e-04,1e-08,"","",""
"cg08249934",-0.01333,0.0023,1e-08,"","",""
"cg03722909",-0.01508,0.0026,1e-08,"","",""
"cg07399312",0.00665,0.0012,1e-08,"","",""
"cg21291881",-0.00908,0.0016,1e-08,"","",""
"cg08941805",0.01051,0.0018,1e-08,"","",""
"cg17709512",-0.01427,0.0025,1e-08,"","",""
"cg07900624",0.00797,0.0014,1e-08,"","",""
"cg08841889",0.00484,8e-04,1e-08,"","",""
"cg25274881",0.01285,0.0022,1e-08,"","",""
"cg01562241",0.0044,8e-04,1e-08,"","",""
"cg25369062",-0.00978,0.0017,1e-08,"","",""
"cg20504077",-0.01462,0.0026,1e-08,"","",""
"cg21553189",-0.02393,0.0042,1.01e-08,"","",""
"cg02486513",-0.02136,0.0037,1.01e-08,"","",""
"cg04140553",0.00899,0.0016,1.01e-08,"","",""
"cg26268044",0.01072,0.0019,1.01e-08,"","",""
"cg04432742",0.01519,0.0027,1.01e-08,"","",""
"ch.2.5119090R",0.02833,0.0049,1.01e-08,"","",""
"cg18016635",0.01194,0.0021,1.01e-08,"","",""
"cg06614951",0.00656,0.0011,1.01e-08,"","",""
"cg00522384",0.00435,8e-04,1.01e-08,"","",""
"cg04881642",-0.01275,0.0022,1.01e-08,"","",""
"cg03650154",0.00976,0.0017,1.01e-08,"","",""
"cg12213602",0.00419,7e-04,1.01e-08,"","",""
"cg17151150",0.00743,0.0013,1.01e-08,"","",""
"cg09513309",0.01889,0.0033,1.01e-08,"","",""
"cg16925486",0.00891,0.0016,1.01e-08,"","",""
"cg17919336",-0.01043,0.0018,1.01e-08,"","",""
"cg24108724",0.01608,0.0028,1.01e-08,"","",""
"cg23462956",0.00738,0.0013,1.01e-08,"","",""
"cg13235288",0.00583,0.001,1.01e-08,"","",""
"cg06324021",-0.01108,0.0019,1.01e-08,"","",""
"cg10636391",0.00756,0.0013,1.01e-08,"","",""
"cg04062907",0.00977,0.0017,1.01e-08,"","",""
"cg26643890",-0.01247,0.0022,1.01e-08,"","",""
"cg11061603",0.00834,0.0015,1.01e-08,"","",""
"cg18448898",-0.01972,0.0034,1.01e-08,"","",""
"cg02004494",0.01446,0.0025,1.01e-08,"","",""
"ch.9.945770F",0.01509,0.0026,1.01e-08,"","",""
"cg27199523",0.00698,0.0012,1.01e-08,"","",""
"cg20070618",-0.02107,0.0037,1.01e-08,"","",""
"cg19915185",0.00791,0.0014,1.01e-08,"","",""
"cg11628754",0.0079,0.0014,1.01e-08,"","",""
"cg26405148",0.00608,0.0011,1.01e-08,"","",""
"cg11688578",-0.01167,0.002,1.01e-08,"","",""
"cg04608419",-0.0291,0.0051,1.01e-08,"","",""
"cg01703419",0.00497,9e-04,1.01e-08,"","",""
"cg13605988",0.01001,0.0017,1.01e-08,"","",""
"cg19722041",0.00726,0.0013,1.01e-08,"","",""
"cg05774001",-0.01431,0.0025,1.01e-08,"","",""
"cg01498219",-0.01006,0.0018,1.01e-08,"","",""
"cg01399477",0.0045,8e-04,1.01e-08,"","",""
"cg26687120",0.006,0.001,1.01e-08,"","",""
"cg23425762",0.01774,0.0031,1.01e-08,"","",""
"cg00087182",-0.01452,0.0025,1.01e-08,"","",""
"cg00460639",-0.02001,0.0035,1.01e-08,"","",""
"cg11556416",0.01902,0.0033,1.01e-08,"","",""
"cg18406792",-0.0125,0.0022,1.01e-08,"","",""
"cg10591516",0.01035,0.0018,1.01e-08,"","",""
"cg04250873",-0.01489,0.0026,1.02e-08,"","",""
"cg09760210",-0.02609,0.0046,1.02e-08,"","",""
"cg10558887",0.00993,0.0017,1.02e-08,"","",""
"cg21631754",-0.01235,0.0022,1.02e-08,"","",""
"cg05765482",0.00652,0.0011,1.02e-08,"","",""
"cg21790305",0.00986,0.0017,1.02e-08,"","",""
"cg03056436",0.00775,0.0014,1.02e-08,"","",""
"cg12404798",0.00371,6e-04,1.02e-08,"","",""
"cg12056051",0.00854,0.0015,1.02e-08,"","",""
"cg01876612",0.00896,0.0016,1.02e-08,"","",""
"cg15289517",0.01379,0.0024,1.02e-08,"","",""
"cg23834964",0.00581,0.001,1.02e-08,"","",""
"cg09054362",0.00654,0.0011,1.02e-08,"","",""
"cg18194655",-0.02694,0.0047,1.02e-08,"","",""
"cg19525495",-0.00935,0.0016,1.02e-08,"","",""
"cg22804475",0.00414,7e-04,1.02e-08,"","",""
"cg02370373",0.00902,0.0016,1.02e-08,"","",""
"cg12563239",0.00774,0.0014,1.02e-08,"","",""
"cg18499443",0.01437,0.0025,1.02e-08,"","",""
"cg13381718",0.02032,0.0035,1.02e-08,"","",""
"cg18467406",-0.01232,0.0022,1.02e-08,"","",""
"cg17378563",0.01323,0.0023,1.02e-08,"","",""
"ch.3.2364134R",0.01499,0.0026,1.02e-08,"","",""
"cg05060686",-0.01255,0.0022,1.02e-08,"","",""
"cg01255747",0.00957,0.0017,1.02e-08,"","",""
"cg05279031",-0.01826,0.0032,1.02e-08,"","",""
"cg26132762",-0.00816,0.0014,1.02e-08,"","",""
"ch.1.1603567F",0.00614,0.0011,1.02e-08,"","",""
"cg11851198",-0.02465,0.0043,1.02e-08,"","",""
"cg06860864",-0.02629,0.0046,1.02e-08,"","",""
"cg25519654",-0.01335,0.0023,1.02e-08,"","",""
"cg02611874",0.02026,0.0035,1.02e-08,"","",""
"cg05955334",0.0042,7e-04,1.02e-08,"","",""
"cg20102585",-0.03365,0.0059,1.02e-08,"","",""
"cg04977834",0.01901,0.0033,1.02e-08,"","",""
"cg21707521",0.0072,0.0013,1.02e-08,"","",""
"cg01517033",-0.01631,0.0028,1.02e-08,"","",""
"ch.5.52554191R",0.00828,0.0014,1.02e-08,"","",""
"cg10385251",-0.01835,0.0032,1.02e-08,"","",""
"cg15707978",-0.00909,0.0016,1.02e-08,"","",""
"cg00499599",0.00977,0.0017,1.02e-08,"","",""
"cg02552097",-0.01073,0.0019,1.02e-08,"","",""
"cg21485062",-0.01373,0.0024,1.02e-08,"","",""
"cg05105054",-0.02907,0.0051,1.02e-08,"","",""
"cg19102575",-0.01558,0.0027,1.02e-08,"","",""
"cg05311720",0.01452,0.0025,1.02e-08,"","",""
"cg25664622",0.00607,0.0011,1.02e-08,"","",""
"cg17607737",0.00724,0.0013,1.03e-08,"","",""
"cg08241528",-0.01694,0.003,1.03e-08,"","",""
"cg15999964",-0.03299,0.0058,1.03e-08,"","",""
"cg21264972",-0.01565,0.0027,1.03e-08,"","",""
"cg13582873",0.00519,9e-04,1.03e-08,"","",""
"cg22087338",0.00961,0.0017,1.03e-08,"","",""
"cg01943851",-0.01151,0.002,1.03e-08,"","",""
"cg10195692",0.00899,0.0016,1.03e-08,"","",""
"cg11424198",0.00655,0.0011,1.03e-08,"","",""
"cg00318737",-0.02723,0.0048,1.03e-08,"","",""
"cg07403397",0.00538,9e-04,1.03e-08,"","",""
"cg13930080",0.01012,0.0018,1.03e-08,"","",""
"cg23642001",0.01906,0.0033,1.03e-08,"","",""
"cg20124735",-0.03142,0.0055,1.03e-08,"","",""
"cg26484086",0.00653,0.0011,1.03e-08,"","",""
"cg04314790",0.0069,0.0012,1.03e-08,"","",""
"cg08981532",0.00478,8e-04,1.03e-08,"","",""
"ch.16.1230298R",0.00752,0.0013,1.03e-08,"","",""
"cg24234651",0.00823,0.0014,1.03e-08,"","",""
"cg18458017",-0.01619,0.0028,1.03e-08,"","",""
"cg25565850",0.0126,0.0022,1.03e-08,"","",""
"cg00309178",0.00487,9e-04,1.03e-08,"","",""
"cg22486214",-0.01023,0.0018,1.03e-08,"","",""
"cg15892763",-0.01902,0.0033,1.03e-08,"","",""
"cg11736020",0.0083,0.0014,1.03e-08,"","",""
"cg09568061",0.00653,0.0011,1.03e-08,"","",""
"cg08529748",-0.01364,0.0024,1.03e-08,"","",""
"cg14452789",0.00674,0.0012,1.03e-08,"","",""
"cg04219802",-0.00992,0.0017,1.03e-08,"","",""
"cg05136452",0.00976,0.0017,1.03e-08,"","",""
"cg18549386",-0.02096,0.0037,1.03e-08,"","",""
"cg16931347",-0.02413,0.0042,1.03e-08,"","",""
"cg01893176",0.01116,0.0019,1.03e-08,"","",""
"cg16912150",0.00585,0.001,1.03e-08,"","",""
"cg14011500",0.00662,0.0012,1.03e-08,"","",""
"cg03241287",0.0099,0.0017,1.03e-08,"","",""
"cg11303331",0.01385,0.0024,1.03e-08,"","",""
"cg13496066",-0.02058,0.0036,1.03e-08,"","",""
"cg23590262",-0.03114,0.0054,1.03e-08,"","",""
"cg09397868",0.00683,0.0012,1.03e-08,"","",""
"cg22240515",0.02431,0.0042,1.03e-08,"","",""
"cg06291266",-0.03274,0.0057,1.03e-08,"","",""
"cg00682386",0.00722,0.0013,1.03e-08,"","",""
"cg13983052",0.0079,0.0014,1.03e-08,"","",""
"cg19788600",0.00828,0.0014,1.03e-08,"","",""
"cg09560811",-0.01814,0.0032,1.03e-08,"","",""
"cg03768007",0.00598,0.001,1.03e-08,"","",""
"cg10616337",0.01151,0.002,1.03e-08,"","",""
"cg27213024",-0.01192,0.0021,1.03e-08,"","",""
"cg16096096",0.00764,0.0013,1.03e-08,"","",""
"cg18467083",0.01133,0.002,1.04e-08,"","",""
"cg02484708",0.0066,0.0012,1.04e-08,"","",""
"cg09618830",-0.02265,0.004,1.04e-08,"","",""
"cg12033619",0.01718,0.003,1.04e-08,"","",""
"cg03939897",-0.01233,0.0022,1.04e-08,"","",""
"cg00613224",0.01024,0.0018,1.04e-08,"","",""
"cg14401372",0.00938,0.0016,1.04e-08,"","",""
"cg11523290",0.00775,0.0014,1.04e-08,"","",""
"cg04861263",0.01072,0.0019,1.04e-08,"","",""
"cg04497520",0.00506,9e-04,1.04e-08,"","",""
"cg24030920",-0.02132,0.0037,1.04e-08,"","",""
"cg22096870",0.01111,0.0019,1.04e-08,"","",""
"cg23678322",-0.01305,0.0023,1.04e-08,"","",""
"cg00072216",0.00521,9e-04,1.04e-08,"","",""
"cg13699887",0.01946,0.0034,1.04e-08,"","",""
"cg26883160",-0.01618,0.0028,1.04e-08,"","",""
"cg09886921",-0.02721,0.0048,1.04e-08,"","",""
"ch.17.1009718F",0.01066,0.0019,1.04e-08,"","",""
"cg17961943",-0.03878,0.0068,1.04e-08,"","",""
"cg21070740",0.01162,0.002,1.04e-08,"","",""
"cg16596470",-0.0111,0.0019,1.04e-08,"","",""
"cg19562854",0.00729,0.0013,1.04e-08,"","",""
"cg24406344",0.0091,0.0016,1.04e-08,"","",""
"cg14806627",-0.02918,0.0051,1.04e-08,"","",""
"cg04078728",-0.01867,0.0033,1.04e-08,"","",""
"cg04788221",0.01088,0.0019,1.04e-08,"","",""
"cg17584490",-0.02984,0.0052,1.04e-08,"","",""
"cg17751867",0.0135,0.0024,1.04e-08,"","",""
"cg01370181",0.00605,0.0011,1.04e-08,"","",""
"cg03831648",-0.01215,0.0021,1.04e-08,"","",""
"cg03935448",-0.03005,0.0053,1.04e-08,"","",""
"cg13932450",-0.01262,0.0022,1.04e-08,"","",""
"cg17017394",-0.0322,0.0056,1.04e-08,"","",""
"cg13015350",-0.01016,0.0018,1.04e-08,"","",""
"cg03775240",-0.00416,7e-04,1.04e-08,"","",""
"cg10103955",-0.01085,0.0019,1.04e-08,"","",""
"cg06563450",-0.00948,0.0017,1.04e-08,"","",""
"cg04202955",-0.01955,0.0034,1.04e-08,"","",""
"cg22862193",0.01549,0.0027,1.04e-08,"","",""
"cg06804431",0.00729,0.0013,1.04e-08,"","",""
"cg04683210",-0.00543,9e-04,1.04e-08,"","",""
"cg00420532",-0.01172,0.002,1.04e-08,"","",""
"cg03361557",0.01457,0.0025,1.04e-08,"","",""
"cg16625827",-0.01538,0.0027,1.04e-08,"","",""
"cg17105290",0.00838,0.0015,1.04e-08,"","",""
"cg20019019",0.00784,0.0014,1.04e-08,"","",""
"cg12381575",0.00745,0.0013,1.04e-08,"","",""
"cg04269641",0.01023,0.0018,1.04e-08,"","",""
"cg24376337",-0.02886,0.005,1.04e-08,"","",""
"cg00560119",0.00816,0.0014,1.04e-08,"","",""
"cg26957110",-0.01528,0.0027,1.04e-08,"","",""
"cg27346851",0.00594,0.001,1.04e-08,"","",""
"cg18061485",0.01124,0.002,1.04e-08,"","",""
"cg10233416",-0.01795,0.0031,1.04e-08,"","",""
"cg08530497",-0.01621,0.0028,1.04e-08,"","",""
"cg23803120",-0.02252,0.0039,1.05e-08,"","",""
"cg24116534",0.00958,0.0017,1.05e-08,"","",""
"cg00118317",0.00892,0.0016,1.05e-08,"","",""
"cg23408670",0.01099,0.0019,1.05e-08,"","",""
"cg01547344",-0.03077,0.0054,1.05e-08,"","",""
"cg08781740",0.00468,8e-04,1.05e-08,"","",""
"cg26142262",0.0056,0.001,1.05e-08,"","",""
"cg14898646",-0.01593,0.0028,1.05e-08,"","",""
"cg14139375",-0.01381,0.0024,1.05e-08,"","",""
"cg14584085",-0.01794,0.0031,1.05e-08,"","",""
"cg08127460",0.01083,0.0019,1.05e-08,"","",""
"cg26639216",0.00576,0.001,1.05e-08,"","",""
"cg15160312",0.00749,0.0013,1.05e-08,"","",""
"cg11093149",-0.03058,0.0053,1.05e-08,"","",""
"cg00116305",-0.01664,0.0029,1.05e-08,"","",""
"cg20458668",-0.00967,0.0017,1.05e-08,"","",""
"cg02308795",0.00483,8e-04,1.05e-08,"","",""
"ch.9.23631958F",0.03157,0.0055,1.05e-08,"","",""
"cg02289741",0.00463,8e-04,1.05e-08,"","",""
"cg03672348",0.01174,0.0021,1.05e-08,"","",""
"cg00334257",0.00417,7e-04,1.05e-08,"","",""
"cg02551797",0.00606,0.0011,1.05e-08,"","",""
"cg15085223",0.00695,0.0012,1.05e-08,"","",""
"ch.6.90007516R",0.0147,0.0026,1.05e-08,"","",""
"cg00361146",0.02023,0.0035,1.05e-08,"","",""
"cg23889021",0.0125,0.0022,1.05e-08,"","",""
"cg04078732",-0.01547,0.0027,1.05e-08,"","",""
"cg03315432",-0.0073,0.0013,1.05e-08,"","",""
"cg10166888",0.00639,0.0011,1.05e-08,"","",""
"cg03866835",0.00379,7e-04,1.05e-08,"","",""
"cg15393565",0.00837,0.0015,1.05e-08,"","",""
"cg08553868",-0.01023,0.0018,1.05e-08,"","",""
"cg01382768",-0.00849,0.0015,1.05e-08,"","",""
"cg03233224",0.01325,0.0023,1.05e-08,"","",""
"cg25967505",0.00518,9e-04,1.05e-08,"","",""
"cg15943335",-0.02947,0.0051,1.05e-08,"","",""
"cg27148471",0.01686,0.0029,1.05e-08,"","",""
"cg20349076",0.0097,0.0017,1.05e-08,"","",""
"cg11897209",0.00913,0.0016,1.05e-08,"","",""
"cg01806088",-0.01471,0.0026,1.05e-08,"","",""
"cg10331048",0.00638,0.0011,1.05e-08,"","",""
"cg09933190",0.00987,0.0017,1.05e-08,"","",""
"cg02586610",0.01704,0.003,1.05e-08,"","",""
"cg15447512",0.0352,0.0062,1.05e-08,"","",""
"cg26660305",-0.01116,0.002,1.05e-08,"","",""
"cg05621091",0.00474,8e-04,1.05e-08,"","",""
"cg20105082",0.00745,0.0013,1.05e-08,"","",""
"cg24790544",-0.02933,0.0051,1.05e-08,"","",""
"cg15614628",0.00498,9e-04,1.05e-08,"","",""
"cg17629148",-0.02344,0.0041,1.05e-08,"","",""
"cg03935807",0.016,0.0028,1.05e-08,"","",""
"cg10157411",-0.01486,0.0026,1.05e-08,"","",""
"cg25485119",0.00692,0.0012,1.05e-08,"","",""
"cg04670802",0.00679,0.0012,1.05e-08,"","",""
"cg11586600",0.009,0.0016,1.05e-08,"","",""
"cg13133987",0.00777,0.0014,1.05e-08,"","",""
"cg24690924",-0.02233,0.0039,1.05e-08,"","",""
"cg21416602",0.00695,0.0012,1.05e-08,"","",""
"cg20401102",0.0048,8e-04,1.05e-08,"","",""
"cg04809274",0.00837,0.0015,1.05e-08,"","",""
"cg17640684",-0.03043,0.0053,1.05e-08,"","",""
"cg23039505",0.00947,0.0017,1.05e-08,"","",""
"cg12317676",0.008,0.0014,1.05e-08,"","",""
"cg14017077",-0.01256,0.0022,1.05e-08,"","",""
"cg10769251",0.00393,7e-04,1.05e-08,"","",""
"cg23361084",0.00364,6e-04,1.06e-08,"","",""
"cg00172376",0.02055,0.0036,1.06e-08,"","",""
"cg15768556",0.00709,0.0012,1.06e-08,"","",""
"cg05852521",0.00835,0.0015,1.06e-08,"","",""
"cg12137439",-0.0151,0.0026,1.06e-08,"","",""
"cg19326874",-0.02054,0.0036,1.06e-08,"","",""
"cg06579345",0.00988,0.0017,1.06e-08,"","",""
"cg27657473",0.00852,0.0015,1.06e-08,"","",""
"cg23382700",0.02992,0.0052,1.06e-08,"","",""
"cg25346972",0.00769,0.0013,1.06e-08,"","",""
"cg08871809",0.00883,0.0015,1.06e-08,"","",""
"cg23943309",-0.02996,0.0052,1.06e-08,"","",""
"cg17297653",0.00674,0.0012,1.06e-08,"","",""
"cg27299538",0.00692,0.0012,1.06e-08,"","",""
"cg05113734",0.00649,0.0011,1.06e-08,"","",""
"cg01055000",0.00634,0.0011,1.06e-08,"","",""
"cg20578581",-0.01721,0.003,1.06e-08,"","",""
"cg12124731",0.00962,0.0017,1.06e-08,"","",""
"cg03938359",0.00701,0.0012,1.06e-08,"","",""
"cg04078416",0.00792,0.0014,1.06e-08,"","",""
"cg22851080",0.01084,0.0019,1.06e-08,"","",""
"cg01179095",-0.01198,0.0021,1.06e-08,"","",""
"cg00852549",0.00926,0.0016,1.06e-08,"","",""
"cg06573795",-0.03502,0.0061,1.06e-08,"","",""
"cg21910634",-0.02151,0.0038,1.06e-08,"","",""
"cg04522544",-0.02494,0.0044,1.06e-08,"","",""
"cg13344470",-0.02835,0.005,1.06e-08,"","",""
"cg20752420",0.02276,0.004,1.06e-08,"","",""
"cg13041269",0.00916,0.0016,1.06e-08,"","",""
"cg07693931",0.01894,0.0033,1.06e-08,"","",""
"cg20605061",0.0182,0.0032,1.06e-08,"","",""
"cg11742746",0.00672,0.0012,1.06e-08,"","",""
"cg03103218",0.0105,0.0018,1.06e-08,"","",""
"cg04779780",-0.01316,0.0023,1.06e-08,"","",""
"cg25494665",0.00822,0.0014,1.06e-08,"","",""
"cg16445026",0.00653,0.0011,1.06e-08,"","",""
"cg11844660",0.02047,0.0036,1.06e-08,"","",""
"cg11273493",-0.01354,0.0024,1.06e-08,"","",""
"cg04185041",0.01096,0.0019,1.06e-08,"","",""
"cg19851384",0.01327,0.0023,1.06e-08,"","",""
"cg09961427",-0.01547,0.0027,1.06e-08,"","",""
"cg13627097",0.0101,0.0018,1.06e-08,"","",""
"cg19408149",-0.03077,0.0054,1.06e-08,"","",""
"cg11002033",0.01542,0.0027,1.06e-08,"","",""
"cg17422926",0.00527,9e-04,1.06e-08,"","",""
"cg17571279",0.00622,0.0011,1.06e-08,"","",""
"cg18180935",0.00958,0.0017,1.07e-08,"","",""
"cg06259557",-0.01739,0.003,1.07e-08,"","",""
