cpg,beta,se,p,i2,p_het,details
cg01300684,0.0022,0.0021,0.294663558,,,
cg01322214,0.0031,0.0026,0.236745559,,,
cg01428589,-1.00E-04,0.012,0.993371932,,,
cg01441777,-0.0019,0.0026,0.463567581,,,
cg01447660,0.0013,0.0039,0.739486171,,,
cg01486610,-0.0136,0.0042,0.001253187,,,
cg01556706,-0.002,0.0057,0.725888394,,,
cg01637011,0.001,0.0036,0.77977214,,,
cg01644850,0.0022,0.0046,0.635527251,,,
cg01657995,0.0031,0.0022,0.166281898,,,
cg01726767,0.0046,0.0033,0.160204553,,,
cg01754756,-0.005,0.0044,0.259439045,,,
cg01837410,-0.0014,0.0036,0.697925655,,,
cg01844642,0.0035,0.0016,0.031766251,,,
cg01881062,-0.0045,0.0028,0.109235112,,,
cg01902066,-0.0045,0.0036,0.213481273,,,
cg01908954,0.0065,0.0047,0.162289666,,,
cg01942023,0.0036,0.0031,0.243414526,,,
cg01968525,-0.007,0.005,0.163971267,,,
cg01981354,-0.0011,0.0029,0.701689687,,,
cg02010481,0.0014,0.0031,0.653122175,,,
cg02071825,-7.00E-04,0.0033,0.833786075,,,
cg02078525,-0.0037,0.0026,0.157321405,,,
cg02118776,0.0017,0.0028,0.550491782,,,
cg02119840,0.0088,0.004,0.026184594,,,
cg02171859,-0.0052,0.002,0.008667923,,,
cg02189888,0.0025,0.0028,0.367271063,,,
cg02210498,0.0032,0.0038,0.402890323,,,
cg02228185,-0.0023,0.0031,0.456986294,,,
cg02232208,0.0039,0.0033,0.230182633,,,
cg02245832,0.008,0.0038,0.037161013,,,
cg02272429,0.0049,0.0036,0.176758868,,,
cg02275294,-0.0074,0.0038,0.052620338,,,
cg02308914,0.0044,0.0024,0.071269593,,,
cg02315870,0.0036,0.002,0.075632439,,,
cg02316506,-0.0016,0.002,0.433777866,,,
cg02328239,0.0024,0.0034,0.480439544,,,
cg02331561,0.0033,0.004,0.410435926,,,
cg02361903,-0.0043,0.0021,0.045245896,,,
cg02375320,-0.0019,0.005,0.705023444,,,
cg02383785,0.004,0.0045,0.379035463,,,
cg02426178,7.00E-04,0.0014,0.617792595,,,
cg02462661,-0.0078,0.0029,0.007784019,,,
cg02479575,0.0014,0.0029,0.626094562,,,
cg02500392,-0.0083,0.0041,0.041298699,,,
cg02503376,-0.0065,0.0027,0.016619358,,,
cg02516101,0.0019,0.0041,0.64275315,,,
cg02519751,0.0076,0.0056,0.176647483,,,
cg02525989,0.0031,0.0056,0.578223126,,,
cg02676865,-0.0019,0.0039,0.624096997,,,
cg02721182,0.0043,0.0035,0.222088249,,,
cg02744888,0.0088,0.0033,0.007508261,,,
cg02748419,0.0045,0.0033,0.173610124,,,
cg02781618,0.0057,0.0039,0.148708535,,,
cg02821342,-0.0196,0.0048,4.80E-05,,,
cg02834765,-7.00E-04,0.0034,0.835224631,,,
cg02927747,0.0083,0.0042,0.050440683,,,
cg02943595,8.00E-04,0.0018,0.662682268,,,
cg03020208,-9.00E-04,0.0022,0.681653907,,,
cg03021802,-0.0031,0.0038,0.41034902,,,
cg03025135,-0.0013,0.0028,0.646561488,,,
cg03036557,-0.0032,0.0044,0.468886319,,,
cg03041738,0.007,0.0045,0.123099449,,,
cg03118021,-0.0076,0.0041,0.061996972,,,
cg03180134,-0.0026,0.003,0.389084987,,,
cg03267280,0.0017,0.0059,0.773758447,,,
cg03282312,-0.0147,0.0034,1.53E-05,,,
cg03490115,0.0068,0.0043,0.116744866,,,
cg03507326,-0.0021,0.0046,0.649991895,,,
cg03511671,0.004,0.0046,0.381359039,,,
cg03538814,0.0026,0.0033,0.431777339,,,
cg03545227,0.0032,0.0025,0.192514915,,,
cg03607117,0.0012,0.0032,0.708006919,,,
cg03607573,6.00E-04,0.0028,0.829159789,,,
cg03688818,0.0042,0.0036,0.243060684,,,
cg03806812,0.0012,0.0016,0.452786142,,,
cg03832162,-1.00E-04,0.0083,0.990413092,,,
cg03943826,-2.00E-04,0.0031,0.948820536,,,
cg03968755,0.0032,0.0036,0.371661912,,,
cg04008429,0.0015,0.0027,0.585116677,,,
cg04084157,-1.00E-04,0.0031,0.974015844,,,
cg04090392,0.0011,0.0041,0.788421533,,,
cg04149578,-0.0074,0.0038,0.054201284,,,
cg04208434,-0.0043,0.0028,0.126508826,,,
cg04212239,-0.0029,0.0063,0.643272569,,,
cg04221461,-3.00E-04,0.0014,0.831343648,,,
cg04255070,-0.0014,0.0032,0.658353431,,,
cg04268670,-0.0027,0.0026,0.292232648,,,
cg04271792,0.0056,0.0052,0.285013717,,,
cg04321126,-0.0028,0.0018,0.117385576,,,
cg04368796,0.0016,0.0041,0.693004539,,,
cg04431629,0.0024,0.0051,0.637876713,,,
cg04453050,0.0034,0.0033,0.307176584,,,
cg04501188,-7.00E-04,0.005,0.888938862,,,
cg04521765,-4.00E-04,0.0018,0.820829045,,,
cg04521867,0.0014,0.004,0.725354266,,,
cg04539476,-0.0022,0.0029,0.444831013,,,
cg04548815,-6.00E-04,0.0038,0.873457258,,,
cg04566826,0.0019,0.0024,0.434678811,,,
cg04649897,-0.0024,0.0049,0.623352095,,,
cg04668516,0.0026,0.003,0.387803014,,,
cg04672210,0.0028,0.0042,0.504951782,,,
cg04684267,0.0049,0.0034,0.143773244,,,
cg04742719,-0.0035,0.0021,0.087824816,,,
cg04766834,0.0029,0.0042,0.489820089,,,
cg04834794,0.0076,0.0051,0.135069284,,,
cg04845871,0.0028,0.0028,0.313399352,,,
cg04870212,,,0.99704447,,,
cg04880546,0.0087,0.0039,0.027531397,,,
cg04902811,0.0022,0.0023,0.340760238,,,
cg04911280,0.0051,0.0044,0.2421041,,,
cg04981166,0.0074,0.0038,0.050698854,,,
cg04995846,-0.0033,0.003,0.277926098,,,
cg05030450,0.0087,0.0049,0.077622547,,,
cg05113927,0.0011,0.0026,0.667510915,,,
cg05136956,0.0083,0.0022,0.000165052,,,
cg05164634,-0.0045,0.0021,0.029269379,,,
cg05176991,0.0132,0.0083,0.111014302,,,
cg05190718,4.00E-04,0.0035,0.909131525,,,
cg05222347,0.0063,0.0048,0.190391105,,,
cg05239163,3.00E-04,0.0033,0.92706123,,,
cg05256420,3.00E-04,0.0026,0.908046262,,,
cg05305078,-0.0074,0.0028,0.009247367,,,
cg05372963,0.0064,0.0045,0.156806327,,,
cg05460965,1.00E-04,0.0012,0.935672306,,,
cg05540369,0.0183,0.0064,0.004455839,,,
cg05555455,0.0015,0.0046,0.743281735,,,
cg05572763,0.0027,0.0024,0.251506209,,,
cg05602648,0.0102,0.0052,0.051947087,,,
cg05691543,0.0051,0.0031,0.096568963,,,
cg05708550,0.0053,0.0033,0.108136851,,,
cg05751100,0.0045,0.0035,0.196302046,,,
cg05758467,-0.0019,0.0027,0.485904329,,,
cg05824218,-0.0049,0.0035,0.16474122,,,
cg05903330,-0.0037,0.0036,0.299692927,,,
cg05906092,0.0038,0.0036,0.296388925,,,
cg05917988,0.0039,0.004,0.331149932,,,
cg05958294,9.00E-04,0.0018,0.624914776,,,
cg05979320,0.002,0.0035,0.570211532,,,
cg05991454,0.014,0.006,0.020288186,,,
cg06005318,8.00E-04,0.0026,0.760017775,,,
cg06022942,0.0041,0.0046,0.372624444,,,
cg06024557,-1.00E-04,0.005,0.984031435,,,
cg06034933,0.0013,0.0039,0.73933522,,,
cg06073351,0.003,0.0028,0.286568712,,,
cg06075438,-0.0012,0.0022,0.577761293,,,
cg06087623,0.0015,0.0042,0.720862012,,,
cg06121469,0.0054,0.0054,0.31450407,,,
cg06128028,-0.0026,0.0027,0.338600931,,,
cg06144905,-8.00E-04,0.0061,0.895683817,,,
cg06220235,4.00E-04,0.004,0.9200391,,,
cg06350853,-0.0109,0.003,0.000335791,,,
cg06404572,0.0026,0.0024,0.282340291,,,
cg06416491,7.00E-04,0.0023,0.757671616,,,
cg06458239,0.0073,0.0055,0.187600548,,,
cg06488443,0.0038,0.0033,0.250714703,,,
cg06489037,-0.0103,0.0041,0.012593033,,,
cg06530490,0.0031,0.0053,0.555887362,,,
cg06564388,-0.0083,0.0037,0.023563687,,,
cg06580318,0.0095,0.0039,0.015758366,,,
cg06603828,0.001,0.0029,0.727757154,,,
cg06639320,-0.001,0.0027,0.708781535,,,
cg06645033,0.0039,0.0035,0.265492682,,,
cg06737494,0.0086,0.004,0.032909105,,,
cg06782035,0.002,0.005,0.686463964,,,
cg06875162,-0.001,0.0024,0.675883021,,,
cg06906555,9.00E-04,0.0029,0.752977752,,,
cg06916446,-0.0031,0.0049,0.529036789,,,
cg06959103,2.00E-04,0.0038,0.957860164,,,
cg06991495,4.00E-04,0.0032,0.901382883,,,
cg06993413,0.0015,0.0034,0.660125791,,,
cg07029777,-0.0044,0.0042,0.296395067,,,
cg07037509,0.0049,0.0036,0.169583106,,,
cg07056299,-0.0031,0.0025,0.220283346,,,
cg07066898,0.0051,0.0037,0.170407927,,,
cg07131451,0.0038,0.0032,0.235701374,,,
cg07150145,-0.0036,0.002,0.076076349,,,
cg07247419,0.0039,0.0024,0.099318425,,,
cg07303143,0.0059,0.0047,0.210384079,,,
cg07388347,0.0049,0.0062,0.430734069,,,
cg07409643,3.00E-04,0.0034,0.929023949,,,
cg07413480,-0.0055,0.0046,0.230634504,,,
cg07477282,0.0058,0.004,0.142162124,,,
cg07502389,0.0086,0.0033,0.010149459,,,
cg07544187,0.0022,0.008,0.784124857,,,
cg07547549,8.00E-04,0.0027,0.769111276,,,
cg07551364,8.00E-04,0.0027,0.765967645,,,
cg07553761,0.0021,0.0027,0.441917013,,,
cg07570470,-0.001,0.0043,0.815201363,,,
cg07572214,-4.00E-04,0.0053,0.939322322,,,
cg07589899,0.0045,0.0027,0.090365178,,,
cg07640648,-0.0035,0.0049,0.473720672,,,
cg07687610,0.001,0.0035,0.777401913,,,
cg07726139,-0.0029,0.0053,0.581462929,,,
cg07760161,0.006,0.0019,0.002048241,,,
cg07762458,-0.0043,0.0057,0.453433878,,,
cg07806886,0.0051,0.0059,0.39020459,,,
cg07850154,0.0026,0.0026,0.308558248,,,
cg07850604,2.00E-04,0.0052,0.969415707,,,
cg07873590,0.0043,0.0046,0.348409571,,,
cg07925311,-0.0055,0.002,0.00729268,,,
cg07995893,-0.0019,0.0025,0.442469593,,,
cg08014182,0.0056,0.004,0.161150591,,,
cg08056069,-1.00E-04,0.0026,0.96989077,,,
cg08061755,7.00E-04,0.0018,0.690937138,,,
cg08080174,0.0012,0.0031,0.698318428,,,
cg08081390,5.00E-04,0.0024,0.836473988,,,
cg08097417,0.0026,0.0028,0.354848883,,,
cg08097614,0.0027,0.0033,0.41041075,,,
cg08160331,-0.0011,0.0023,0.626764704,,,
cg08209133,-2.00E-04,0.0027,0.941318259,,,
cg08224212,0.0042,0.004,0.287883073,,,
cg08229360,5.00E-04,0.0024,0.835797288,,,
cg08255481,0.0062,0.0037,0.095832574,,,
cg08278892,-0.0022,0.0038,0.565451012,,,
cg08301211,0.0103,0.0057,0.069035251,,,
cg08318076,0.0029,0.0036,0.426802179,,,
cg08357125,,,0.990822231,,,
cg08482682,0.0019,0.0017,0.253277273,,,
cg08495027,0.0016,0.0022,0.467950497,,,
cg08526825,0.0036,0.0034,0.290368964,,,
cg08541518,0.0027,0.0035,0.439451497,,,
cg08565632,-0.0034,0.0039,0.384132966,,,
cg08606497,0.003,0.0028,0.281665549,,,
cg08614301,-0.0036,0.0039,0.350399905,,,
cg08622677,0.0063,0.003,0.036433517,,,
cg08623942,0.0032,0.0022,0.139462708,,,
cg08680415,-0.0012,0.0035,0.733772431,,,
cg08682036,0.0043,0.0029,0.13519326,,,
cg08694014,3.00E-04,0.002,0.88163046,,,
cg08715791,0.002,0.0037,0.586464611,,,
cg08776660,0.0028,0.003,0.351342968,,,
cg08781738,-0.0028,0.0041,0.49790578,,,
cg08785215,-0.0036,0.0032,0.258709035,,,
cg08862742,-3.00E-04,0.0022,0.890564046,,,
cg08872742,-0.0023,0.0024,0.345034365,,,
cg08900043,0.0055,0.0039,0.155127269,,,
cg08903181,0.002,0.0041,0.622221464,,,
cg08994384,-5.00E-04,0.0047,0.914450654,,,
cg09012544,-0.002,0.0032,0.529152918,,,
cg09060789,-0.01,0.0045,0.02762574,,,
cg09084885,6.00E-04,0.0028,0.829661218,,,
cg09110241,-0.0055,0.0038,0.144991364,,,
cg09151801,0.002,0.0029,0.490144548,,,
cg09190280,0.0068,0.0035,0.055120532,,,
cg09226692,-0.0066,0.0025,0.008519444,,,
cg09286183,-0.0012,0.0016,0.45461287,,,
cg09378441,0.002,0.0033,0.543751721,,,
cg09427311,2.00E-04,0.0018,0.913389215,,,
cg09503974,-1.00E-04,0.003,0.97340192,,,
cg09524078,-0.0024,0.0029,0.400716441,,,
cg09545443,0.0087,0.0048,0.070660189,,,
cg09559780,4.00E-04,0.0026,0.875445669,,,
cg09593028,0.0085,0.004,0.03237392,,,
cg09644157,0.0032,0.0015,0.0341303,,,
cg09661809,-9.00E-04,0.0024,0.709920641,,,
cg09723511,0.0043,0.0041,0.295434247,,,
cg09903452,0.002,0.0016,0.210860507,,,
cg09941452,-0.0014,0.0037,0.70637007,,,
cg09977376,0.0022,0.0028,0.431687302,,,
cg10030512,-8.00E-04,0.0034,0.815633675,,,
cg10039523,-0.0047,0.0029,0.101069119,,,
cg10045354,0.0031,0.0016,0.05773871,,,
cg10046620,0.0056,0.005,0.260637067,,,
cg10102418,0.0018,0.0037,0.629579003,,,
cg10140240,-0.0064,0.0048,0.184657517,,,
cg10142237,-0.004,0.0031,0.199698684,,,
cg10226744,0.0035,0.0033,0.283063832,,,
cg10271260,-9.00E-04,0.0028,0.751008168,,,
cg10324158,-0.0048,0.0032,0.13330406,,,
cg10359807,0.0104,0.0042,0.01272597,,,
cg10377921,4.00E-04,0.0027,0.880642715,,,
cg10414829,-0.0032,0.0021,0.133644008,,,
cg10451621,-0.0017,0.0043,0.691290208,,,
cg10469100,0.0058,0.0038,0.122280189,,,
cg10480239,0.0048,0.0036,0.178685608,,,
cg10500283,0.0133,0.0052,0.010786681,,,
cg10501210,0.007,0.0045,0.119735945,,,
cg10506151,-0.0074,0.004,0.063021131,,,
cg10516146,-0.001,0.0015,0.504675021,,,
cg10523671,-0.0012,0.002,0.558068622,,,
cg10548038,-2.00E-04,0.0038,0.957490461,,,
cg10548492,-0.0013,0.0039,0.736960967,,,
cg10577534,0.0017,0.0018,0.354150379,,,
cg10598582,0.0019,0.002,0.346463862,,,
cg10625705,0.0063,0.0028,0.024843716,,,
cg10627428,-0.002,0.0023,0.387279831,,,
cg10628205,-0.0026,0.0044,0.556766754,,,
cg10649156,-0.0023,0.0015,0.113490714,,,
cg10661163,-3.00E-04,0.0025,0.903310618,,,
cg10713515,0.0057,0.0035,0.102466333,,,
cg10729426,-4.00E-04,0.0046,0.931231848,,,
cg10732215,2.00E-04,0.0024,0.934088491,,,
cg10806820,0.0025,0.0033,0.44570693,,,
cg10943458,0.0016,0.004,0.685897111,,,
cg10947146,0.0073,0.0045,0.101225317,,,
cg10997540,-0.0098,0.0049,0.045744195,,,
cg11035122,-0.003,0.0036,0.409254095,,,
cg11071401,0.0034,0.0026,0.183736931,,,
cg11075316,0.0026,0.0037,0.477562531,,,
cg11082362,-0.0016,0.0023,0.489396831,,,
cg11084334,7.00E-04,0.0027,0.795535904,,,
cg11123644,-0.006,0.0026,0.022912508,,,
cg11147278,-0.0096,0.004,0.016250034,,,
cg11192895,0.0091,0.0039,0.018972663,,,
cg11229185,5.00E-04,0.0031,0.871037226,,,
cg11299854,-7.00E-04,0.0043,0.869488836,,,
cg11549953,-0.0029,0.0064,0.652121064,,,
cg11614451,0.0095,0.0038,0.013195924,,,
cg11625933,0.0014,0.0024,0.562248202,,,
cg11658419,0.0026,0.0049,0.599205502,,,
cg11667101,0.002,0.0062,0.746133054,,,
cg11705975,-8.00E-04,0.0031,0.793731782,,,
cg11804928,-0.0016,0.0042,0.70094315,,,
cg11805311,-0.0023,0.005,0.64428105,,,
cg11844042,0.0065,0.0047,0.170832934,,,
cg11847636,-0.0107,0.0033,0.001045415,,,
cg11912239,-0.0019,0.0027,0.484707743,,,
cg12027135,-0.0026,0.0049,0.597938236,,,
cg12029281,-0.0021,0.0013,0.10190671,,,
cg12055316,-6.00E-04,0.0017,0.729042113,,,
cg12079303,-0.0066,0.0043,0.128737093,,,
cg12094736,0.0038,0.0031,0.214041093,,,
cg12100751,-0.0047,0.0054,0.385907293,,,
cg12141030,-0.0025,0.0047,0.595225691,,,
cg12141659,-0.0051,0.0028,0.070946695,,,
cg12177793,0.0261,0.008,0.00117662,,,
cg12204897,0.0032,0.0072,0.655836921,,,
cg12261786,-8.00E-04,0.0022,0.710386905,,,
cg12342451,-4.00E-04,0.005,0.93666185,,,
cg12352399,-3.00E-04,0.0039,0.939157828,,,
cg12373771,0.0032,0.0031,0.30411579,,,
cg12378187,2.00E-04,0.0063,0.974766824,,,
cg12459502,0.0012,0.0023,0.608992711,,,
cg12559031,0.0027,0.0021,0.192753886,,,
cg12589298,0.0025,0.0039,0.525945785,,,
cg12663656,0.0019,0.0046,0.681570477,,,
cg12678562,-0.0013,0.0039,0.740374786,,,
cg12778476,0.0037,0.0029,0.200503437,,,
cg12785694,0.0011,0.0048,0.819571555,,,
cg12800803,0.0043,0.0027,0.11080337,,,
cg12840245,-0.0088,0.0038,0.019690313,,,
cg12874792,0.0039,0.0036,0.27664595,,,
cg12934382,0.008,0.0078,0.303471175,,,
cg12946225,4.00E-04,0.0033,0.904252224,,,
cg12976145,0.008,0.0027,0.003377745,,,
cg12980128,-4.00E-04,0.0039,0.918981669,,,
cg13029847,0.0042,0.0028,0.137524333,,,
cg13049334,0.0029,0.0044,0.505214086,,,
cg13134650,-0.0036,0.0025,0.154910196,,,
cg13208333,0.002,0.0051,0.696198735,,,
cg13220457,-0.0019,0.0026,0.469463868,,,
cg13289553,-5.00E-04,0.0032,0.874422104,,,
cg13390284,0.0024,0.0035,0.495973579,,,
cg13433363,-5.00E-04,0.0029,0.861794503,,,
cg13442820,0.0021,0.0017,0.223657924,,,
cg13612317,-0.0059,0.0048,0.221977724,,,
cg13612447,-1.00E-04,0.0067,0.988044105,,,
cg13665714,-0.0065,0.0042,0.120567467,,,
cg13678641,-3.00E-04,0.0024,0.902348876,,,
cg13682722,-0.0024,0.004,0.552267493,,,
cg13699808,0.0052,0.0023,0.022012007,,,
cg13724182,0.0038,0.0031,0.225133231,,,
cg13744663,3.00E-04,0.0039,0.939401219,,,
cg13754877,0.0056,0.0024,0.01942996,,,
cg13830081,1.00E-04,0.0064,0.987514992,,,
cg13914004,-0.0066,0.0037,0.07059313,,,
cg13932501,-0.0018,0.0033,0.587995559,,,
cg13935689,0.0035,0.0027,0.200191682,,,
cg13948585,0.0106,0.0051,0.038547856,,,
cg14023573,-0.0021,0.002,0.282241558,,,
cg14036830,-0.01,0.0059,0.090476044,,,
cg14063191,0.0028,0.0053,0.599781651,,,
cg14064262,-6.00E-04,0.0036,0.869291738,,,
cg14138050,8.00E-04,0.0025,0.753659262,,,
cg14209784,0.0024,0.002,0.239505522,,,
cg14214321,0.0012,0.0028,0.66613015,,,
cg14236665,0.0048,0.004,0.235067315,,,
cg14313576,0.0023,0.0026,0.379202531,,,
cg14327393,8.00E-04,0.0023,0.730740985,,,
cg14343652,-0.011,0.0051,0.030478136,,,
cg14424579,-0.0018,0.0036,0.616136226,,,
cg14515699,0.0024,0.0023,0.289555307,,,
cg14521614,0.0027,0.0027,0.314554346,,,
cg14633456,0.0011,0.0025,0.665648478,,,
cg14665690,0.0053,0.0035,0.125786806,,,
cg14674720,8.00E-04,0.0032,0.79975412,,,
cg14676592,0.0028,0.0027,0.30047452,,,
cg14685006,0.0048,0.0034,0.155747169,,,
cg14692377,0.002,0.005,0.687533701,,,
cg14704921,0.0013,0.0034,0.700252787,,,
cg14742445,-0.0056,0.0045,0.216415096,,,
cg14831838,0.0031,0.0035,0.370907359,,,
cg14848772,0.0048,0.0042,0.258339037,,,
cg14896463,0.0029,0.003,0.338445739,,,
cg14901671,6.00E-04,0.0016,0.714919429,,,
cg14911690,0.0011,0.0036,0.757850001,,,
cg14919554,-4.00E-04,0.0052,0.938998295,,,
cg15015996,0.0022,0.0017,0.191854831,,,
cg15022387,-0.0065,0.0055,0.235527893,,,
cg15091323,0.0034,0.0038,0.371201886,,,
cg15103195,0.0057,0.0036,0.111254395,,,
cg15150064,0.005,0.0023,0.031870858,,,
cg15163862,8.00E-04,0.0042,0.850028893,,,
cg15190149,-1.00E-04,0.004,0.980184399,,,
cg15201635,0.0052,0.0036,0.15131304,,,
cg15205547,0.0071,0.0046,0.121756608,,,
cg15206473,-9.00E-04,0.0012,0.453616498,,,
cg15264020,-2.00E-04,0.0031,0.949073278,,,
cg15313320,0.0044,0.0043,0.310792827,,,
cg15355387,0.0026,0.0028,0.346093151,,,
cg15393490,-4.00E-04,0.0035,0.910112091,,,
cg15394142,-0.0039,0.005,0.432903067,,,
cg15442434,0.008,0.0034,0.01744015,,,
cg15571405,-0.0093,0.0048,0.051887578,,,
cg15584989,0.0025,0.0045,0.577216295,,,
cg15629868,0.0012,0.0022,0.589079798,,,
cg15686167,-0.0046,0.0051,0.371487256,,,
cg15751090,3.00E-04,0.0035,0.931382034,,,
cg15784615,0.0022,0.003,0.461301368,,,
cg15789607,0.0022,0.0039,0.572762418,,,
cg15822346,-4.00E-04,0.0027,0.882366547,,,
cg15936446,-0.0076,0.0058,0.188832507,,,
cg16015712,-5.00E-04,0.0032,0.87427011,,,
cg16038636,-0.0033,0.0027,0.218868735,,,
cg16113692,0.0045,0.0041,0.276362712,,,
cg16187883,6.00E-04,0.0033,0.856732756,,,
cg16228090,0.005,0.0051,0.323670686,,,
cg16239218,-0.0037,0.0047,0.434619132,,,
cg16283183,0.0041,0.0039,0.298530376,,,
cg16295725,-0.0028,0.0086,0.743869836,,,
cg16343616,-0.0097,0.0047,0.038129765,,,
cg16366686,-0.0031,0.0029,0.284239161,,,
cg16367511,0.0029,0.0045,0.514994177,,,
cg16368750,-5.00E-04,0.0043,0.906416563,,,
cg16370875,-0.0014,0.0037,0.707206345,,,
cg16396933,-0.0028,0.002,0.158186817,,,
cg16402893,-0.0013,0.002,0.507329774,,,
cg16405432,-0.0038,0.0032,0.232052273,,,
cg16471830,-0.0066,0.0029,0.021423568,,,
cg16480692,1.00E-04,0.0057,0.986068434,,,
cg16509239,-0.0037,0.0023,0.110843513,,,
cg16512458,0.0066,0.0031,0.034486521,,,
cg16523185,-6.00E-04,0.0017,0.72583235,,,
cg16549027,-4.00E-04,0.0029,0.889275118,,,
cg16566391,3.00E-04,0.0027,0.912196847,,,
cg16596691,-0.0039,0.0027,0.146701781,,,
cg16662989,0.0024,0.0039,0.541888662,,,
cg16703882,-0.0072,0.0061,0.23867899,,,
cg16704346,0.0011,0.0034,0.74788339,,,
cg16778903,-3.00E-04,0.0034,0.929179417,,,
cg16784745,0.0052,0.003,0.086169628,,,
cg16786144,0.004,0.0033,0.222348282,,,
cg16792632,0.0094,0.0042,0.024534801,,,
cg16822143,0.0013,0.0055,0.813169031,,,
cg16867657,0.0018,0.002,0.379393445,,,
cg16909962,-0.0021,0.0033,0.529080794,,,
cg16987606,0.0056,0.0025,0.027127241,,,
cg16997203,0.0073,0.0057,0.197718266,,,
cg17009433,-9.00E-04,0.0034,0.789060321,,,
cg17015340,0.0049,0.0053,0.354055787,,,
cg17110586,0.0061,0.0033,0.066024406,,,
cg17117277,0.002,0.0056,0.720903106,,,
cg17192247,0.003,0.0018,0.10120164,,,
cg17243289,0.0101,0.0038,0.007790256,,,
cg17280346,0.0014,0.0042,0.741023721,,,
cg17285883,-0.0069,0.0046,0.131186685,,,
cg17317859,0.0016,0.0018,0.364220786,,,
cg17321954,0.0032,0.0027,0.233191766,,,
cg17333973,-0.0013,0.0028,0.640177059,,,
cg17437852,-0.0042,0.004,0.299142657,,,
cg17491987,-0.0041,0.0067,0.541448799,,,
cg17621438,0.0028,0.0028,0.321193189,,,
cg17758721,-0.0017,0.0045,0.705694263,,,
cg17980508,0.0014,0.0041,0.729723728,,,
cg18008766,-0.0072,0.0047,0.127474106,,,
cg18021785,0.004,0.0025,0.109778715,,,
cg18039797,-0.002,0.0027,0.457377613,,,
cg18127395,1.00E-04,0.0034,0.97651579,,,
cg18145080,0.0046,0.0043,0.286949007,,,
cg18160691,-0.0026,0.0032,0.411946993,,,
cg18175809,0.0012,0.0044,0.78499212,,,
cg18183406,-0.0029,0.0035,0.405720281,,,
cg18240400,0.0033,0.0024,0.16966631,,,
cg18248911,-0.0013,0.004,0.742597714,,,
cg18252964,0.0017,0.0032,0.600296598,,,
