"cpg","beta","se","p","i2","p_het","details"
"cg01881062",-0.0095,0.0022,1.17e-05,"","",""
"cg01902066",-0.0153,0.0028,5.78e-08,"","",""
"cg01908954",0.02,0.0037,4.83e-08,"","",""
"cg01942023",0.0107,0.0023,5.26e-06,"","",""
"cg01968525",-0.0173,0.0038,6.63e-06,"","",""
"cg01981354",-0.0104,0.0022,2.4e-06,"","",""
"cg02010481",-0.0103,0.0024,1.63e-05,"","",""
"cg02071825",0.0115,0.0027,1.61e-05,"","",""
"cg02078525",-0.0092,0.002,4.21e-06,"","",""
"cg02118776",0.0094,0.0022,1.4e-05,"","",""
"cg02119840",-0.0137,0.003,5.69e-06,"","",""
"cg02171859",-0.0073,0.0015,1.62e-06,"","",""
"cg02189888",0.0092,0.0021,1.72e-05,"","",""
"cg02210498",0.0147,0.003,7.24e-07,"","",""
"cg02228185",-0.012,0.0024,6.75e-07,"","",""
"cg02232208",0.0133,0.0026,2.43e-07,"","",""
"cg02245832",0.0145,0.003,9.57e-07,"","",""
"cg02272429",0.0124,0.0028,8.86e-06,"","",""
"cg02275294",-0.0141,0.0029,1.55e-06,"","",""
"cg02308914",0.0081,0.0019,1.28e-05,"","",""
"cg02315870",0.0068,0.0016,1.28e-05,"","",""
"cg02316506",-0.0077,0.0015,6.35e-07,"","",""
"cg02328239",0.011,0.0026,2.03e-05,"","",""
"cg02331561",0.0267,0.0034,6.23e-15,"","",""
"cg02361903",-0.0086,0.0017,3.51e-07,"","",""
"cg02375320",0.0199,0.004,5.41e-07,"","",""
"cg02383785",0.0234,0.0037,1.78e-10,"","",""
"cg02426178",-0.0058,0.0011,4.37e-08,"","",""
"cg02462661",-0.0107,0.0022,1.78e-06,"","",""
"cg02479575",0.0096,0.0022,1.59e-05,"","",""
"cg02500392",0.014,0.0031,6.85e-06,"","",""
"cg02503376",-0.0091,0.002,7.92e-06,"","",""
"cg02516101",-0.0152,0.0031,1.35e-06,"","",""
"cg02519751",0.0198,0.0043,4.6e-06,"","",""
"cg02525989",0.0191,0.0043,9.75e-06,"","",""
"cg02676865",-0.0142,0.003,2.34e-06,"","",""
"cg02721182",0.0138,0.0027,4.13e-07,"","",""
"cg02744888",0.0127,0.0025,5.04e-07,"","",""
"cg02748419",0.013,0.0026,4.96e-07,"","",""
"cg02781618",0.0164,0.0031,1.17e-07,"","",""
"cg02821342",-0.0207,0.0037,1.68e-08,"","",""
"cg02834765",-0.0122,0.0026,2e-06,"","",""
"cg02927747",-0.0145,0.0033,8.3e-06,"","",""
"cg02943595",0.0058,0.0014,2.12e-05,"","",""
"cg03020208",0.0075,0.0016,3.36e-06,"","",""
"cg03021802",-0.013,0.0029,5.72e-06,"","",""
"cg03025135",-0.0111,0.0022,3.59e-07,"","",""
"cg03036557",0.0364,0.0041,4.45e-19,"","",""
"cg03041738",0.0174,0.0035,6.44e-07,"","",""
"cg03118021",0.0155,0.0032,8.85e-07,"","",""
"cg03180134",-0.0105,0.0023,7.22e-06,"","",""
"cg03267280",0.0199,0.0046,1.23e-05,"","",""
"cg03282312",-0.0114,0.0025,4.65e-06,"","",""
"cg03490115",0.0161,0.0033,1.38e-06,"","",""
"cg03507326",0.0161,0.0036,8.26e-06,"","",""
"cg03511671",0.0167,0.0035,2.32e-06,"","",""
"cg03538814",0.0112,0.0025,1.05e-05,"","",""
"cg03545227",0.0188,0.0022,8.32e-18,"","",""
"cg03607117",0.0169,0.0026,1.68e-10,"","",""
"cg03607573",0.009,0.0021,1.36e-05,"","",""
"cg03688818",0.0128,0.0027,3.1e-06,"","",""
"cg03806812",-0.0063,0.0013,6.98e-07,"","",""
"cg03832162",0.022,0.0045,9.45e-07,"","",""
"cg03943826",0.0128,0.0026,1.27e-06,"","",""
"cg03968755",0.0156,0.0028,3.75e-08,"","",""
"cg04008429",0.0132,0.0022,3.37e-09,"","",""
"cg04084157",0.0127,0.0022,4.61e-09,"","",""
"cg04090392",0.0135,0.0032,2.15e-05,"","",""
"cg04149578",-0.0137,0.0029,3.02e-06,"","",""
"cg04208434",-0.0094,0.0022,1.41e-05,"","",""
"cg04212239",0.0217,0.0049,9.07e-06,"","",""
"cg04221461",-0.0057,0.0013,6.13e-06,"","",""
"cg04255070",0.011,0.0025,8.56e-06,"","",""
"cg04268670",0.0095,0.002,1.24e-06,"","",""
"cg04271792",0.0269,0.0042,2.14e-10,"","",""
"cg04321126",-0.006,0.0014,1.12e-05,"","",""
"cg04368796",0.0244,0.0034,4.68e-13,"","",""
"cg04431629",0.0214,0.0041,1.38e-07,"","",""
"cg04453050",0.0111,0.0025,1.21e-05,"","",""
"cg04501188",0.0201,0.0037,7.77e-08,"","",""
"cg04521765",-0.0071,0.0015,3.28e-06,"","",""
"cg04521867",0.0133,0.0031,1.7e-05,"","",""
"cg04539476",-0.0095,0.0022,1.89e-05,"","",""
"cg04548815",0.0146,0.0031,1.88e-06,"","",""
"cg04566826",-0.0104,0.002,1.21e-07,"","",""
"cg04649897",0.0168,0.0037,6.4e-06,"","",""
"cg04668516",-0.0115,0.0024,1.21e-06,"","",""
"cg04672210",0.0135,0.0032,2.03e-05,"","",""
"cg04684267",0.0148,0.0026,1.68e-08,"","",""
"cg04742719",-0.0073,0.0016,2.75e-06,"","",""
"cg04766834",0.0136,0.0032,2.17e-05,"","",""
"cg04834794",0.0213,0.004,8.2e-08,"","",""
"cg04845871",-0.0107,0.0022,9.25e-07,"","",""
"cg04870212",0.0091,0.0019,1.04e-06,"","",""
"cg04880546",0.0297,0.0035,1.36e-17,"","",""
"cg04902811",-0.0085,0.0018,2.72e-06,"","",""
"cg04911280",0.0184,0.0034,8.33e-08,"","",""
"cg04981166",0.0142,0.0029,1.11e-06,"","",""
"cg04995846",-0.0109,0.0023,3.13e-06,"","",""
"cg05030450",0.016,0.0037,1.85e-05,"","",""
"cg05113927",0.0083,0.0019,1.01e-05,"","",""
"cg05136956",0.0078,0.0016,2.03e-06,"","",""
"cg05164634",-0.007,0.0016,1.02e-05,"","",""
"cg05176991",0.0291,0.0064,4.64e-06,"","",""
"cg05190718",0.0111,0.0025,1.3e-05,"","",""
"cg05222347",0.0167,0.0037,5.87e-06,"","",""
"cg05239163",0.0171,0.0028,1.22e-09,"","",""
"cg05256420",0.01,0.0022,5.6e-06,"","",""
"cg05305078",-0.0101,0.0022,2.88e-06,"","",""
"cg05372963",0.0163,0.0035,3.3e-06,"","",""
"cg05460965",-0.0058,0.0014,1.92e-05,"","",""
"cg05540369",0.0258,0.0049,1.74e-07,"","",""
"cg05555455",0.0183,0.0035,2.15e-07,"","",""
"cg05572763",0.0076,0.0018,2.15e-05,"","",""
"cg05602648",0.0171,0.004,1.67e-05,"","",""
"cg05691543",-0.0102,0.0023,1.34e-05,"","",""
"cg05708550",0.0175,0.0027,7.19e-11,"","",""
"cg05751100",0.0112,0.0027,2.39e-05,"","",""
"cg05758467",-0.0098,0.0021,2.36e-06,"","",""
"cg05824218",-0.0135,0.0028,1.05e-06,"","",""
"cg05903330",-0.0138,0.0028,7.6e-07,"","",""
"cg05906092",0.0144,0.0029,5.09e-07,"","",""
"cg05917988",0.0219,0.0033,2.14e-11,"","",""
"cg05958294",0.0074,0.0015,8.43e-07,"","",""
"cg05979320",0.0129,0.0028,2.88e-06,"","",""
"cg05991454",0.0193,0.0045,2.15e-05,"","",""
"cg06005318",0.009,0.0021,1.4e-05,"","",""
"cg06022942",0.0165,0.0035,2.81e-06,"","",""
"cg06024557",0.009,0.0021,1.32e-05,"","",""
"cg06034933",0.0148,0.003,7.21e-07,"","",""
"cg06073351",0.0107,0.0022,1.16e-06,"","",""
"cg06075438",-0.0083,0.0017,1.49e-06,"","",""
"cg06087623",0.0153,0.0033,3.86e-06,"","",""
"cg06121469",0.0235,0.0042,2.46e-08,"","",""
"cg06128028",0.0092,0.0021,9.73e-06,"","",""
"cg06144905",0.0256,0.0049,1.52e-07,"","",""
"cg06220235",0.0153,0.0032,1.68e-06,"","",""
"cg06350853",-0.0134,0.0023,1.13e-08,"","",""
"cg06404572",0.0083,0.0019,7.47e-06,"","",""
"cg06416491",-0.0077,0.0017,9.88e-06,"","",""
"cg06458239",0.0459,0.0051,1.81e-19,"","",""
"cg06488443",0.0122,0.0026,1.72e-06,"","",""
"cg06489037",-0.0131,0.0031,2.39e-05,"","",""
"cg06530490",0.0174,0.004,1.7e-05,"","",""
"cg06564388",0.0123,0.0028,9.14e-06,"","",""
"cg06580318",0.0219,0.0032,1.2e-11,"","",""
"cg06603828",0.0107,0.0023,4.24e-06,"","",""
"cg06639320",0.0124,0.0021,1.83e-09,"","",""
"cg06645033",0.0149,0.0027,5.2e-08,"","",""
"cg06737494",0.0218,0.0033,2.84e-11,"","",""
"cg06782035",0.0207,0.0039,1.6e-07,"","",""
"cg06875162",-0.0082,0.0018,6.85e-06,"","",""
"cg06906555",-0.0102,0.0022,4.45e-06,"","",""
"cg06916446",0.016,0.0038,2.19e-05,"","",""
"cg06959103",0.0133,0.0028,2.15e-06,"","",""
"cg06991495",-0.0115,0.0025,4.42e-06,"","",""
"cg06993413",0.0146,0.0028,1.28e-07,"","",""
"cg07029777",0.0154,0.0033,2.8e-06,"","",""
"cg07037509",0.0139,0.0028,6.13e-07,"","",""
"cg07056299",-0.0084,0.0019,1.22e-05,"","",""
"cg07066898",0.0172,0.003,7.14e-09,"","",""
"cg07131451",0.0122,0.0025,9.81e-07,"","",""
"cg07150145",-0.0069,0.0016,1.02e-05,"","",""
"cg07247419",0.0077,0.0018,1.8e-05,"","",""
"cg07303143",0.0414,0.0044,5.35e-21,"","",""
"cg07388347",0.0268,0.0049,4.71e-08,"","",""
"cg07409643",0.0129,0.0027,1.41e-06,"","",""
"cg07413480",0.0162,0.0035,3.88e-06,"","",""
"cg07477282",0.0155,0.0031,4.58e-07,"","",""
"cg07502389",0.0147,0.0026,2.04e-08,"","",""
"cg07544187",0.0291,0.0063,3.75e-06,"","",""
"cg07547549",0.0118,0.0021,1.14e-08,"","",""
"cg07551364",-0.0088,0.002,9.19e-06,"","",""
"cg07553761",0.0129,0.0022,5.99e-09,"","",""
"cg07570470",0.0197,0.0035,1.21e-08,"","",""
"cg07572214",0.0183,0.004,5.28e-06,"","",""
"cg07589899",0.0134,0.0021,3.67e-10,"","",""
"cg07640648",0.017,0.0038,7.06e-06,"","",""
"cg07687610",0.0126,0.0028,7.73e-06,"","",""
"cg07726139",0.0181,0.004,5.84e-06,"","",""
"cg07760161",0.0074,0.0015,7.11e-07,"","",""
"cg07762458",0.0185,0.0044,2.14e-05,"","",""
"cg07806886",0.0219,0.0046,1.55e-06,"","",""
"cg07850154",-0.0119,0.002,3.57e-09,"","",""
"cg07850604",0.0162,0.0032,3.74e-07,"","",""
"cg07873590",0.0177,0.0036,6.48e-07,"","",""
"cg07925311",-0.008,0.0016,3.85e-07,"","",""
"cg07995893",0.0096,0.0019,6.59e-07,"","",""
"cg08014182",0.0146,0.0031,2.09e-06,"","",""
"cg08056069",-0.0082,0.0019,1.33e-05,"","",""
"cg08061755",-0.0061,0.0014,9.9e-06,"","",""
"cg08080174",0.0101,0.0024,1.87e-05,"","",""
"cg08081390",0.0077,0.0018,1.39e-05,"","",""
"cg08097417",0.0111,0.0022,2.75e-07,"","",""
"cg08097614",0.0108,0.0025,1.56e-05,"","",""
"cg08160331",0.0117,0.0018,1.93e-10,"","",""
"cg08209133",0.0106,0.0023,4.64e-06,"","",""
"cg08224212",0.0154,0.0031,4.62e-07,"","",""
"cg08229360",-0.0087,0.0019,3.06e-06,"","",""
"cg08255481",0.013,0.0028,4.71e-06,"","",""
"cg08278892",0.0178,0.0031,9.39e-09,"","",""
"cg08301211",0.0187,0.0043,1.49e-05,"","",""
"cg08318076",0.0134,0.0028,1.74e-06,"","",""
"cg08357125",-0.0098,0.0022,5.7e-06,"","",""
"cg08482682",0.0075,0.0013,1.69e-08,"","",""
"cg08495027",0.0079,0.0017,5.11e-06,"","",""
"cg08526825",0.016,0.0027,3.48e-09,"","",""
"cg08541518",0.0113,0.0026,1.92e-05,"","",""
"cg08565632",0.0146,0.0031,1.88e-06,"","",""
"cg08606497",-0.0095,0.0021,8.76e-06,"","",""
"cg08614301",0.015,0.003,5.09e-07,"","",""
"cg08622677",0.0166,0.0025,1.92e-11,"","",""
"cg08623942",0.0071,0.0016,1.67e-05,"","",""
"cg08680415",0.0123,0.0028,1.09e-05,"","",""
"cg08682036",0.0133,0.0023,6.25e-09,"","",""
"cg08694014",0.0117,0.0019,2.64e-10,"","",""
"cg08715791",0.0227,0.0031,5.67e-13,"","",""
"cg08776660",0.011,0.0023,2.04e-06,"","",""
"cg08781738",0.0138,0.0032,1.58e-05,"","",""
"cg08785215",0.0118,0.0025,2.23e-06,"","",""
"cg08862742",0.0083,0.0019,1.97e-05,"","",""
"cg08872742",-0.0084,0.0019,9.21e-06,"","",""
"cg08900043",0.0126,0.003,2.22e-05,"","",""
"cg08903181",0.0143,0.0031,4.4e-06,"","",""
"cg08994384",0.0157,0.0035,8.8e-06,"","",""
"cg09012544",0.0139,0.0025,4.26e-08,"","",""
"cg09060789",-0.02,0.0036,1.8e-08,"","",""
"cg09084885",0.0101,0.0023,8.69e-06,"","",""
"cg09110241",0.0124,0.0029,2.03e-05,"","",""
"cg09151801",0.0118,0.0023,3.44e-07,"","",""
"cg09190280",0.012,0.0027,9.42e-06,"","",""
"cg09226692",0.0081,0.0019,1.66e-05,"","",""
"cg09286183",0.0053,0.0012,1.61e-05,"","",""
"cg09378441",0.0124,0.0025,8.94e-07,"","",""
"cg09427311",-0.0077,0.0017,7.66e-06,"","",""
"cg09503974",-0.0098,0.0022,1.23e-05,"","",""
"cg09524078",-0.0096,0.0022,1.14e-05,"","",""
"cg09545443",-0.0236,0.0039,9.44e-10,"","",""
"cg09559780",-0.0099,0.0021,3.69e-06,"","",""
"cg09593028",0.0133,0.003,1.08e-05,"","",""
"cg09644157",-0.0057,0.0012,1.42e-06,"","",""
"cg09661809",0.0078,0.0018,1.28e-05,"","",""
"cg09723511",0.0153,0.0032,2e-06,"","",""
"cg09903452",-0.0059,0.0012,1.55e-06,"","",""
"cg09941452",0.0171,0.0029,3.35e-09,"","",""
"cg09977376",0.0099,0.0022,6.43e-06,"","",""
"cg10030512",0.0116,0.0027,2.31e-05,"","",""
"cg10039523",-0.0114,0.0022,3.43e-07,"","",""
"cg10045354",-0.0054,0.0012,9.7e-06,"","",""
"cg10046620",0.0163,0.0038,2.11e-05,"","",""
"cg10102418",0.0122,0.0029,2.18e-05,"","",""
"cg10140240",-0.0231,0.0038,1.79e-09,"","",""
"cg10142237",-0.014,0.0025,1.56e-08,"","",""
"cg10226744",0.0126,0.0025,5.16e-07,"","",""
"cg10271260",0.0098,0.0021,3.75e-06,"","",""
"cg10324158",-0.0122,0.0025,6.87e-07,"","",""
"cg10359807",0.0139,0.0032,1.09e-05,"","",""
"cg10377921",-0.0099,0.0023,1.74e-05,"","",""
"cg10414829",-0.0071,0.0016,1.17e-05,"","",""
"cg10451621",0.016,0.0034,2.2e-06,"","",""
"cg10469100",0.0122,0.0029,1.92e-05,"","",""
"cg10480239",-0.0131,0.0027,1.88e-06,"","",""
"cg10500283",0.0184,0.004,3.61e-06,"","",""
"cg10501210",-0.0224,0.0036,4.95e-10,"","",""
"cg10506151",-0.0154,0.0031,5.46e-07,"","",""
"cg10516146",-0.005,0.0011,1.21e-05,"","",""
"cg10523671",-0.0072,0.0016,1.03e-05,"","",""
"cg10548038",0.0186,0.0025,9.02e-14,"","",""
"cg10548492",0.0162,0.003,7.23e-08,"","",""
"cg10577534",-0.0067,0.0014,2.71e-06,"","",""
"cg10598582",-0.0069,0.0015,6.11e-06,"","",""
"cg10625705",0.0102,0.0022,2.4e-06,"","",""
"cg10627428",-0.0083,0.0018,3.18e-06,"","",""
"cg10628205",-0.0156,0.0034,3.49e-06,"","",""
"cg10649156",-0.0058,0.0011,2.07e-07,"","",""
"cg10661163",-0.013,0.0021,1.21e-09,"","",""
"cg10713515",-0.0115,0.0027,1.71e-05,"","",""
"cg10729426",0.0363,0.0043,2.54e-17,"","",""
"cg10732215",0.0098,0.0023,1.47e-05,"","",""
"cg10806820",0.0127,0.0026,9.38e-07,"","",""
"cg10943458",0.0138,0.003,3.3e-06,"","",""
"cg10947146",0.0187,0.0035,7.51e-08,"","",""
"cg10997540",0.0208,0.0038,6.51e-08,"","",""
"cg11035122",0.0119,0.0028,2.08e-05,"","",""
"cg11071401",0.0169,0.0022,2.06e-14,"","",""
"cg11075316",0.019,0.0029,1.04e-10,"","",""
"cg11082362",0.0101,0.0018,3.8e-08,"","",""
"cg11084334",0.0096,0.002,2.76e-06,"","",""
"cg11123644",-0.0086,0.002,1.41e-05,"","",""
"cg11147278",-0.0137,0.003,6.23e-06,"","",""
"cg11192895",0.0132,0.0029,6.95e-06,"","",""
"cg11229185",0.0133,0.0026,3.99e-07,"","",""
"cg11299854",0.0189,0.0034,1.75e-08,"","",""
"cg11549953",0.0219,0.0049,9.57e-06,"","",""
"cg11614451",0.0214,0.0031,9.05e-12,"","",""
"cg11625933",-0.0091,0.0019,2.36e-06,"","",""
"cg11658419",-0.0176,0.0038,2.97e-06,"","",""
"cg11667101",0.0297,0.005,2.19e-09,"","",""
"cg11705975",0.0114,0.0025,4.09e-06,"","",""
"cg11804928",-0.0151,0.0033,3.66e-06,"","",""
"cg11805311",-0.0173,0.0038,5.77e-06,"","",""
"cg11844042",0.0174,0.0036,1.73e-06,"","",""
"cg11847636",-0.0105,0.0024,1.68e-05,"","",""
"cg11912239",-0.0097,0.0021,4.06e-06,"","",""
"cg12027135",0.0165,0.0038,1.7e-05,"","",""
"cg12029281",-0.0042,0.001,1.84e-05,"","",""
"cg12055316",-0.0062,0.0013,3.49e-06,"","",""
"cg12079303",-0.0171,0.0034,3.94e-07,"","",""
"cg12094736",0.01,0.0023,1.48e-05,"","",""
"cg12100751",0.0261,0.0043,1.7e-09,"","",""
"cg12141030",0.0297,0.004,5.7e-14,"","",""
"cg12141659",-0.0103,0.0022,2.2e-06,"","",""
"cg12177793",0.0268,0.006,8.41e-06,"","",""
"cg12204897",0.0269,0.0056,1.26e-06,"","",""
"cg12261786",-0.0083,0.0017,1.69e-06,"","",""
"cg12342451",0.0165,0.0038,1.14e-05,"","",""
"cg12352399",0.0142,0.003,1.96e-06,"","",""
"cg12373771",0.0224,0.0028,5.19e-16,"","",""
"cg12378187",0.0172,0.0039,9.9e-06,"","",""
"cg12459502",-0.0081,0.0017,3.39e-06,"","",""
"cg12559031",0.0071,0.0016,9.97e-06,"","",""
"cg12589298",0.024,0.0033,3.74e-13,"","",""
"cg12663656",0.0218,0.0037,5.59e-09,"","",""
"cg12678562",0.0237,0.0034,3.19e-12,"","",""
"cg12778476",0.0123,0.0023,6.81e-08,"","",""
"cg12785694",0.0221,0.004,2.27e-08,"","",""
"cg12800803",0.0096,0.002,2.8e-06,"","",""
"cg12840245",0.0129,0.0029,7.09e-06,"","",""
"cg12874792",0.0121,0.0028,1.21e-05,"","",""
"cg12934382",0.028,0.006,2.79e-06,"","",""
"cg12946225",0.0117,0.0028,2.34e-05,"","",""
"cg12976145",0.0095,0.0021,4.03e-06,"","",""
"cg12980128",0.016,0.0034,2.58e-06,"","",""
"cg13029847",0.0111,0.0022,4.2e-07,"","",""
"cg13049334",0.0146,0.0034,1.68e-05,"","",""
"cg13134650",-0.0088,0.0019,6.31e-06,"","",""
"cg13208333",0.0197,0.0041,1.31e-06,"","",""
"cg13220457",0.0109,0.0021,1.73e-07,"","",""
"cg13289553",0.0125,0.0025,4.66e-07,"","",""
"cg13390284",-0.0148,0.0028,7.62e-08,"","",""
"cg13433363",-0.0131,0.0024,4.49e-08,"","",""
"cg13442820",0.0077,0.0014,1.84e-08,"","",""
"cg13612317",-0.0165,0.0037,7.38e-06,"","",""
"cg13612447",0.0216,0.0032,7.2e-12,"","",""
"cg13665714",0.0136,0.0032,1.92e-05,"","",""
"cg13678641",0.0085,0.0016,1.86e-07,"","",""
"cg13682722",0.0157,0.0032,8.98e-07,"","",""
"cg13699808",0.0088,0.0018,5.28e-07,"","",""
"cg13724182",0.0103,0.0024,1.58e-05,"","",""
"cg13744663",0.012,0.0027,7.98e-06,"","",""
"cg13754877",0.0079,0.0018,1.2e-05,"","",""
"cg13830081",0.0132,0.0029,5.6e-06,"","",""
"cg13914004",-0.0123,0.0028,9.49e-06,"","",""
"cg13932501",-0.0115,0.0025,4.98e-06,"","",""
"cg13935689",0.0089,0.0021,2.09e-05,"","",""
"cg13948585",0.0168,0.0039,1.44e-05,"","",""
"cg14023573",0.0075,0.0015,1.14e-06,"","",""
"cg14036830",0.0255,0.0047,4.41e-08,"","",""
"cg14063191",0.0234,0.0042,3.44e-08,"","",""
"cg14064262",-0.0134,0.0029,3e-06,"","",""
"cg14138050",0.0098,0.0021,2.63e-06,"","",""
"cg14209784",-0.0108,0.0017,1.19e-10,"","",""
"cg14214321",0.0098,0.0021,4.53e-06,"","",""
"cg14236665",0.0139,0.0031,7.35e-06,"","",""
"cg14313576",0.0087,0.002,9.66e-06,"","",""
"cg14327393",-0.0092,0.0018,3.83e-07,"","",""
"cg14343652",-0.0164,0.0039,2.14e-05,"","",""
"cg14424579",0.0135,0.0028,1.58e-06,"","",""
"cg14515699",-0.0075,0.0018,2.05e-05,"","",""
"cg14521614",0.0097,0.0021,3.26e-06,"","",""
"cg14633456",0.0104,0.0019,6.18e-08,"","",""
"cg14665690",-0.0115,0.0026,1.19e-05,"","",""
"cg14674720",0.0133,0.0024,1.95e-08,"","",""
"cg14676592",0.013,0.0022,3.65e-09,"","",""
"cg14685006",0.012,0.0026,3.78e-06,"","",""
"cg14692377",0.0187,0.0039,2.08e-06,"","",""
"cg14704921",0.0222,0.003,6.03e-14,"","",""
"cg14742445",-0.0147,0.0035,2.15e-05,"","",""
"cg14831838",0.0119,0.0027,9.95e-06,"","",""
"cg14848772",0.0228,0.0035,6.45e-11,"","",""
"cg14896463",-0.0122,0.0024,3.01e-07,"","",""
"cg14901671",0.0066,0.0013,3.82e-07,"","",""
"cg14911690",0.0212,0.003,1.75e-12,"","",""
"cg14919554",0.0226,0.0046,7.29e-07,"","",""
"cg15015996",0.0056,0.0013,1.93e-05,"","",""
"cg15022387",0.0188,0.0042,7.09e-06,"","",""
"cg15091323",0.0135,0.0029,4.46e-06,"","",""
"cg15103195",0.0154,0.0028,4.92e-08,"","",""
"cg15150064",0.0075,0.0018,2.25e-05,"","",""
"cg15163862",-0.0149,0.0031,1.38e-06,"","",""
"cg15190149",0.0139,0.0032,1.78e-05,"","",""
"cg15201635",0.012,0.0027,1.27e-05,"","",""
"cg15205547",0.0168,0.0035,1.84e-06,"","",""
"cg15206473",-0.004,9e-04,1.5e-05,"","",""
"cg15264020",0.0133,0.0025,6.28e-08,"","",""
"cg15313320",0.0155,0.0034,4.14e-06,"","",""
"cg15355387",0.0101,0.0021,1.68e-06,"","",""
"cg15393490",-0.0145,0.0026,1.39e-08,"","",""
"cg15394142",-0.0168,0.0038,1.14e-05,"","",""
"cg15442434",0.0108,0.0025,2.05e-05,"","",""
"cg15571405",-0.0191,0.0037,2.72e-07,"","",""
"cg15584989",0.0155,0.0034,5.42e-06,"","",""
"cg15629868",-0.0096,0.0018,4.52e-08,"","",""
"cg15686167",0.0177,0.004,8.88e-06,"","",""
"cg15751090",0.0137,0.003,6.75e-06,"","",""
