cpg,beta,se,p,i2,p_het,details
cg01617018,8.96E-05,2.38E-05,0.000171,,,
cg05364411,0.000129384,3.44E-05,0.000172,,,
cg00095870,0.000113058,3.00E-05,0.000173,,,
cg20682326,-0.000453825,0.000120721,0.000176,,,
cg26398691,0.000250273,6.66E-05,0.000177,,,
cg05406954,-0.000112886,3.01E-05,0.000178,,,
cg08436313,-0.000107354,2.86E-05,0.000181,,,
cg04571742,4.41E-05,1.18E-05,0.000182,,,
cg25777714,-0.000196994,5.25E-05,0.000183,,,
cg24423329,-0.000223878,5.97E-05,0.000183,,,
cg21024835,0.000108892,2.91E-05,0.000184,,,
cg05170671,-0.000225285,6.02E-05,0.000186,,,
cg06114556,0.000631913,0.000168833,0.000188,,,
cg20574381,0.000186263,4.98E-05,0.000189,,,
cg22472411,6.46E-05,1.73E-05,0.00019,,,
cg01222719,-0.000286139,7.65E-05,0.00019,,,
cg00477365,-0.000263324,7.04E-05,0.00019,,,
cg04166618,0.000154829,4.14E-05,0.000193,,,
cg05044843,-0.000109193,2.93E-05,0.000196,,,
cg22500428,9.43E-05,2.53E-05,0.000196,,,
cg07321536,0.000208976,5.60E-05,0.000197,,,
cg16520796,-0.000281286,7.54E-05,0.000197,,,
cg14778264,0.000243769,6.54E-05,0.000198,,,
cg03581421,-4.88E-05,1.31E-05,2.00E-04,,,
cg15501219,0.000275848,7.40E-05,2.00E-04,,,
cg13701509,-0.000186248,5.00E-05,0.000202,,,
cg10277912,0.000240271,6.45E-05,0.000202,,,
cg16573178,9.56E-05,2.57E-05,0.000203,,,
cg09102835,-6.51E-05,1.75E-05,0.000204,,,
cg18875351,0.000515736,0.000138631,0.000205,,,
cg01348570,-0.000121347,3.26E-05,0.000206,,,
cg08316365,-0.000226875,6.11E-05,0.000211,,,
cg22778790,7.47E-05,2.01E-05,0.000212,,,
cg06801252,0.000120019,3.24E-05,0.000215,,,
cg19374752,0.000170823,4.61E-05,0.000216,,,
cg08431893,0.000864871,0.000233595,0.00022,,,
cg04326023,0.000274726,7.43E-05,0.000224,,,
cg01518790,-0.000248303,6.72E-05,0.000224,,,
cg11490805,-0.000563627,0.000152482,0.000225,,,
cg19432362,-0.000465519,0.000126006,0.000227,,,
cg21385480,-0.000115211,3.12E-05,0.000228,,,
cg09033857,3.69E-05,9.99E-06,0.000228,,,
cg26384697,-0.000484593,0.00013126,0.000229,,,
cg11390741,-0.000298369,8.08E-05,0.000229,,,
cg07567679,0.000153259,4.15E-05,0.000229,,,
cg09694300,-0.00044037,0.000119304,0.00023,,,
cg09801687,7.00E-05,1.90E-05,0.000231,,,
cg00147332,-0.000390241,0.000105812,0.000233,,,
cg25910803,-0.000149498,4.06E-05,0.000234,,,
cg13041975,5.28E-05,1.43E-05,0.000235,,,
cg02556954,-0.000176784,4.80E-05,0.000236,,,
cg16510127,-9.33E-05,2.53E-05,0.000239,,,
cg12511310,0.000139639,3.79E-05,0.00024,,,
cg13152856,0.000110377,3.00E-05,0.00024,,,
cg15541040,0.000953094,0.000259349,0.000245,,,
cg04983128,0.000119287,3.25E-05,0.000245,,,
cg16157980,0.000116419,3.17E-05,0.000246,,,
cg03768517,-8.76E-05,2.39E-05,0.000248,,,
cg22482746,-3.89E-05,1.06E-05,0.00025,,,
cg19948397,5.80E-05,1.58E-05,0.000251,,,
cg06745704,5.75E-05,1.57E-05,0.000255,,,
cg24983716,-0.000100227,2.74E-05,0.000258,,,
cg07711387,-0.000323643,8.84E-05,0.000259,,,
cg05295023,-0.000162728,4.45E-05,0.00026,,,
cg03740261,-7.74E-05,2.12E-05,0.000263,,,
cg03163184,-0.000529697,0.00014489,0.000264,,,
cg14523706,-0.000331393,9.07E-05,0.000265,,,
cg19280364,-0.000105023,2.87E-05,0.000265,,,
cg04752042,0.000128128,3.51E-05,0.000266,,,
cg27614534,0.000122641,3.36E-05,0.000268,,,
cg06740897,-0.000103729,2.84E-05,0.000269,,,
cg10738041,0.000141271,3.87E-05,0.000272,,,
cg18185596,0.00016935,4.64E-05,0.000272,,,
cg08605301,0.000486701,0.000133474,0.000273,,,
cg17009808,0.000123381,3.38E-05,0.000274,,,
cg04723436,-8.04E-05,2.21E-05,0.000275,,,
cg06354193,-0.000135796,3.73E-05,0.000276,,,
cg17737471,0.000134395,3.69E-05,0.000276,,,
cg13231501,-0.000362018,9.94E-05,0.00028,,,
cg14230166,-4.34E-05,1.19E-05,0.000281,,,
cg03139228,8.26E-05,2.27E-05,0.000281,,,
cg22977320,9.51E-05,2.62E-05,0.000286,,,
cg21962603,-8.92E-05,2.45E-05,0.000286,,,
cg06038838,-0.000186326,5.13E-05,0.000288,,,
cg26700447,0.000946029,0.000260464,0.000289,,,
cg27583149,0.000110901,3.05E-05,0.00029,,,
cg13848035,-4.86E-05,1.34E-05,0.000291,,,
cg04111577,-0.000227333,6.26E-05,0.000293,,,
cg25560215,0.000235804,6.50E-05,0.000296,,,
cg17636193,-7.87E-05,2.17E-05,0.000298,,,
cg21563049,0.000137827,3.80E-05,0.000299,,,
cg04194947,-0.000376469,0.000103949,0.000301,,,
cg12478378,0.000123464,3.41E-05,0.000302,,,
cg06730953,-0.000182294,5.04E-05,0.000305,,,
cg13368918,-7.08E-05,1.96E-05,0.000308,,,
cg09271279,-0.000242239,6.70E-05,0.000308,,,
cg07168939,-0.000236927,6.56E-05,0.00031,,,
cg04104695,0.000173093,4.79E-05,0.000311,,,
cg20818528,0.000202737,5.61E-05,0.000312,,,
cg08608144,0.000143412,3.97E-05,0.000314,,,
cg18298197,0.000122609,3.40E-05,0.000315,,,
cg12393104,9.51E-05,2.64E-05,0.000318,,,
cg14868222,-0.000215351,5.97E-05,0.000319,,,
cg10473059,0.000214006,5.93E-05,0.000319,,,
cg25914921,-0.000678418,0.000188177,0.00032,,,
cg07019009,-0.000135308,3.75E-05,0.00032,,,
cg12419239,0.000139703,3.88E-05,0.000321,,,
cg01816258,0.000398445,0.000110555,0.000322,,,
cg01903374,-8.14E-05,2.26E-05,0.000322,,,
cg16569430,-5.43E-05,1.51E-05,0.000323,,,
cg04347477,0.00019338,5.37E-05,0.000326,,,
cg05042492,-0.000374903,0.000104131,0.000326,,,
cg17997641,-0.000111182,3.09E-05,0.000329,,,
cg06902558,0.000195476,5.43E-05,0.00033,,,
cg22036614,0.000208098,5.78E-05,0.00033,,,
cg02027010,-6.38E-05,1.77E-05,0.000331,,,
cg05872513,8.52E-05,2.37E-05,0.000332,,,
cg14525688,9.22E-05,2.57E-05,0.000334,,,
cg03109209,0.00028857,8.03E-05,0.000335,,,
cg17866373,0.000167171,4.65E-05,0.000335,,,
cg16857335,-5.90E-05,1.64E-05,0.000336,,,
cg03658604,0.000126986,3.53E-05,0.000336,,,
cg07690882,-0.000723261,0.000201312,0.000336,,,
cg21908110,-8.91E-05,2.48E-05,0.000338,,,
cg13127506,-0.000291988,8.13E-05,0.000338,,,
cg14743055,-5.76E-05,1.60E-05,0.000338,,,
cg22975318,-0.00049496,0.000137842,0.000338,,,
cg11265952,0.000147662,4.11E-05,0.00034,,,
cg06454771,0.000118417,3.30E-05,0.00034,,,
cg12576688,0.000116879,3.26E-05,0.00034,,,
cg20865535,0.000256217,7.14E-05,0.000341,,,
cg20635724,7.19E-05,2.00E-05,0.000341,,,
cg09108314,0.000141729,3.95E-05,0.000342,,,
cg04455759,-0.000200261,5.58E-05,0.000342,,,
cg14483162,0.000261281,7.28E-05,0.000342,,,
cg10508317,-0.000156312,4.36E-05,0.000347,,,
cg23393291,-5.40E-05,1.51E-05,0.000347,,,
cg27633342,-0.000219985,6.14E-05,0.000347,,,
cg20777257,-0.000209109,5.84E-05,0.000348,,,
cg15542924,-0.000102262,2.85E-05,0.000348,,,
cg06032302,-0.000161527,4.51E-05,0.000348,,,
cg04898443,-7.86E-05,2.19E-05,0.000348,,,
cg17974715,-0.000108871,3.04E-05,0.000351,,,
cg02898206,0.000126198,3.52E-05,0.000352,,,
cg21177456,-0.000616342,0.000172223,0.000354,,,
cg25533211,0.000161008,4.50E-05,0.000355,,,
cg17024828,-0.000742067,0.000207437,0.000356,,,
cg05308309,-9.57E-05,2.68E-05,0.00036,,,
cg09769679,-0.000107723,3.01E-05,0.000361,,,
cg12850036,-0.000103371,2.89E-05,0.000363,,,
cg06954540,4.75E-05,1.33E-05,0.000363,,,
cg08482978,5.93E-05,1.66E-05,0.000365,,,
cg06479426,-6.26E-05,1.75E-05,0.000369,,,
cg19295251,-0.000329749,9.25E-05,0.000373,,,
cg20696478,6.73E-05,1.89E-05,0.000373,,,
cg00159379,-0.000135139,3.79E-05,0.000373,,,
cg21074260,-0.000157291,4.41E-05,0.000376,,,
cg12664806,0.000111746,3.14E-05,0.000376,,,
cg16693212,-7.09E-05,1.99E-05,0.000379,,,
cg24556441,0.000153948,4.32E-05,0.000381,,,
cg18609230,-0.000155904,4.38E-05,0.000382,,,
cg20753954,7.50E-05,2.11E-05,0.000382,,,
cg23164054,-0.00015438,4.34E-05,0.000383,,,
cg18260973,-7.93E-05,2.23E-05,0.000387,,,
cg24975211,0.000135687,3.82E-05,0.000389,,,
cg22849543,-0.000134829,3.79E-05,0.000389,,,
cg16050897,0.000714534,0.000201061,0.000389,,,
cg13755144,0.000120225,3.38E-05,0.00039,,,
cg14733672,6.54E-05,1.84E-05,0.00039,,,
cg19078067,-0.000292033,8.22E-05,0.000393,,,
cg18196506,0.000223977,6.31E-05,0.000393,,,
cg15735240,0.000293137,8.26E-05,0.000394,,,
cg05424510,-6.68E-05,1.88E-05,0.000403,,,
cg27266824,-0.000408331,0.000115217,0.000404,,,
cg15377586,-9.25E-05,2.61E-05,0.000406,,,
cg23843812,0.000129387,3.66E-05,0.00041,,,
cg04334947,8.00E-05,2.26E-05,0.000411,,,
cg09653371,-0.000199095,5.63E-05,0.000411,,,
cg21639178,5.56E-05,1.57E-05,0.000415,,,
cg16803737,-0.000120175,3.40E-05,0.000415,,,
cg07961659,-0.000108574,3.07E-05,0.000415,,,
cg01841312,0.000582461,0.000164695,0.000415,,,
cg09776830,-9.27E-05,2.62E-05,0.000417,,,
cg14549093,0.000250267,7.08E-05,0.000419,,,
cg24906527,9.70E-05,2.75E-05,0.000422,,,
cg00675940,0.000348493,9.87E-05,0.000422,,,
cg10920427,4.97E-05,1.41E-05,0.000426,,,
cg13469320,0.000110536,3.13E-05,0.000426,,,
cg26785025,-0.000126635,3.59E-05,0.000427,,,
cg20292636,-0.000236985,6.72E-05,0.000427,,,
cg14071324,-0.000102764,2.91E-05,0.000429,,,
cg27325152,-0.00013979,3.96E-05,0.000429,,,
cg10539507,0.000196037,5.56E-05,0.00043,,,
cg15120220,0.000175115,4.96E-05,0.000431,,,
cg26957560,-0.000169587,4.81E-05,0.000431,,,
cg13236881,-0.00017305,4.91E-05,0.000431,,,
cg02501779,-0.000235494,6.68E-05,0.000432,,,
cg17837894,-9.76E-05,2.77E-05,0.000433,,,
cg26358590,0.000168135,4.77E-05,0.000434,,,
cg07054681,0.000136688,3.88E-05,0.000435,,,
cg05954702,5.71E-05,1.62E-05,0.000437,,,
cg11920453,-6.54E-05,1.86E-05,0.000437,,,
cg26456183,0.000538393,0.000152859,0.000439,,,
cg24981283,-0.000133158,3.78E-05,0.000439,,,
cg14180479,-8.19E-05,2.33E-05,0.00044,,,
cg26820636,0.000552852,0.000157024,0.000441,,,
cg01932827,0.000146076,4.15E-05,0.000441,,,
cg07962303,-0.000238955,6.79E-05,0.000441,,,
cg09108797,5.36E-05,1.52E-05,0.000443,,,
cg20673767,-0.000352061,0.000100082,0.000446,,,
cg21845654,-8.99E-05,2.56E-05,0.000446,,,
cg22017654,0.000204605,5.82E-05,0.000447,,,
cg25427625,0.000162224,4.62E-05,0.00045,,,
cg14380013,-0.000203141,5.78E-05,0.000451,,,
cg04316941,-0.000150333,4.28E-05,0.000454,,,
cg26067569,-0.000159799,4.55E-05,0.000457,,,
cg01911678,0.000107042,3.05E-05,0.000458,,,
cg06019050,-0.000387486,0.000110387,0.000458,,,
cg01440570,-7.63E-05,2.17E-05,0.00046,,,
cg13863668,5.65E-05,1.61E-05,0.000468,,,
cg00342743,-0.000100576,2.87E-05,0.000468,,,
cg18042072,-0.00010159,2.90E-05,0.000469,,,
cg07845873,-0.000664058,0.000189519,0.000469,,,
cg05314679,0.000129134,3.69E-05,0.00047,,,
cg08837626,0.00070181,0.00020044,0.000474,,,
cg13232021,-5.38E-05,1.54E-05,0.000474,,,
cg06244947,-0.00018471,5.28E-05,0.000476,,,
cg01244006,0.000172578,4.94E-05,0.000482,,,
cg20967975,-9.20E-05,2.63E-05,0.000483,,,
cg15822546,-4.25E-05,1.22E-05,0.000484,,,
cg07298473,0.000165302,4.73E-05,0.000487,,,
cg20065449,0.000291867,8.36E-05,0.000491,,,
cg11035519,0.000245444,7.03E-05,0.000492,,,
cg16359985,-0.000137177,3.93E-05,0.000492,,,
cg15433043,-9.51E-05,2.72E-05,0.000493,,,
cg05941924,-7.96E-05,2.28E-05,0.000493,,,
cg21847118,-0.00012906,3.70E-05,0.000495,,,
cg24951989,-0.000170335,4.88E-05,0.000497,,,
cg15179472,-0.000108081,3.10E-05,0.000498,,,
cg15399122,0.000343099,9.84E-05,0.000499,,,
cg10919111,0.00018877,5.41E-05,0.000499,,,
cg09897604,-0.000139343,4.00E-05,0.000502,,,
cg16788962,-0.000109895,3.15E-05,0.000506,,,
cg06125456,0.000234519,6.73E-05,0.000506,,,
cg19676328,0.000153855,4.42E-05,0.000506,,,
cg23333072,-0.000278269,7.99E-05,0.000507,,,
cg08975197,-0.00020255,5.82E-05,0.000509,,,
cg06935184,-0.000109385,3.14E-05,0.000511,,,
cg04989674,0.000135296,3.89E-05,0.000512,,,
cg13428516,-0.00060148,0.000172811,0.000512,,,
cg01181681,0.000304758,8.76E-05,0.000512,,,
cg09893068,0.000111718,3.21E-05,0.000513,,,
cg23856090,-0.000117365,3.37E-05,0.000514,,,
cg18846731,7.16E-05,2.06E-05,0.000515,,,
cg08797606,7.90E-05,2.27E-05,0.000516,,,
cg19074748,-9.35E-05,2.69E-05,0.000519,,,
cg21917550,-9.03E-05,2.60E-05,0.000519,,,
cg08713098,-0.000188081,5.41E-05,0.000519,,,
cg11811621,3.97E-05,1.14E-05,0.00052,,,
cg09578254,6.89E-05,1.98E-05,0.00052,,,
cg12819144,-0.000278865,8.02E-05,0.000522,,,
cg22760338,0.000278157,8.00E-05,0.000523,,,
cg23930945,0.000147292,4.24E-05,0.000523,,,
cg18878616,0.000484845,0.000139601,0.000526,,,
cg15004787,7.44E-05,2.14E-05,0.000527,,,
cg20699492,-0.000115501,3.33E-05,0.000528,,,
cg22352499,-9.04E-05,2.60E-05,0.000529,,,
cg24312879,-0.000170108,4.90E-05,0.000535,,,
cg03173570,0.000254908,7.35E-05,0.000536,,,
cg22340522,-0.000183741,5.30E-05,0.000538,,,
cg02044145,-0.000119989,3.46E-05,0.000541,,,
cg20543544,-0.000388926,0.000112221,0.000541,,,
cg08651124,0.000107627,3.11E-05,0.000541,,,
cg01180236,-5.00E-05,1.44E-05,0.000543,,,
cg19811863,0.000238336,6.88E-05,0.000544,,,
cg16315748,-4.33E-05,1.25E-05,0.000546,,,
cg25211705,-0.000207793,6.00E-05,0.000547,,,
cg14937492,7.61E-05,2.20E-05,0.000547,,,
cg09065776,-7.67E-05,2.22E-05,0.000549,,,
cg16748524,0.000150749,4.36E-05,0.00055,,,
cg19524810,7.12E-05,2.06E-05,0.000552,,,
cg24178897,-0.000626945,0.000181264,0.000555,,,
cg16812893,-0.00019217,5.56E-05,0.000556,,,
cg27493342,0.000123298,3.57E-05,0.000557,,,
cg05161938,-0.000132713,3.84E-05,0.000563,,,
cg25632853,0.000560881,0.000162357,0.000564,,,
cg03067574,0.000138742,4.02E-05,0.000564,,,
cg21934564,4.76E-05,1.38E-05,0.000565,,,
cg01960885,-0.000654477,0.000189624,0.00057,,,
cg27647667,-9.09E-05,2.64E-05,0.000576,,,
cg16284213,-0.000445892,0.000129317,0.000577,,,
cg23786812,0.000133082,3.86E-05,0.000578,,,
cg15629568,9.68E-05,2.81E-05,0.000581,,,
cg15894129,-0.000529558,0.000153664,0.000581,,,
cg01057656,0.00032688,9.49E-05,0.000582,,,
cg20472891,-0.000129396,3.76E-05,0.000582,,,
cg15137213,0.00034157,9.91E-05,0.000583,,,
cg04400841,-0.000365536,0.000106113,0.000584,,,
cg15692666,9.08E-05,2.64E-05,0.000588,,,
cg24965617,-7.55E-05,2.19E-05,0.000588,,,
cg07694754,0.000223408,6.49E-05,0.000589,,,
cg02304930,0.000159929,4.65E-05,0.000589,,,
cg07546262,-7.94E-05,2.31E-05,0.000589,,,
cg21224251,0.000161393,4.69E-05,0.00059,,,
cg18271897,-0.000311287,9.04E-05,0.000591,,,
cg12081291,-6.29E-05,1.83E-05,0.000591,,,
cg17306975,-0.000214931,6.25E-05,0.000592,,,
cg03173679,0.000127202,3.70E-05,0.000592,,,
cg06112727,-3.49E-05,1.01E-05,0.000593,,,
cg17412351,0.000359181,0.000104384,0.000593,,,
cg18494421,8.91E-05,2.59E-05,0.000594,,,
cg23648239,-0.000221409,6.44E-05,0.000595,,,
cg26465474,0.000116618,3.39E-05,0.000601,,,
cg22402769,9.73E-05,2.83E-05,0.000604,,,
cg05373161,-0.000147308,4.29E-05,0.000604,,,
cg20569034,-0.000101519,2.96E-05,0.000606,,,
cg24087515,0.000231204,6.73E-05,0.00061,,,
cg00348389,0.000106997,3.12E-05,0.000611,,,
cg23934633,9.17E-05,2.67E-05,0.000612,,,
cg00792849,-0.000323773,9.43E-05,0.000612,,,
cg12040201,0.000442518,0.000128945,0.000613,,,
cg19432434,-6.22E-05,1.81E-05,0.000613,,,
cg24451422,0.000103508,3.02E-05,0.000614,,,
cg24851906,-0.000151273,4.41E-05,0.000614,,,
cg09647671,0.000197711,5.76E-05,0.000615,,,
cg07237397,-0.000342948,1.00E-04,0.000616,,,
cg03700308,9.01E-05,2.63E-05,0.000617,,,
cg18474239,0.000106789,3.11E-05,0.000618,,,
